force,pos,j_d1,j_d2,ur_loop1,ur_loop2,bench,target_clock,estimated_clock,min_latency,max_latency,bram_used,dsp48_used,ff_used,lut_used
4,2,2,4,4,4,full-stencil2d-outer:machsuite-md-knn-3-1-1-3-3-3,4.0,2.92,10430,10430,1284,2368,445600,246537
1,4,4,1,1,2,full-stencil2d-outer:machsuite-md-knn-0-3-3-0-0-1,4.0,2.92,12218,12218,372,296,72355,37862
1,4,4,4,1,2,full-stencil2d-outer:machsuite-md-knn-0-3-3-3-0-1,4.0,2.92,10688,10688,516,1184,199961,123960
4,4,2,2,1,4,full-stencil2d-outer:machsuite-md-knn-3-3-1-1-0-3,4.0,2.92,11198,11198,390,592,114994,66917
1,4,1,4,2,2,full-stencil2d-outer:machsuite-md-knn-0-3-0-3-1-1,4.0,2.92,10686,10686,660,1184,225196,126313
4,1,1,4,1,2,full-stencil2d-outer:machsuite-md-knn-3-0-0-3-0-1,4.0,2.92,10688,10688,372,1184,199800,121735
4,1,1,2,1,2,full-stencil2d-outer:machsuite-md-knn-3-0-0-1-0-1,4.0,2.92,11198,11198,372,592,114822,65454
2,1,2,1,2,1,full-stencil2d-outer:machsuite-md-knn-1-0-1-0-1-0,4.0,2.92,11194,11194,648,592,139962,68341
4,2,4,1,2,1,full-stencil2d-outer:machsuite-md-knn-3-1-3-0-1-0,4.0,2.92,11194,11194,660,592,140107,70117
1,1,1,2,1,2,full-stencil2d-outer:machsuite-md-knn-0-0-0-1-0-1,4.0,2.92,11198,11198,354,592,114820,65268
1,1,4,2,2,2,full-stencil2d-outer:machsuite-md-knn-0-0-3-1-1-1,4.0,2.92,10686,10686,696,1184,225174,128293
2,4,2,2,1,1,full-stencil2d-outer:machsuite-md-knn-1-3-1-1-0-0,4.0,2.92,11198,11198,378,592,114994,66965
1,2,2,1,1,2,full-stencil2d-outer:machsuite-md-knn-0-1-1-0-0-1,4.0,2.92,12218,12218,360,296,72334,37758
4,2,4,2,4,2,full-stencil2d-outer:machsuite-md-knn-3-1-3-1-3-1,4.0,2.92,10430,10430,1284,2368,445593,246550
2,1,1,4,1,2,full-stencil2d-outer:machsuite-md-knn-1-0-0-3-0-1,4.0,2.92,10688,10688,360,1184,199799,121783
2,1,4,4,2,8,full-stencil2d-outer:machsuite-md-knn-1-0-3-3-1-7,4.0,2.92,10432,10432,792,2368,394952,243045
2,1,4,1,1,1,full-stencil2d-outer:machsuite-md-knn-1-0-3-0-0-0,4.0,2.92,12218,12218,360,296,72266,37773
2,4,4,2,2,2,full-stencil2d-outer:machsuite-md-knn-1-3-3-1-1-1,4.0,2.92,10686,10686,708,1184,225200,129041
1,2,4,4,1,2,full-stencil2d-outer:machsuite-md-knn-0-1-3-3-0-1,4.0,2.92,10688,10688,504,1184,199940,124110
4,1,2,2,1,2,full-stencil2d-outer:machsuite-md-knn-3-0-1-1-0-1,4.0,2.92,11198,11198,372,592,114895,66594
4,2,4,1,1,1,full-stencil2d-outer:machsuite-md-knn-3-1-3-0-0-0,4.0,2.92,12218,12218,378,296,72346,38198
2,2,2,2,1,2,full-stencil2d-outer:machsuite-md-knn-1-1-1-1-0-1,4.0,2.92,11198,11198,366,592,115325,67755
2,2,4,4,2,1,full-stencil2d-outer:machsuite-md-knn-1-1-3-3-1-0,4.0,2.92,10432,10432,792,2368,395032,243321
4,1,4,2,2,2,full-stencil2d-outer:machsuite-md-knn-3-0-3-1-1-1,4.0,2.92,10686,10686,708,1184,225167,128479
2,2,2,4,1,1,full-stencil2d-outer:machsuite-md-knn-1-1-1-3-0-0,4.0,2.92,10688,10688,414,1184,200303,124868
1,4,2,4,1,4,full-stencil2d-outer:machsuite-md-knn-0-3-1-3-0-3,4.0,2.92,10688,10688,420,1184,199961,124204
2,4,4,1,1,2,full-stencil2d-outer:machsuite-md-knn-1-3-3-0-0-1,4.0,2.92,12218,12218,378,296,72365,38096
1,4,4,1,2,1,full-stencil2d-outer:machsuite-md-knn-0-3-3-0-1-0,4.0,2.92,11194,11194,660,592,140053,70241
2,4,4,2,2,1,full-stencil2d-outer:machsuite-md-knn-1-3-3-1-1-0,4.0,2.92,10686,10686,708,1184,225200,129041
4,2,2,4,1,4,full-stencil2d-outer:machsuite-md-knn-3-1-1-3-0-3,4.0,2.92,10688,10688,426,1184,199951,124180
1,1,1,4,2,4,full-stencil2d-outer:machsuite-md-knn-0-0-0-3-1-3,4.0,2.92,10686,10686,648,1184,225106,125645
2,1,2,2,1,1,full-stencil2d-outer:machsuite-md-knn-1-0-1-1-0-0,4.0,2.92,11198,11198,360,592,114893,66642
1,4,1,2,1,4,full-stencil2d-outer:machsuite-md-knn-0-3-0-1-0-3,4.0,2.92,11198,11198,372,592,114910,65591
1,2,1,4,1,4,full-stencil2d-outer:machsuite-md-knn-0-1-0-3-0-3,4.0,2.92,10688,10688,360,1184,199867,122022
4,4,4,4,2,8,full-stencil2d-outer:machsuite-md-knn-3-3-3-3-1-7,4.0,2.92,10432,10432,816,2368,395117,243767
1,1,1,4,1,2,full-stencil2d-outer:machsuite-md-knn-0-0-0-3-0-1,4.0,2.92,10688,10688,354,1184,199798,121549
4,4,4,4,1,4,full-stencil2d-outer:machsuite-md-knn-3-3-3-3-0-3,4.0,2.92,10688,10688,534,1184,199972,124146
4,4,4,2,1,4,full-stencil2d-outer:machsuite-md-knn-3-3-3-1-0-3,4.0,2.92,11198,11198,438,592,114994,67257
2,4,4,2,1,2,full-stencil2d-outer:machsuite-md-knn-1-3-3-1-0-1,4.0,2.92,11198,11198,426,592,114993,67305
1,4,2,2,2,1,full-stencil2d-outer:machsuite-md-knn-0-3-1-1-1-0,4.0,2.92,10686,10686,660,1184,225190,126231
1,1,2,1,2,1,full-stencil2d-outer:machsuite-md-knn-0-0-1-0-1-0,4.0,2.92,11194,11194,648,592,140033,68171
2,4,1,4,1,1,full-stencil2d-outer:machsuite-md-knn-1-3-0-3-0-0,4.0,2.92,10688,10688,378,1184,199898,122106
1,2,4,4,2,1,full-stencil2d-outer:machsuite-md-knn-0-1-3-3-1-0,4.0,2.92,10432,10432,792,2368,395021,243095
2,1,4,2,1,1,full-stencil2d-outer:machsuite-md-knn-1-0-3-1-0-0,4.0,2.92,11198,11198,408,592,114894,66982
2,1,4,2,1,2,full-stencil2d-outer:machsuite-md-knn-1-0-3-1-0-1,4.0,2.92,11198,11198,408,592,114894,66982
1,2,1,4,2,1,full-stencil2d-outer:machsuite-md-knn-0-1-0-3-1-0,4.0,2.92,10686,10686,648,1184,225175,125929
1,1,4,4,2,1,full-stencil2d-outer:machsuite-md-knn-0-0-3-3-1-0,4.0,2.92,10432,10432,792,2368,395025,242939
4,4,2,4,2,4,full-stencil2d-outer:machsuite-md-knn-3-3-1-3-1-3,4.0,2.92,10432,10432,720,2368,395118,239163
1,2,2,2,2,1,full-stencil2d-outer:machsuite-md-knn-0-1-1-1-1-0,4.0,2.92,10686,10686,648,1184,225169,125847
1,1,2,4,2,2,full-stencil2d-outer:machsuite-md-knn-0-0-1-3-1-1,4.0,2.92,10432,10432,696,2368,395022,238317
1,4,2,4,2,2,full-stencil2d-outer:machsuite-md-knn-0-3-1-3-1-1,4.0,2.92,10432,10432,708,2368,395041,238857
2,4,2,2,1,2,full-stencil2d-outer:machsuite-md-knn-1-3-1-1-0-1,4.0,2.92,11198,11198,378,592,114994,66965
1,2,4,4,1,8,full-stencil2d-outer:machsuite-md-knn-0-1-3-3-0-7,4.0,2.92,10688,10688,504,1184,199940,124110
4,1,4,4,2,2,full-stencil2d-outer:machsuite-md-knn-3-0-3-3-1-1,4.0,2.92,10432,10432,804,2368,395018,243125
2,2,2,4,4,2,full-stencil2d-outer:machsuite-md-knn-1-1-1-3-3-1,4.0,2.92,10430,10430,1284,2368,445670,246713
4,4,4,2,8,2,full-stencil2d-outer:machsuite-md-knn-3-3-3-1-7-1,4.0,2.92,10426,10426,2460,2368,546391,257940
4,2,2,2,2,2,full-stencil2d-outer:machsuite-md-knn-3-1-1-1-1-1,4.0,2.92,10686,10686,660,1184,225244,126171
2,1,1,2,1,2,full-stencil2d-outer:machsuite-md-knn-1-0-0-1-0-1,4.0,2.92,11198,11198,360,592,114821,65502
2,2,1,2,1,4,full-stencil2d-outer:machsuite-md-knn-1-1-0-1-0-3,4.0,2.92,11198,11198,366,592,115253,66615
4,4,4,2,4,4,full-stencil2d-outer:machsuite-md-knn-3-3-3-1-3-3,4.0,2.92,10430,10430,1284,2368,445614,246531
4,1,4,1,1,1,full-stencil2d-outer:machsuite-md-knn-3-0-3-0-0-0,4.0,2.92,12218,12218,372,296,72267,37725
1,2,4,2,1,1,full-stencil2d-outer:machsuite-md-knn-0-1-3-1-0-0,4.0,2.92,11198,11198,408,592,114962,67221
2,4,2,4,4,2,full-stencil2d-outer:machsuite-md-knn-1-3-1-3-3-1,4.0,2.92,10430,10430,1284,2368,445691,246701
1,4,1,4,1,8,full-stencil2d-outer:machsuite-md-knn-0-3-0-3-0-7,4.0,2.92,10688,10688,372,1184,199888,121872
2,4,1,1,2,1,full-stencil2d-outer:machsuite-md-knn-1-3-0-0-1-0,4.0,3.173,12210,12210,581,296,96763,40829
2,4,4,4,2,8,full-stencil2d-outer:machsuite-md-knn-1-3-3-3-1-7,4.0,2.92,10432,10432,804,2368,395051,243687
4,1,2,4,1,2,full-stencil2d-outer:machsuite-md-knn-3-0-1-3-0-1,4.0,2.92,10688,10688,420,1184,199873,123707
1,1,2,1,1,2,full-stencil2d-outer:machsuite-md-knn-0-0-1-0-0-1,4.0,2.92,12218,12218,354,296,72265,37195
1,2,4,4,1,4,full-stencil2d-outer:machsuite-md-knn-0-1-3-3-0-3,4.0,2.92,10688,10688,504,1184,199940,124110
4,4,4,2,1,2,full-stencil2d-outer:machsuite-md-knn-3-3-3-1-0-1,4.0,2.92,11198,11198,438,592,114994,67257
1,4,1,4,1,1,full-stencil2d-outer:machsuite-md-knn-0-3-0-3-0-0,4.0,2.92,10688,10688,372,1184,199888,121872
4,4,1,1,2,1,full-stencil2d-outer:machsuite-md-knn-3-3-0-0-1-0,4.0,3.173,12210,12210,593,296,96831,40813
2,4,4,4,1,1,full-stencil2d-outer:machsuite-md-knn-1-3-3-3-0-0,4.0,2.92,10688,10688,522,1184,199971,124194
2,1,1,1,2,1,full-stencil2d-outer:machsuite-md-knn-1-0-0-0-1-0,4.0,3.173,12210,12210,569,296,96728,40193
1,4,2,1,1,2,full-stencil2d-outer:machsuite-md-knn-0-3-1-0-0-1,4.0,2.92,12218,12218,372,296,72355,37608
1,1,2,2,2,2,full-stencil2d-outer:machsuite-md-knn-0-0-1-1-1-1,4.0,2.92,10686,10686,648,1184,225171,125691
1,1,4,1,1,1,full-stencil2d-outer:machsuite-md-knn-0-0-3-0-0-0,4.0,2.92,12218,12218,354,296,72267,37539
2,1,4,4,2,4,full-stencil2d-outer:machsuite-md-knn-1-0-3-3-1-3,4.0,2.92,10432,10432,792,2368,394952,243045
4,4,2,4,1,2,full-stencil2d-outer:machsuite-md-knn-3-3-1-3-0-1,4.0,2.92,10688,10688,438,1184,199972,124030
2,4,1,4,1,2,full-stencil2d-outer:machsuite-md-knn-1-3-0-3-0-1,4.0,2.92,10688,10688,378,1184,199898,122106
2,2,1,4,2,4,full-stencil2d-outer:machsuite-md-knn-1-1-0-3-1-3,4.0,2.92,10686,10686,648,1184,225113,126035
1,4,2,4,2,4,full-stencil2d-outer:machsuite-md-knn-0-3-1-3-1-3,4.0,2.92,10432,10432,708,2368,395041,238857
4,2,1,2,2,2,full-stencil2d-outer:machsuite-md-knn-3-1-0-1-1-1,4.0,2.92,11194,11194,660,592,140110,68640
1,2,4,2,2,1,full-stencil2d-outer:machsuite-md-knn-0-1-3-1-1-0,4.0,2.92,10686,10686,696,1184,225170,128449
2,4,2,4,2,1,full-stencil2d-outer:machsuite-md-knn-1-3-1-3-1-0,4.0,2.92,10432,10432,708,2368,395052,239083
4,2,4,4,2,1,full-stencil2d-outer:machsuite-md-knn-3-1-3-3-1-0,4.0,2.92,10432,10432,804,2368,395096,243401
2,4,4,1,2,2,full-stencil2d-outer:machsuite-md-knn-1-3-3-0-1-1,4.0,2.92,11194,11194,660,592,140062,70467
1,4,4,1,1,1,full-stencil2d-outer:machsuite-md-knn-0-3-3-0-0-0,4.0,2.92,12218,12218,372,296,72355,37862
4,2,2,2,2,1,full-stencil2d-outer:machsuite-md-knn-3-1-1-1-1-0,4.0,2.92,10686,10686,660,1184,225244,126171
4,4,1,4,1,1,full-stencil2d-outer:machsuite-md-knn-3-3-0-3-0-0,4.0,2.92,10688,10688,390,1184,199899,122058
1,4,1,2,2,2,full-stencil2d-outer:machsuite-md-knn-0-3-0-1-1-1,4.0,2.92,11194,11194,660,592,140127,68820
1,1,2,2,2,4,full-stencil2d-outer:machsuite-md-knn-0-0-1-1-1-3,4.0,2.92,10686,10686,648,1184,225171,125691
4,4,1,1,1,2,full-stencil2d-outer:machsuite-md-knn-3-3-0-0-0-1,4.0,2.92,12218,12218,387,296,72193,36952
2,2,2,4,2,1,full-stencil2d-outer:machsuite-md-knn-1-1-1-3-1-0,4.0,2.92,10432,10432,696,2368,395029,238699
4,4,2,1,1,1,full-stencil2d-outer:machsuite-md-knn-3-3-1-0-0-0,4.0,2.92,12218,12218,390,296,72366,37704
2,4,2,2,2,2,full-stencil2d-outer:machsuite-md-knn-1-3-1-1-1-1,4.0,2.92,10686,10686,660,1184,225201,126457
4,1,4,2,1,1,full-stencil2d-outer:machsuite-md-knn-3-0-3-1-0-0,4.0,2.92,11198,11198,420,592,114895,66934
2,4,4,2,2,4,full-stencil2d-outer:machsuite-md-knn-1-3-3-1-1-3,4.0,2.92,10686,10686,708,1184,225200,129041
4,4,1,4,2,4,full-stencil2d-outer:machsuite-md-knn-3-3-0-3-1-3,4.0,2.92,10686,10686,672,1184,225202,126499
1,4,1,1,1,2,full-stencil2d-outer:machsuite-md-knn-0-3-0-0-0-1,4.0,2.92,12218,12218,369,296,72182,36766
4,1,4,4,2,8,full-stencil2d-outer:machsuite-md-knn-3-0-3-3-1-7,4.0,2.92,10432,10432,804,2368,395018,243125
4,1,4,2,2,1,full-stencil2d-outer:machsuite-md-knn-3-0-3-1-1-0,4.0,2.92,10686,10686,708,1184,225167,128479
1,1,4,2,2,4,full-stencil2d-outer:machsuite-md-knn-0-0-3-1-1-3,4.0,2.92,10686,10686,696,1184,225174,128293
2,1,1,4,2,1,full-stencil2d-outer:machsuite-md-knn-1-0-0-3-1-0,4.0,2.92,10686,10686,648,1184,225035,125751
1,1,4,1,2,1,full-stencil2d-outer:machsuite-md-knn-0-0-3-0-1-0,4.0,2.92,11194,11194,648,592,140036,69655
4,4,4,2,8,1,full-stencil2d-outer:machsuite-md-knn-3-3-3-1-7-0,4.0,2.92,10426,10426,2460,2368,546391,257940
4,4,4,4,8,1,full-stencil2d-outer:machsuite-md-knn-3-3-3-3-7-0,4.0,2.92,10302,10302,2556,4736,886520,487697
2,4,4,4,2,2,full-stencil2d-outer:machsuite-md-knn-1-3-3-3-1-1,4.0,2.92,10432,10432,804,2368,395051,243687
2,2,4,2,2,4,full-stencil2d-outer:machsuite-md-knn-1-1-3-1-1-3,4.0,2.92,10686,10686,696,1184,225181,128675
2,2,4,4,1,8,full-stencil2d-outer:machsuite-md-knn-1-1-3-3-0-7,4.0,2.92,10688,10688,510,1184,200306,124984
4,2,4,4,1,1,full-stencil2d-outer:machsuite-md-knn-3-1-3-3-0-0,4.0,2.92,10688,10688,522,1184,199952,124296
1,1,1,4,1,4,full-stencil2d-outer:machsuite-md-knn-0-0-0-3-0-3,4.0,2.92,10688,10688,354,1184,199798,121549
1,1,2,2,1,1,full-stencil2d-outer:machsuite-md-knn-0-0-1-1-0-0,4.0,2.92,11198,11198,354,592,114893,66408
4,2,4,4,1,8,full-stencil2d-outer:machsuite-md-knn-3-1-3-3-0-7,4.0,2.92,10688,10688,522,1184,199952,124296
2,2,1,4,1,4,full-stencil2d-outer:machsuite-md-knn-1-1-0-3-0-3,4.0,2.92,10688,10688,366,1184,200231,122896
4,2,1,1,1,2,full-stencil2d-outer:machsuite-md-knn-3-1-0-0-0-1,4.0,2.92,12218,12218,375,296,72173,37102
4,2,2,2,1,4,full-stencil2d-outer:machsuite-md-knn-3-1-1-1-0-3,4.0,2.92,11198,11198,378,592,114973,67067
2,4,2,4,2,8,full-stencil2d-outer:machsuite-md-knn-1-3-1-3-1-7,4.0,2.92,10432,10432,708,2368,395052,239083
1,1,4,4,1,4,full-stencil2d-outer:machsuite-md-knn-0-0-3-3-0-3,4.0,2.92,10688,10688,498,1184,199873,123637
1,1,1,1,2,1,full-stencil2d-outer:machsuite-md-knn-0-0-0-0-1-0,4.0,3.173,12210,12210,569,296,96799,39991
4,4,2,4,2,1,full-stencil2d-outer:machsuite-md-knn-3-3-1-3-1-0,4.0,2.92,10432,10432,720,2368,395118,239163
2,2,2,4,1,4,full-stencil2d-outer:machsuite-md-knn-1-1-1-3-0-3,4.0,2.92,10688,10688,414,1184,200303,124868
2,2,4,4,2,4,full-stencil2d-outer:machsuite-md-knn-1-1-3-3-1-3,4.0,2.92,10432,10432,792,2368,395032,243321
2,4,1,1,1,2,full-stencil2d-outer:machsuite-md-knn-1-3-0-0-0-1,4.0,2.92,12218,12218,375,296,72192,37000
1,1,1,2,1,4,full-stencil2d-outer:machsuite-md-knn-0-0-0-1-0-3,4.0,2.92,11198,11198,354,592,114820,65268
2,2,2,1,4,1,full-stencil2d-outer:machsuite-md-knn-1-1-1-0-3-0,4.0,3.173,11186,11186,1084,592,189265,75465
2,1,2,2,2,4,full-stencil2d-outer:machsuite-md-knn-1-0-1-1-1-3,4.0,2.92,10686,10686,648,1184,225100,125797
1,2,2,4,1,4,full-stencil2d-outer:machsuite-md-knn-0-1-1-3-0-3,4.0,2.92,10688,10688,408,1184,199940,124354
1,1,1,2,1,1,full-stencil2d-outer:machsuite-md-knn-0-0-0-1-0-0,4.0,2.92,11198,11198,354,592,114820,65268
4,4,4,1,1,2,full-stencil2d-outer:machsuite-md-knn-3-3-3-0-0-1,4.0,2.92,12218,12218,390,296,72366,38048
