force,pos,j_d1,j_d2,ur_loop1,ur_loop2,bench,target_clock,estimated_clock,min_latency,max_latency,bram_used,dsp48_used,ff_used,lut_used
2,4,1,4,2,4,full-stencil2d-outer:machsuite-md-knn-1-3-0-3-1-3,4.0,2.92,10686,10686,660,1184,225134,126419
4,1,1,2,2,2,full-stencil2d-outer:machsuite-md-knn-3-0-0-1-1-1,4.0,2.92,11194,11194,660,592,140032,68356
2,2,1,2,2,1,full-stencil2d-outer:machsuite-md-knn-1-1-0-1-1-0,4.0,2.92,11194,11194,648,592,140044,68606
1,1,2,4,1,8,full-stencil2d-outer:machsuite-md-knn-0-0-1-3-0-7,4.0,2.92,10688,10688,402,1184,199871,123521
1,2,1,1,1,2,full-stencil2d-outer:machsuite-md-knn-0-1-0-0-0-1,4.0,2.92,12218,12218,357,296,72161,36916
4,4,4,1,2,2,full-stencil2d-outer:machsuite-md-knn-3-3-3-0-1-1,4.0,2.92,11194,11194,672,592,140128,70483
2,4,1,2,2,1,full-stencil2d-outer:machsuite-md-knn-1-3-0-1-1-0,4.0,2.92,11194,11194,660,592,140065,68990
2,1,2,4,1,2,full-stencil2d-outer:machsuite-md-knn-1-0-1-3-0-1,4.0,2.92,10688,10688,408,1184,199871,123755
2,2,1,4,1,1,full-stencil2d-outer:machsuite-md-knn-1-1-0-3-0-0,4.0,2.92,10688,10688,366,1184,200231,122896
2,4,4,2,4,4,full-stencil2d-outer:machsuite-md-knn-1-3-3-1-3-3,4.0,2.92,10430,10430,1284,2368,445685,246714
2,2,2,1,1,2,full-stencil2d-outer:machsuite-md-knn-1-1-1-0-0-1,4.0,2.92,12218,12218,366,296,72697,38222
1,2,2,4,1,2,full-stencil2d-outer:machsuite-md-knn-0-1-1-3-0-1,4.0,2.92,10688,10688,408,1184,199940,124354
4,4,1,2,1,4,full-stencil2d-outer:machsuite-md-knn-3-3-0-1-0-3,4.0,2.92,11198,11198,390,592,114921,65777
1,2,2,4,2,2,full-stencil2d-outer:machsuite-md-knn-0-1-1-3-1-1,4.0,2.92,10432,10432,696,2368,395020,238473
4,4,4,4,4,1,full-stencil2d-outer:machsuite-md-knn-3-3-3-3-3-0,4.0,2.92,10304,10304,1380,4736,785211,471843
1,2,2,1,2,1,full-stencil2d-outer:machsuite-md-knn-0-1-1-0-1-0,4.0,2.92,11194,11194,648,592,140031,68391
4,4,4,4,4,8,full-stencil2d-outer:machsuite-md-knn-3-3-3-3-3-7,4.0,2.92,10304,10304,1380,4736,785211,471843
2,4,2,1,1,2,full-stencil2d-outer:machsuite-md-knn-1-3-1-0-0-1,4.0,2.92,12218,12218,378,296,72366,37752
1,2,1,2,1,4,full-stencil2d-outer:machsuite-md-knn-0-1-0-1-0-3,4.0,2.92,11198,11198,360,592,114889,65741
1,1,2,4,2,4,full-stencil2d-outer:machsuite-md-knn-0-0-1-3-1-3,4.0,2.92,10432,10432,696,2368,395022,238317
4,2,4,4,4,8,full-stencil2d-outer:machsuite-md-knn-3-1-3-3-3-7,4.0,2.92,10304,10304,1380,4736,785190,471862
4,4,2,2,2,1,full-stencil2d-outer:machsuite-md-knn-3-3-1-1-1-0,4.0,2.92,10686,10686,672,1184,225267,126537
2,1,4,4,2,2,full-stencil2d-outer:machsuite-md-knn-1-0-3-3-1-1,4.0,2.92,10432,10432,792,2368,394952,243045
1,1,4,4,1,1,full-stencil2d-outer:machsuite-md-knn-0-0-3-3-0-0,4.0,2.92,10688,10688,498,1184,199873,123637
4,1,4,4,2,4,full-stencil2d-outer:machsuite-md-knn-3-0-3-3-1-3,4.0,2.92,10432,10432,804,2368,395018,243125
2,2,2,4,2,4,full-stencil2d-outer:machsuite-md-knn-1-1-1-3-1-3,4.0,2.92,10432,10432,696,2368,395029,238699
2,4,4,1,2,1,full-stencil2d-outer:machsuite-md-knn-1-3-3-0-1-0,4.0,2.92,11194,11194,660,592,140062,70467
4,2,1,4,1,1,full-stencil2d-outer:machsuite-md-knn-3-1-0-3-0-0,4.0,2.92,10688,10688,378,1184,199879,122208
2,4,2,1,1,1,full-stencil2d-outer:machsuite-md-knn-1-3-1-0-0-0,4.0,2.92,12218,12218,378,296,72366,37752
1,2,1,2,1,2,full-stencil2d-outer:machsuite-md-knn-0-1-0-1-0-1,4.0,2.92,11198,11198,360,592,114889,65741
1,2,2,2,1,4,full-stencil2d-outer:machsuite-md-knn-0-1-1-1-0-3,4.0,2.92,11198,11198,360,592,114962,67061
1,1,4,4,2,2,full-stencil2d-outer:machsuite-md-knn-0-0-3-3-1-1,4.0,2.92,10432,10432,792,2368,395025,242939
4,2,2,2,1,2,full-stencil2d-outer:machsuite-md-knn-3-1-1-1-0-1,4.0,2.92,11198,11198,378,592,114973,67067
2,1,4,4,1,2,full-stencil2d-outer:machsuite-md-knn-1-0-3-3-0-1,4.0,2.92,10688,10688,504,1184,199872,123871
4,4,4,1,1,1,full-stencil2d-outer:machsuite-md-knn-3-3-3-0-0-0,4.0,2.92,12218,12218,390,296,72366,38048
1,2,2,4,2,4,full-stencil2d-outer:machsuite-md-knn-0-1-1-3-1-3,4.0,2.92,10432,10432,696,2368,395020,238473
1,1,2,1,1,1,full-stencil2d-outer:machsuite-md-knn-0-0-1-0-0-0,4.0,2.92,12218,12218,354,296,72265,37195
1,2,4,4,2,4,full-stencil2d-outer:machsuite-md-knn-0-1-3-3-1-3,4.0,2.92,10432,10432,792,2368,395021,243095
2,1,2,2,2,1,full-stencil2d-outer:machsuite-md-knn-1-0-1-1-1-0,4.0,2.92,10686,10686,648,1184,225100,125797
2,2,4,1,2,1,full-stencil2d-outer:machsuite-md-knn-1-1-3-0-1-0,4.0,2.92,11194,11194,648,592,140043,70101
2,2,4,4,4,4,full-stencil2d-outer:machsuite-md-knn-1-1-3-3-3-3,4.0,2.92,10304,10304,1380,4736,785260,472038
1,2,2,4,1,8,full-stencil2d-outer:machsuite-md-knn-0-1-1-3-0-7,4.0,2.92,10688,10688,408,1184,199940,124354
1,4,1,4,1,2,full-stencil2d-outer:machsuite-md-knn-0-3-0-3-0-1,4.0,2.92,10688,10688,372,1184,199888,121872
2,1,2,1,1,2,full-stencil2d-outer:machsuite-md-knn-1-0-1-0-0-1,4.0,2.92,12218,12218,360,296,72265,37429
1,1,4,4,2,4,full-stencil2d-outer:machsuite-md-knn-0-0-3-3-1-3,4.0,2.92,10432,10432,792,2368,395025,242939
4,4,1,4,2,1,full-stencil2d-outer:machsuite-md-knn-3-3-0-3-1-0,4.0,2.92,10686,10686,672,1184,225202,126499
4,1,4,4,1,8,full-stencil2d-outer:machsuite-md-knn-3-0-3-3-0-7,4.0,2.92,10688,10688,516,1184,199873,123823
2,2,4,2,4,1,full-stencil2d-outer:machsuite-md-knn-1-1-3-1-3-0,4.0,2.92,10430,10430,1284,2368,445663,246726
4,1,2,2,2,4,full-stencil2d-outer:machsuite-md-knn-3-0-1-1-1-3,4.0,2.92,10686,10686,660,1184,225166,125895
1,2,2,4,2,8,full-stencil2d-outer:machsuite-md-knn-0-1-1-3-1-7,4.0,2.92,10432,10432,696,2368,395020,238473
2,2,4,2,1,4,full-stencil2d-outer:machsuite-md-knn-1-1-3-1-0-3,4.0,2.92,11198,11198,414,592,115328,68095
1,2,2,2,2,4,full-stencil2d-outer:machsuite-md-knn-0-1-1-1-1-3,4.0,2.92,10686,10686,648,1184,225169,125847
1,4,1,4,1,4,full-stencil2d-outer:machsuite-md-knn-0-3-0-3-0-3,4.0,2.92,10688,10688,372,1184,199888,121872
4,4,4,4,1,1,full-stencil2d-outer:machsuite-md-knn-3-3-3-3-0-0,4.0,2.92,10688,10688,534,1184,199972,124146
2,2,2,4,4,4,full-stencil2d-outer:machsuite-md-knn-1-1-1-3-3-3,4.0,2.92,10430,10430,1284,2368,445670,246713
4,4,4,4,8,2,full-stencil2d-outer:machsuite-md-knn-3-3-3-3-7-1,4.0,2.92,10302,10302,2556,4736,886520,487697
2,4,4,1,1,1,full-stencil2d-outer:machsuite-md-knn-1-3-3-0-0-0,4.0,2.92,12218,12218,378,296,72365,38096
2,4,1,1,1,1,full-stencil2d-outer:machsuite-md-knn-1-3-0-0-0-0,4.0,2.92,12218,12218,375,296,72192,37000
4,4,1,2,2,2,full-stencil2d-outer:machsuite-md-knn-3-3-0-1-1-1,4.0,2.92,11194,11194,672,592,140133,69006
2,2,1,4,2,2,full-stencil2d-outer:machsuite-md-knn-1-1-0-3-1-1,4.0,2.92,10686,10686,648,1184,225113,126035
1,4,2,2,1,1,full-stencil2d-outer:machsuite-md-knn-0-3-1-1-0-0,4.0,2.92,11198,11198,372,592,114983,66911
4,1,2,4,2,2,full-stencil2d-outer:machsuite-md-knn-3-0-1-3-1-1,4.0,2.92,10432,10432,708,2368,395017,238521
4,4,4,1,2,1,full-stencil2d-outer:machsuite-md-knn-3-3-3-0-1-0,4.0,2.92,11194,11194,672,592,140128,70483
4,4,1,2,2,1,full-stencil2d-outer:machsuite-md-knn-3-3-0-1-1-0,4.0,2.92,11194,11194,672,592,140133,69006
4,4,2,2,1,1,full-stencil2d-outer:machsuite-md-knn-3-3-1-1-0-0,4.0,2.92,11198,11198,390,592,114994,66917
2,4,4,4,1,2,full-stencil2d-outer:machsuite-md-knn-1-3-3-3-0-1,4.0,2.92,10688,10688,522,1184,199971,124194
2,1,4,2,1,4,full-stencil2d-outer:machsuite-md-knn-1-0-3-1-0-3,4.0,2.92,11198,11198,408,592,114894,66982
2,2,1,1,2,1,full-stencil2d-outer:machsuite-md-knn-1-1-0-0-1-0,4.0,3.173,12210,12210,569,296,96742,40445
1,2,4,2,2,4,full-stencil2d-outer:machsuite-md-knn-0-1-3-1-1-3,4.0,2.92,10686,10686,696,1184,225170,128449
4,2,4,4,2,8,full-stencil2d-outer:machsuite-md-knn-3-1-3-3-1-7,4.0,2.92,10432,10432,804,2368,395096,243401
2,1,2,4,1,4,full-stencil2d-outer:machsuite-md-knn-1-0-1-3-0-3,4.0,2.92,10688,10688,408,1184,199871,123755
2,1,2,4,2,2,full-stencil2d-outer:machsuite-md-knn-1-0-1-3-1-1,4.0,2.92,10432,10432,696,2368,394951,238423
4,2,2,4,1,2,full-stencil2d-outer:machsuite-md-knn-3-1-1-3-0-1,4.0,2.92,10688,10688,426,1184,199951,124180
1,2,2,2,1,2,full-stencil2d-outer:machsuite-md-knn-0-1-1-1-0-1,4.0,2.92,11198,11198,360,592,114962,67061
1,1,1,1,1,1,full-stencil2d-outer:machsuite-md-knn-0-0-0-0-0-0,4.0,2.92,12218,12218,351,296,72156,36475
2,4,4,2,1,1,full-stencil2d-outer:machsuite-md-knn-1-3-3-1-0-0,4.0,2.92,11198,11198,426,592,114993,67305
4,2,1,4,2,2,full-stencil2d-outer:machsuite-md-knn-3-1-0-3-1-1,4.0,2.92,10686,10686,660,1184,225179,126133
4,1,1,4,1,4,full-stencil2d-outer:machsuite-md-knn-3-0-0-3-0-3,4.0,2.92,10688,10688,372,1184,199800,121735
4,2,2,4,2,2,full-stencil2d-outer:machsuite-md-knn-3-1-1-3-1-1,4.0,2.92,10432,10432,708,2368,395095,238797
1,2,2,4,1,1,full-stencil2d-outer:machsuite-md-knn-0-1-1-3-0-0,4.0,2.92,10688,10688,408,1184,199940,124354
1,4,2,1,2,1,full-stencil2d-outer:machsuite-md-knn-0-3-1-0-1-0,4.0,2.92,11194,11194,660,592,140052,68775
1,1,4,2,1,1,full-stencil2d-outer:machsuite-md-knn-0-0-3-1-0-0,4.0,2.92,11198,11198,402,592,114895,66748
2,4,2,4,1,4,full-stencil2d-outer:machsuite-md-knn-1-3-1-3-0-3,4.0,2.92,10688,10688,426,1184,199972,124078
1,1,4,4,2,8,full-stencil2d-outer:machsuite-md-knn-0-0-3-3-1-7,4.0,2.92,10432,10432,792,2368,395025,242939
2,1,4,1,1,2,full-stencil2d-outer:machsuite-md-knn-1-0-3-0-0-1,4.0,2.92,12218,12218,360,296,72266,37773
4,4,2,2,2,4,full-stencil2d-outer:machsuite-md-knn-3-3-1-1-1-3,4.0,2.92,10686,10686,672,1184,225267,126537
2,1,1,2,1,1,full-stencil2d-outer:machsuite-md-knn-1-0-0-1-0-0,4.0,2.92,11198,11198,360,592,114821,65502
1,2,1,2,2,1,full-stencil2d-outer:machsuite-md-knn-0-1-0-1-1-0,4.0,2.92,11194,11194,648,592,140106,68436
4,4,2,2,2,2,full-stencil2d-outer:machsuite-md-knn-3-3-1-1-1-1,4.0,2.92,10686,10686,672,1184,225267,126537
2,1,4,4,1,4,full-stencil2d-outer:machsuite-md-knn-1-0-3-3-0-3,4.0,2.92,10688,10688,504,1184,199872,123871
2,4,2,1,4,1,full-stencil2d-outer:machsuite-md-knn-1-3-1-0-3-0,4.0,3.173,11186,11186,1084,592,189286,75453
1,4,4,2,2,1,full-stencil2d-outer:machsuite-md-knn-0-3-3-1-1-0,4.0,2.92,10686,10686,708,1184,225191,128815
4,4,4,4,2,4,full-stencil2d-outer:machsuite-md-knn-3-3-3-3-1-3,4.0,2.92,10432,10432,816,2368,395117,243767
2,4,1,4,2,2,full-stencil2d-outer:machsuite-md-knn-1-3-0-3-1-1,4.0,2.92,10686,10686,660,1184,225134,126419
2,2,1,2,1,1,full-stencil2d-outer:machsuite-md-knn-1-1-0-1-0-0,4.0,2.92,11198,11198,366,592,115253,66615
2,4,4,2,4,2,full-stencil2d-outer:machsuite-md-knn-1-3-3-1-3-1,4.0,2.92,10430,10430,1284,2368,445685,246714
1,2,1,2,1,1,full-stencil2d-outer:machsuite-md-knn-0-1-0-1-0-0,4.0,2.92,11198,11198,360,592,114889,65741
4,1,2,4,2,1,full-stencil2d-outer:machsuite-md-knn-3-0-1-3-1-0,4.0,2.92,10432,10432,708,2368,395017,238521
2,1,1,2,2,1,full-stencil2d-outer:machsuite-md-knn-1-0-0-1-1-0,4.0,2.92,11194,11194,648,592,139966,68322
1,2,4,4,2,2,full-stencil2d-outer:machsuite-md-knn-0-1-3-3-1-1,4.0,2.92,10432,10432,792,2368,395021,243095
1,4,2,1,2,2,full-stencil2d-outer:machsuite-md-knn-0-3-1-0-1-1,4.0,2.92,11194,11194,660,592,140052,68775
4,1,1,4,2,1,full-stencil2d-outer:machsuite-md-knn-3-0-0-3-1-0,4.0,2.92,10686,10686,660,1184,225101,125849
1,1,2,1,2,2,full-stencil2d-outer:machsuite-md-knn-0-0-1-0-1-1,4.0,2.92,11194,11194,648,592,140033,68171
4,1,2,1,2,2,full-stencil2d-outer:machsuite-md-knn-3-0-1-0-1-1,4.0,2.92,11194,11194,660,592,140028,68375
4,4,2,4,2,2,full-stencil2d-outer:machsuite-md-knn-3-3-1-3-1-1,4.0,2.92,10432,10432,720,2368,395118,239163
2,2,4,2,2,1,full-stencil2d-outer:machsuite-md-knn-1-1-3-1-1-0,4.0,2.92,10686,10686,696,1184,225181,128675
1,1,4,2,1,2,full-stencil2d-outer:machsuite-md-knn-0-0-3-1-0-1,4.0,2.92,11198,11198,402,592,114895,66748
2,4,2,4,2,2,full-stencil2d-outer:machsuite-md-knn-1-3-1-3-1-1,4.0,2.92,10432,10432,708,2368,395052,239083
2,2,4,4,1,1,full-stencil2d-outer:machsuite-md-knn-1-1-3-3-0-0,4.0,2.92,10688,10688,510,1184,200306,124984
2,2,2,2,1,4,full-stencil2d-outer:machsuite-md-knn-1-1-1-1-0-3,4.0,2.92,11198,11198,366,592,115325,67755
2,4,2,2,4,2,full-stencil2d-outer:machsuite-md-knn-1-3-1-1-3-1,4.0,2.92,10682,10682,1236,1184,275602,131784
2,1,1,1,1,2,full-stencil2d-outer:machsuite-md-knn-1-0-0-0-0-1,4.0,2.92,12218,12218,357,296,72157,36709
2,1,2,4,2,4,full-stencil2d-outer:machsuite-md-knn-1-0-1-3-1-3,4.0,2.92,10432,10432,696,2368,394951,238423
2,1,4,2,2,2,full-stencil2d-outer:machsuite-md-knn-1-0-3-1-1-1,4.0,2.92,10686,10686,696,1184,225101,128399
1,4,2,4,1,1,full-stencil2d-outer:machsuite-md-knn-0-3-1-3-0-0,4.0,2.92,10688,10688,420,1184,199961,124204
4,2,1,2,1,4,full-stencil2d-outer:machsuite-md-knn-3-1-0-1-0-3,4.0,2.92,11198,11198,378,592,114901,65927
2,4,2,4,1,8,full-stencil2d-outer:machsuite-md-knn-1-3-1-3-0-7,4.0,2.92,10688,10688,426,1184,199972,124078
4,4,1,2,1,1,full-stencil2d-outer:machsuite-md-knn-3-3-0-1-0-0,4.0,2.92,11198,11198,390,592,114921,65777
2,1,2,4,1,8,full-stencil2d-outer:machsuite-md-knn-1-0-1-3-0-7,4.0,2.92,10688,10688,408,1184,199871,123755
2,4,4,2,4,1,full-stencil2d-outer:machsuite-md-knn-1-3-3-1-3-0,4.0,2.92,10430,10430,1284,2368,445685,246714
1,2,1,4,1,2,full-stencil2d-outer:machsuite-md-knn-0-1-0-3-0-1,4.0,2.92,10688,10688,360,1184,199867,122022
2,4,1,4,1,8,full-stencil2d-outer:machsuite-md-knn-1-3-0-3-0-7,4.0,2.92,10688,10688,378,1184,199898,122106
4,1,1,4,2,2,full-stencil2d-outer:machsuite-md-knn-3-0-0-3-1-1,4.0,2.92,10686,10686,660,1184,225101,125849
2,2,1,1,1,1,full-stencil2d-outer:machsuite-md-knn-1-1-0-0-0-0,4.0,2.92,12218,12218,363,296,72525,37470
1,1,2,4,2,8,full-stencil2d-outer:machsuite-md-knn-0-0-1-3-1-7,4.0,2.92,10432,10432,696,2368,395022,238317
4,4,2,4,2,8,full-stencil2d-outer:machsuite-md-knn-3-3-1-3-1-7,4.0,2.92,10432,10432,720,2368,395118,239163
2,2,1,1,1,2,full-stencil2d-outer:machsuite-md-knn-1-1-0-0-0-1,4.0,2.92,12218,12218,363,296,72525,37470
2,2,4,4,2,2,full-stencil2d-outer:machsuite-md-knn-1-1-3-3-1-1,4.0,2.92,10432,10432,792,2368,395032,243321
4,4,1,4,1,8,full-stencil2d-outer:machsuite-md-knn-3-3-0-3-0-7,4.0,2.92,10688,10688,390,1184,199899,122058
2,2,4,2,2,2,full-stencil2d-outer:machsuite-md-knn-1-1-3-1-1-1,4.0,2.92,10686,10686,696,1184,225181,128675
2,2,2,1,1,1,full-stencil2d-outer:machsuite-md-knn-1-1-1-0-0-0,4.0,2.92,12218,12218,366,296,72697,38222
4,4,4,2,2,1,full-stencil2d-outer:machsuite-md-knn-3-3-3-1-1-0,4.0,2.92,10686,10686,720,1184,225266,129121
1,2,2,4,2,1,full-stencil2d-outer:machsuite-md-knn-0-1-1-3-1-0,4.0,2.92,10432,10432,696,2368,395020,238473
2,2,2,4,1,8,full-stencil2d-outer:machsuite-md-knn-1-1-1-3-0-7,4.0,2.92,10688,10688,414,1184,200303,124868
1,1,2,2,2,1,full-stencil2d-outer:machsuite-md-knn-0-0-1-1-1-0,4.0,2.92,10686,10686,648,1184,225171,125691
1,4,4,2,1,2,full-stencil2d-outer:machsuite-md-knn-0-3-3-1-0-1,4.0,2.92,11198,11198,420,592,114983,67071
1,4,1,2,1,2,full-stencil2d-outer:machsuite-md-knn-0-3-0-1-0-1,4.0,2.92,11198,11198,372,592,114910,65591
4,2,1,2,2,1,full-stencil2d-outer:machsuite-md-knn-3-1-0-1-1-0,4.0,2.92,11194,11194,660,592,140110,68640
1,4,4,4,2,8,full-stencil2d-outer:machsuite-md-knn-0-3-3-3-1-7,4.0,2.92,10432,10432,804,2368,395042,243461
4,2,2,2,4,2,full-stencil2d-outer:machsuite-md-knn-3-1-1-1-3-1,4.0,2.92,10682,10682,1236,1184,275511,131684
4,1,1,2,1,4,full-stencil2d-outer:machsuite-md-knn-3-0-0-1-0-3,4.0,2.92,11198,11198,372,592,114822,65454
1,2,1,2,2,2,full-stencil2d-outer:machsuite-md-knn-0-1-0-1-1-1,4.0,2.92,11194,11194,648,592,140106,68436
1,4,1,4,2,1,full-stencil2d-outer:machsuite-md-knn-0-3-0-3-1-0,4.0,2.92,10686,10686,660,1184,225196,126313
1,1,2,4,1,4,full-stencil2d-outer:machsuite-md-knn-0-0-1-3-0-3,4.0,2.92,10688,10688,402,1184,199871,123521
4,2,4,2,2,4,full-stencil2d-outer:machsuite-md-knn-3-1-3-1-1-3,4.0,2.92,10686,10686,708,1184,225245,128755
2,4,1,2,2,2,full-stencil2d-outer:machsuite-md-knn-1-3-0-1-1-1,4.0,2.92,11194,11194,660,592,140065,68990
1,2,4,1,1,1,full-stencil2d-outer:machsuite-md-knn-0-1-3-0-0-0,4.0,2.92,12218,12218,360,296,72334,38012
1,1,1,4,2,1,full-stencil2d-outer:machsuite-md-knn-0-0-0-3-1-0,4.0,2.92,10686,10686,648,1184,225106,125645
4,2,2,4,2,1,full-stencil2d-outer:machsuite-md-knn-3-1-1-3-1-0,4.0,2.92,10432,10432,708,2368,395095,238797
1,1,4,4,1,2,full-stencil2d-outer:machsuite-md-knn-0-0-3-3-0-1,4.0,2.92,10688,10688,498,1184,199873,123637
2,2,4,1,1,1,full-stencil2d-outer:machsuite-md-knn-1-1-3-0-0-0,4.0,2.92,12218,12218,366,296,72700,38566
1,2,4,2,1,2,full-stencil2d-outer:machsuite-md-knn-0-1-3-1-0-1,4.0,2.92,11198,11198,408,592,114962,67221
1,2,2,1,1,1,full-stencil2d-outer:machsuite-md-knn-0-1-1-0-0-0,4.0,2.92,12218,12218,360,296,72334,37758
2,2,4,4,4,8,full-stencil2d-outer:machsuite-md-knn-1-1-3-3-3-7,4.0,2.92,10304,10304,1380,4736,785260,472038
4,2,1,2,1,2,full-stencil2d-outer:machsuite-md-knn-3-1-0-1-0-1,4.0,2.92,11198,11198,378,592,114901,65927
2,2,4,4,4,2,full-stencil2d-outer:machsuite-md-knn-1-1-3-3-3-1,4.0,2.92,10304,10304,1380,4736,785260,472038
1,4,4,4,2,2,full-stencil2d-outer:machsuite-md-knn-0-3-3-3-1-1,4.0,2.92,10432,10432,804,2368,395042,243461
2,4,2,2,2,1,full-stencil2d-outer:machsuite-md-knn-1-3-1-1-1-0,4.0,2.92,10686,10686,660,1184,225201,126457
1,2,1,4,1,8,full-stencil2d-outer:machsuite-md-knn-0-1-0-3-0-7,4.0,2.92,10688,10688,360,1184,199867,122022
2,2,4,1,4,2,full-stencil2d-outer:machsuite-md-knn-1-1-3-0-3-1,4.0,2.92,10682,10682,1236,1184,275505,131782
4,1,1,2,2,1,full-stencil2d-outer:machsuite-md-knn-3-0-0-1-1-0,4.0,2.92,11194,11194,660,592,140032,68356
2,1,1,4,2,4,full-stencil2d-outer:machsuite-md-knn-1-0-0-3-1-3,4.0,2.92,10686,10686,648,1184,225035,125751
4,2,4,2,1,1,full-stencil2d-outer:machsuite-md-knn-3-1-3-1-0-0,4.0,2.92,11198,11198,426,592,114974,67407
4,4,4,1,8,1,full-stencil2d-outer:machsuite-md-knn-3-3-3-0-7-0,4.0,3.173,10674,10674,2108,1184,373847,145179
4,4,4,2,2,4,full-stencil2d-outer:machsuite-md-knn-3-3-3-1-1-3,4.0,2.92,10686,10686,720,1184,225266,129121
2,2,2,2,2,2,full-stencil2d-outer:machsuite-md-knn-1-1-1-1-1-1,4.0,2.92,10686,10686,648,1184,225178,126073
2,2,2,4,4,1,full-stencil2d-outer:machsuite-md-knn-1-1-1-3-3-0,4.0,2.92,10430,10430,1284,2368,445670,246713
2,1,2,2,1,2,full-stencil2d-outer:machsuite-md-knn-1-0-1-1-0-1,4.0,2.92,11198,11198,360,592,114893,66642
1,4,2,1,1,1,full-stencil2d-outer:machsuite-md-knn-0-3-1-0-0-0,4.0,2.92,12218,12218,372,296,72355,37608
4,1,2,2,1,1,full-stencil2d-outer:machsuite-md-knn-3-0-1-1-0-0,4.0,2.92,11198,11198,372,592,114895,66594
2,4,1,4,1,4,full-stencil2d-outer:machsuite-md-knn-1-3-0-3-0-3,4.0,2.92,10688,10688,378,1184,199898,122106
2,2,4,1,2,2,full-stencil2d-outer:machsuite-md-knn-1-1-3-0-1-1,4.0,2.92,11194,11194,648,592,140043,70101
2,1,1,2,1,4,full-stencil2d-outer:machsuite-md-knn-1-0-0-1-0-3,4.0,2.92,11198,11198,360,592,114821,65502
2,2,1,4,1,8,full-stencil2d-outer:machsuite-md-knn-1-1-0-3-0-7,4.0,2.92,10688,10688,366,1184,200231,122896
4,1,1,1,1,1,full-stencil2d-outer:machsuite-md-knn-3-0-0-0-0-0,4.0,2.92,12218,12218,369,296,72158,36661
4,1,2,4,2,4,full-stencil2d-outer:machsuite-md-knn-3-0-1-3-1-3,4.0,2.92,10432,10432,708,2368,395017,238521
2,2,4,4,2,8,full-stencil2d-outer:machsuite-md-knn-1-1-3-3-1-7,4.0,2.92,10432,10432,792,2368,395032,243321
2,4,4,4,4,4,full-stencil2d-outer:machsuite-md-knn-1-3-3-3-3-3,4.0,2.92,10304,10304,1380,4736,785282,472026
1,4,2,4,1,2,full-stencil2d-outer:machsuite-md-knn-0-3-1-3-0-1,4.0,2.92,10688,10688,420,1184,199961,124204
4,4,2,4,4,1,full-stencil2d-outer:machsuite-md-knn-3-3-1-3-3-0,4.0,2.92,10430,10430,1284,2368,445621,246525
1,4,2,4,1,8,full-stencil2d-outer:machsuite-md-knn-0-3-1-3-0-7,4.0,2.92,10688,10688,420,1184,199961,124204
4,4,2,1,1,2,full-stencil2d-outer:machsuite-md-knn-3-3-1-0-0-1,4.0,2.92,12218,12218,390,296,72366,37704
4,4,4,2,1,1,full-stencil2d-outer:machsuite-md-knn-3-3-3-1-0-0,4.0,2.92,11198,11198,438,592,114994,67257
1,1,1,1,1,2,full-stencil2d-outer:machsuite-md-knn-0-0-0-0-0-1,4.0,2.92,12218,12218,351,296,72156,36475
1,4,2,2,2,2,full-stencil2d-outer:machsuite-md-knn-0-3-1-1-1-1,4.0,2.92,10686,10686,660,1184,225190,126231
2,2,2,4,2,2,full-stencil2d-outer:machsuite-md-knn-1-1-1-3-1-1,4.0,2.92,10432,10432,696,2368,395029,238699
1,2,4,1,1,2,full-stencil2d-outer:machsuite-md-knn-0-1-3-0-0-1,4.0,2.92,12218,12218,360,296,72334,38012
1,4,4,4,1,1,full-stencil2d-outer:machsuite-md-knn-0-3-3-3-0-0,4.0,2.92,10688,10688,516,1184,199961,123960
1,2,4,1,2,1,full-stencil2d-outer:machsuite-md-knn-0-1-3-0-1-0,4.0,2.92,11194,11194,648,592,140032,69875
4,4,2,4,1,4,full-stencil2d-outer:machsuite-md-knn-3-3-1-3-0-3,4.0,2.92,10688,10688,438,1184,199972,124030
2,1,2,1,2,2,full-stencil2d-outer:machsuite-md-knn-1-0-1-0-1-1,4.0,2.92,11194,11194,648,592,139962,68341
2,1,4,2,2,1,full-stencil2d-outer:machsuite-md-knn-1-0-3-1-1-0,4.0,2.92,10686,10686,696,1184,225101,128399
2,2,2,2,2,1,full-stencil2d-outer:machsuite-md-knn-1-1-1-1-1-0,4.0,2.92,10686,10686,648,1184,225178,126073
2,4,4,1,4,1,full-stencil2d-outer:machsuite-md-knn-1-3-3-0-3-0,4.0,2.92,10682,10682,1236,1184,275527,131770
2,2,4,2,1,1,full-stencil2d-outer:machsuite-md-knn-1-1-3-1-0-0,4.0,2.92,11198,11198,414,592,115328,68095
4,2,1,4,1,4,full-stencil2d-outer:machsuite-md-knn-3-1-0-3-0-3,4.0,2.92,10688,10688,378,1184,199879,122208
4,2,4,1,4,1,full-stencil2d-outer:machsuite-md-knn-3-1-3-0-3-0,4.0,2.92,10682,10682,1236,1184,275435,131670
4,2,4,2,2,2,full-stencil2d-outer:machsuite-md-knn-3-1-3-1-1-1,4.0,2.92,10686,10686,708,1184,225245,128755
2,2,4,2,1,2,full-stencil2d-outer:machsuite-md-knn-1-1-3-1-0-1,4.0,2.92,11198,11198,414,592,115328,68095
