bench
dahlia-gemm-0-0-0-0-0-0-0
dahlia-gemm-0-0-0-0-0-0-1
dahlia-gemm-0-0-0-0-0-1-0
dahlia-gemm-0-0-0-0-1-0-0
dahlia-gemm-0-0-0-1-0-0-0
dahlia-gemm-0-0-0-1-0-0-1
dahlia-gemm-0-0-0-1-0-1-0
dahlia-gemm-0-0-0-1-1-0-0
dahlia-gemm-0-0-0-1-1-1-0
dahlia-gemm-0-0-0-3-0-0-0
dahlia-gemm-0-0-0-3-0-0-1
dahlia-gemm-0-0-0-3-0-1-0
dahlia-gemm-0-0-0-3-1-0-0
dahlia-gemm-0-0-0-3-1-1-0
dahlia-gemm-0-0-1-0-0-0-0
dahlia-gemm-0-0-1-0-0-0-1
dahlia-gemm-0-0-1-0-0-1-0
dahlia-gemm-0-0-1-0-1-0-0
dahlia-gemm-0-0-1-0-1-1-0
dahlia-gemm-0-0-1-1-0-0-0
dahlia-gemm-0-0-1-1-0-0-1
dahlia-gemm-0-0-1-1-0-1-0
dahlia-gemm-0-0-1-1-1-0-0
dahlia-gemm-0-0-1-1-1-1-0
dahlia-gemm-0-0-1-3-0-0-0
dahlia-gemm-0-0-1-3-0-0-1
dahlia-gemm-0-0-1-3-0-1-0
dahlia-gemm-0-0-1-3-1-0-0
dahlia-gemm-0-0-1-3-1-1-0
dahlia-gemm-0-0-3-0-0-0-0
dahlia-gemm-0-0-3-0-0-0-1
dahlia-gemm-0-0-3-0-0-1-0
dahlia-gemm-0-0-3-0-1-0-0
dahlia-gemm-0-0-3-0-1-1-0
dahlia-gemm-0-0-3-1-0-0-0
dahlia-gemm-0-0-3-1-0-0-1
dahlia-gemm-0-0-3-1-0-1-0
dahlia-gemm-0-0-3-1-1-0-0
dahlia-gemm-0-0-3-1-1-1-0
dahlia-gemm-0-0-3-3-0-0-0
dahlia-gemm-0-0-3-3-0-0-1
dahlia-gemm-0-0-3-3-0-1-0
dahlia-gemm-0-0-3-3-1-0-0
dahlia-gemm-0-0-3-3-1-1-0
dahlia-gemm-0-1-0-0-0-0-0
dahlia-gemm-0-1-0-0-0-0-1
dahlia-gemm-0-1-0-0-0-1-0
dahlia-gemm-0-1-0-0-0-1-1
dahlia-gemm-0-1-0-0-1-0-0
dahlia-gemm-0-1-0-0-1-0-1
dahlia-gemm-0-1-0-1-0-0-1
dahlia-gemm-0-1-0-1-0-0-0
dahlia-gemm-0-1-0-1-0-1-0
dahlia-gemm-0-1-0-1-0-1-1
dahlia-gemm-0-1-0-1-0-2-0
dahlia-gemm-0-1-0-1-1-0-0
dahlia-gemm-0-1-0-1-1-1-0
dahlia-gemm-0-1-0-1-1-0-1
dahlia-gemm-0-1-0-1-1-1-1
dahlia-gemm-0-1-0-3-0-0-0
dahlia-gemm-0-1-0-3-0-0-1
dahlia-gemm-0-1-0-3-0-1-1
dahlia-gemm-0-1-0-3-0-1-0
dahlia-gemm-0-1-0-3-0-2-0
dahlia-gemm-0-1-0-3-1-0-1
dahlia-gemm-0-1-0-3-1-1-0
dahlia-gemm-0-1-0-3-1-0-0
dahlia-gemm-0-1-0-3-1-1-1
dahlia-gemm-0-1-0-3-1-2-0
dahlia-gemm-0-1-1-0-0-0-1
dahlia-gemm-0-1-1-0-0-0-0
dahlia-gemm-0-1-1-0-0-1-0
dahlia-gemm-0-1-1-0-0-1-1
dahlia-gemm-0-1-1-0-1-0-1
dahlia-gemm-0-1-1-0-1-0-0
dahlia-gemm-0-1-1-0-1-1-1
dahlia-gemm-0-1-1-0-1-1-0
dahlia-gemm-0-1-1-1-0-0-1
dahlia-gemm-0-1-1-1-0-0-0
dahlia-gemm-0-1-1-1-0-1-0
dahlia-gemm-0-1-1-1-0-1-1
dahlia-gemm-0-1-1-1-0-2-0
dahlia-gemm-0-1-1-1-1-0-0
dahlia-gemm-0-1-1-1-1-1-1
dahlia-gemm-0-1-1-1-1-0-1
dahlia-gemm-0-1-1-1-1-1-0
dahlia-gemm-0-1-1-1-1-2-0
dahlia-gemm-0-1-1-3-0-0-0
dahlia-gemm-0-1-1-3-0-0-1
dahlia-gemm-0-1-1-3-0-1-0
dahlia-gemm-0-1-1-3-0-1-1
dahlia-gemm-0-1-1-3-0-2-0
dahlia-gemm-0-1-1-3-1-0-1
dahlia-gemm-0-1-1-3-1-0-0
dahlia-gemm-0-1-1-3-1-1-0
dahlia-gemm-0-1-1-3-1-1-1
dahlia-gemm-0-1-1-3-1-2-0
dahlia-gemm-0-1-3-0-0-0-0
dahlia-gemm-0-1-3-0-0-0-1
dahlia-gemm-0-1-3-0-0-1-1
dahlia-gemm-0-1-3-0-0-1-0
dahlia-gemm-0-1-3-0-1-0-0
dahlia-gemm-0-1-3-0-1-0-1
dahlia-gemm-0-1-3-0-1-1-1
dahlia-gemm-0-1-3-0-1-1-0
dahlia-gemm-0-1-3-1-0-0-1
dahlia-gemm-0-1-3-1-0-0-0
dahlia-gemm-0-1-3-1-0-1-0
dahlia-gemm-0-1-3-1-0-1-1
dahlia-gemm-0-1-3-1-0-2-0
dahlia-gemm-0-1-3-1-1-0-1
dahlia-gemm-0-1-3-1-1-0-0
dahlia-gemm-0-1-3-1-1-1-0
dahlia-gemm-0-1-3-1-1-1-1
dahlia-gemm-0-1-3-1-1-2-0
dahlia-gemm-0-1-3-3-0-0-1
dahlia-gemm-0-1-3-3-0-0-0
dahlia-gemm-0-1-3-3-0-1-1
dahlia-gemm-0-1-3-3-0-1-0
dahlia-gemm-0-1-3-3-0-2-0
dahlia-gemm-0-1-3-3-1-0-1
dahlia-gemm-0-1-3-3-1-0-0
dahlia-gemm-0-1-3-3-1-1-1
dahlia-gemm-0-1-3-3-1-1-0
dahlia-gemm-0-1-3-3-1-2-0
dahlia-gemm-0-3-0-0-0-0-1
dahlia-gemm-0-3-0-0-0-1-0
dahlia-gemm-0-3-0-0-0-1-1
dahlia-gemm-0-3-0-0-0-0-0
dahlia-gemm-0-3-0-0-1-0-0
dahlia-gemm-0-3-0-0-1-0-1
dahlia-gemm-0-3-0-1-0-0-0
dahlia-gemm-0-3-0-1-0-0-1
dahlia-gemm-0-3-0-1-0-1-0
dahlia-gemm-0-3-0-1-0-1-1
dahlia-gemm-0-3-0-1-0-2-0
dahlia-gemm-0-3-0-1-0-2-1
dahlia-gemm-0-3-0-1-1-0-0
dahlia-gemm-0-3-0-1-1-0-1
dahlia-gemm-0-3-0-1-1-1-0
dahlia-gemm-0-3-0-1-1-1-1
dahlia-gemm-0-3-0-3-0-0-1
dahlia-gemm-0-3-0-3-0-0-0
dahlia-gemm-0-3-0-3-0-1-0
dahlia-gemm-0-3-0-3-0-1-1
dahlia-gemm-0-3-0-3-0-2-0
dahlia-gemm-0-3-0-3-0-2-1
dahlia-gemm-0-3-0-3-0-4-0
dahlia-gemm-0-3-0-3-1-0-0
dahlia-gemm-0-3-0-3-1-0-1
dahlia-gemm-0-3-0-3-1-1-0
dahlia-gemm-0-3-0-3-1-1-1
dahlia-gemm-0-3-0-3-1-2-1
dahlia-gemm-0-3-0-3-1-2-0
dahlia-gemm-0-3-1-0-0-0-1
dahlia-gemm-0-3-1-0-0-0-0
dahlia-gemm-0-3-1-0-0-1-0
dahlia-gemm-0-3-1-0-0-1-1
dahlia-gemm-0-3-1-0-1-0-0
dahlia-gemm-0-3-1-0-1-0-1
dahlia-gemm-0-3-1-0-1-1-0
dahlia-gemm-0-3-1-0-1-1-1
dahlia-gemm-0-3-1-1-0-0-0
dahlia-gemm-0-3-1-1-0-1-0
dahlia-gemm-0-3-1-1-0-0-1
dahlia-gemm-0-3-1-1-0-1-1
dahlia-gemm-0-3-1-1-0-2-0
dahlia-gemm-0-3-1-1-0-2-1
dahlia-gemm-0-3-1-1-1-0-0
dahlia-gemm-0-3-1-1-1-0-1
dahlia-gemm-0-3-1-1-1-1-0
dahlia-gemm-0-3-1-1-1-1-1
dahlia-gemm-0-3-1-1-1-2-0
dahlia-gemm-0-3-1-1-1-2-1
dahlia-gemm-0-3-1-3-0-0-1
dahlia-gemm-0-3-1-3-0-0-0
dahlia-gemm-0-3-1-3-0-1-0
dahlia-gemm-0-3-1-3-0-2-0
dahlia-gemm-0-3-1-3-0-1-1
dahlia-gemm-0-3-1-3-0-2-1
dahlia-gemm-0-3-1-3-0-4-0
dahlia-gemm-0-3-1-3-1-0-1
dahlia-gemm-0-3-1-3-1-0-0
dahlia-gemm-0-3-1-3-1-1-0
dahlia-gemm-0-3-1-3-1-1-1
dahlia-gemm-0-3-1-3-1-2-0
dahlia-gemm-0-3-1-3-1-2-1
dahlia-gemm-0-3-1-3-1-4-0
dahlia-gemm-0-3-3-0-0-0-1
dahlia-gemm-0-3-3-0-0-1-0
dahlia-gemm-0-3-3-0-0-1-1
dahlia-gemm-0-3-3-0-0-0-0
dahlia-gemm-0-3-3-0-1-0-1
dahlia-gemm-0-3-3-0-1-0-0
dahlia-gemm-0-3-3-0-1-1-0
dahlia-gemm-0-3-3-0-1-1-1
dahlia-gemm-0-3-3-1-0-0-0
dahlia-gemm-0-3-3-1-0-0-1
dahlia-gemm-0-3-3-1-0-1-0
dahlia-gemm-0-3-3-1-0-1-1
dahlia-gemm-0-3-3-1-0-2-0
dahlia-gemm-0-3-3-1-0-2-1
dahlia-gemm-0-3-3-1-1-0-0
dahlia-gemm-0-3-3-1-1-0-1
dahlia-gemm-0-3-3-1-1-1-1
dahlia-gemm-0-3-3-1-1-2-0
dahlia-gemm-0-3-3-1-1-1-0
dahlia-gemm-0-3-3-1-1-2-1
dahlia-gemm-0-3-3-3-0-0-1
dahlia-gemm-0-3-3-3-0-1-0
dahlia-gemm-0-3-3-3-0-0-0
dahlia-gemm-0-3-3-3-0-1-1
dahlia-gemm-0-3-3-3-0-2-1
dahlia-gemm-0-3-3-3-0-2-0
dahlia-gemm-0-3-3-3-0-4-0
dahlia-gemm-0-3-3-3-1-0-1
dahlia-gemm-0-3-3-3-1-1-0
dahlia-gemm-0-3-3-3-1-0-0
dahlia-gemm-0-3-3-3-1-1-1
dahlia-gemm-0-3-3-3-1-2-0
dahlia-gemm-0-3-3-3-1-2-1
dahlia-gemm-0-3-3-3-1-4-0
dahlia-gemm-1-0-0-0-0-0-0
dahlia-gemm-1-0-0-0-0-1-0
dahlia-gemm-1-0-0-0-0-0-1
dahlia-gemm-1-0-0-0-0-1-1
dahlia-gemm-1-0-0-0-1-0-1
dahlia-gemm-1-0-0-0-1-0-0
dahlia-gemm-1-0-0-1-0-0-0
dahlia-gemm-1-0-0-1-0-0-1
dahlia-gemm-1-0-0-1-0-1-0
dahlia-gemm-1-0-0-1-0-1-1
dahlia-gemm-1-0-0-1-1-0-0
dahlia-gemm-1-0-0-1-1-0-1
dahlia-gemm-1-0-0-1-1-1-1
dahlia-gemm-1-0-0-1-1-1-0
dahlia-gemm-1-0-0-3-0-0-1
dahlia-gemm-1-0-0-3-0-0-0
dahlia-gemm-1-0-0-3-0-1-0
dahlia-gemm-1-0-0-3-0-1-1
dahlia-gemm-1-0-0-3-1-0-1
dahlia-gemm-1-0-0-3-1-0-0
dahlia-gemm-1-0-0-3-1-1-1
dahlia-gemm-1-0-0-3-1-1-0
dahlia-gemm-1-0-1-0-0-0-0
dahlia-gemm-1-0-1-0-0-0-1
dahlia-gemm-1-0-1-0-0-1-0
dahlia-gemm-1-0-1-0-0-1-1
dahlia-gemm-1-0-1-0-1-0-1
dahlia-gemm-1-0-1-0-1-0-0
dahlia-gemm-1-0-1-0-1-1-0
dahlia-gemm-1-0-1-0-1-1-1
dahlia-gemm-1-0-1-0-2-0-0
dahlia-gemm-1-0-1-1-0-0-1
dahlia-gemm-1-0-1-1-0-0-0
dahlia-gemm-1-0-1-1-0-1-0
dahlia-gemm-1-0-1-1-0-1-1
dahlia-gemm-1-0-1-1-1-0-1
dahlia-gemm-1-0-1-1-1-0-0
dahlia-gemm-1-0-1-1-1-1-1
dahlia-gemm-1-0-1-1-1-1-0
dahlia-gemm-1-0-1-1-2-0-0
dahlia-gemm-1-0-1-1-2-1-0
dahlia-gemm-1-0-1-3-0-0-1
dahlia-gemm-1-0-1-3-0-0-0
dahlia-gemm-1-0-1-3-0-1-0
dahlia-gemm-1-0-1-3-0-1-1
dahlia-gemm-1-0-1-3-1-0-0
dahlia-gemm-1-0-1-3-1-0-1
dahlia-gemm-1-0-1-3-1-1-0
dahlia-gemm-1-0-1-3-1-1-1
dahlia-gemm-1-0-1-3-2-0-0
dahlia-gemm-1-0-1-3-2-1-0
dahlia-gemm-1-0-3-0-0-0-0
dahlia-gemm-1-0-3-0-0-0-1
dahlia-gemm-1-0-3-0-0-1-0
dahlia-gemm-1-0-3-0-0-1-1
dahlia-gemm-1-0-3-0-1-0-0
dahlia-gemm-1-0-3-0-1-0-1
dahlia-gemm-1-0-3-0-1-1-1
dahlia-gemm-1-0-3-0-1-1-0
dahlia-gemm-1-0-3-0-2-0-0
dahlia-gemm-1-0-3-0-2-1-0
dahlia-gemm-1-0-3-1-0-0-0
dahlia-gemm-1-0-3-1-0-0-1
dahlia-gemm-1-0-3-1-0-1-0
dahlia-gemm-1-0-3-1-0-1-1
dahlia-gemm-1-0-3-1-1-0-1
dahlia-gemm-1-0-3-1-1-0-0
dahlia-gemm-1-0-3-1-1-1-1
dahlia-gemm-1-0-3-1-1-1-0
dahlia-gemm-1-0-3-1-2-0-0
dahlia-gemm-1-0-3-1-2-1-0
dahlia-gemm-1-0-3-3-0-0-0
dahlia-gemm-1-0-3-3-0-1-1
dahlia-gemm-1-0-3-3-0-0-1
dahlia-gemm-1-0-3-3-0-1-0
dahlia-gemm-1-0-3-3-1-0-1
dahlia-gemm-1-0-3-3-1-1-0
dahlia-gemm-1-0-3-3-1-0-0
dahlia-gemm-1-0-3-3-1-1-1
dahlia-gemm-1-0-3-3-2-0-0
dahlia-gemm-1-0-3-3-2-1-0
dahlia-gemm-1-1-0-0-0-0-2
dahlia-gemm-1-1-0-0-0-0-0
dahlia-gemm-1-1-0-0-0-0-1
dahlia-gemm-1-1-0-0-0-1-2
dahlia-gemm-1-1-0-0-0-1-0
dahlia-gemm-1-1-0-0-0-1-1
dahlia-gemm-1-1-0-0-1-0-1
dahlia-gemm-1-1-0-0-1-0-2
dahlia-gemm-1-1-0-0-1-0-0
dahlia-gemm-1-1-0-1-0-0-1
dahlia-gemm-1-1-0-1-0-0-2
dahlia-gemm-1-1-0-1-0-0-0
dahlia-gemm-1-1-0-1-0-1-0
dahlia-gemm-1-1-0-1-0-2-1
dahlia-gemm-1-1-0-1-0-1-1
dahlia-gemm-1-1-0-1-0-1-2
dahlia-gemm-1-1-0-1-0-2-0
dahlia-gemm-1-1-0-1-1-0-0
dahlia-gemm-1-1-0-1-1-0-1
dahlia-gemm-1-1-0-1-1-0-2
dahlia-gemm-1-1-0-1-1-1-1
dahlia-gemm-1-1-0-1-1-1-0
dahlia-gemm-1-1-0-1-1-1-2
dahlia-gemm-1-1-0-3-0-0-1
dahlia-gemm-1-1-0-3-0-0-0
dahlia-gemm-1-1-0-3-0-0-2
dahlia-gemm-1-1-0-3-0-1-2
dahlia-gemm-1-1-0-3-0-1-1
dahlia-gemm-1-1-0-3-0-1-0
dahlia-gemm-1-1-0-3-0-2-1
dahlia-gemm-1-1-0-3-0-2-0
dahlia-gemm-1-1-0-3-1-0-2
dahlia-gemm-1-1-0-3-1-0-0
dahlia-gemm-1-1-0-3-1-0-1
dahlia-gemm-1-1-0-3-1-1-0
dahlia-gemm-1-1-0-3-1-1-1
dahlia-gemm-1-1-0-3-1-1-2
dahlia-gemm-1-1-0-3-1-2-1
dahlia-gemm-1-1-0-3-1-2-0
dahlia-gemm-1-1-1-0-0-0-0
dahlia-gemm-1-1-1-0-0-0-2
dahlia-gemm-1-1-1-0-0-0-1
dahlia-gemm-1-1-1-0-0-1-0
dahlia-gemm-1-1-1-0-0-1-2
dahlia-gemm-1-1-1-0-0-1-1
dahlia-gemm-1-1-1-0-1-0-0
dahlia-gemm-1-1-1-0-1-0-1
dahlia-gemm-1-1-1-0-1-0-2
dahlia-gemm-1-1-1-0-1-1-1
dahlia-gemm-1-1-1-0-1-1-0
