bench,bank11,bank12,bank21,bank22,unroll1,unroll2,unroll3,target_clk,estimate_clk,est_min_lat,est_max_lat,est_bram,est_dsp,est_ff,est_lut,est_read_lat,est_compute_lat,est_write_lat
gemm-dse:gemm-1-3-3-3-1-3-1,2,4,4,4,2,6,2,4.0,2.92,180251,180251,98,436,34396,15292,32776,131079,16390
gemm-dse:gemm-3-0-1-0-0-0-1,4,1,2,1,1,1,2,4.0,2.92,2146331,2146331,96,32,4617,3769,32776,2097158,16391
gemm-dse:gemm-3-0-3-3-2-1-0,4,1,4,4,4,2,1,4.0,2.92,7823379,7823379,98,32,5475,5843,32776,7774208,16390
gemm-dse:gemm-3-2-0-3-3-2-2,4,3,1,4,6,4,4,4.0,2.92,195871,195871,130,1548,116292,51692,32777,146698,16391
gemm-dse:gemm-0-3-1-3-0-4-3,1,4,2,4,1,8,6,4.0,2.92,573466,573466,98,160,14229,9085,32776,524294,16390
gemm-dse:gemm-3-0-0-0-0-2-4,4,1,1,1,1,4,8,4.0,2.92,573475,573475,95,164,15008,7383,32776,524302,16391
gemm-dse:gemm-3-1-2-2-4-1-4,4,2,3,3,8,2,8,4.0,2.92,344107,344107,102,2050,152500,66377,32778,294922,16401
gemm-dse:gemm-3-0-2-0-3-3-3,4,1,3,1,6,6,6,4.0,2.92,238879,238879,102,1560,112742,37018,32777,189696,16401
gemm-dse:gemm-1-2-0-0-3-0-2,2,3,1,1,6,1,4,4.0,2.92,2074389,2074389,115,204,26564,17707,32777,2025216,16391
gemm-dse:gemm-3-0-3-0-1-0-2,4,1,4,1,2,1,4,4.0,2.92,1097748,1097748,98,64,7849,5025,32776,1048576,16391
gemm-dse:gemm-1-1-0-0-2-0-2,2,2,1,1,4,1,4,4.0,2.92,1474580,1474580,95,128,12463,6302,32776,1425408,16391
gemm-dse:gemm-0-3-1-2-4-4-0,1,4,2,3,8,8,1,4.0,2.92,7696414,7696414,108,258,29566,23143,32777,7647232,16400
gemm-dse:gemm-1-0-1-0-4-3-1,2,1,2,1,8,6,2,4.0,2.92,311380,311380,92,2008,142215,53002,32776,262207,16391
gemm-dse:gemm-0-2-0-3-3-3-2,1,3,1,4,6,6,4,4.0,2.92,207391,207391,106,1550,114471,49366,32777,158218,16391
gemm-dse:gemm-1-0-0-1-1-0-3,2,1,1,2,2,1,6,4.0,2.92,1622036,1622036,92,64,7323,4471,32776,1572864,16391
gemm-dse:gemm-0-1-3-2-2-3-1,1,2,4,3,4,6,2,4.0,2.92,311342,311342,110,734,57951,29703,32777,262158,16401
gemm-dse:gemm-2-3-0-1-4-0-2,3,4,1,2,8,1,4,4.0,2.92,1736735,1736735,128,256,28699,24438,32777,1687562,16391
gemm-dse:gemm-1-1-0-2-2-4-2,2,2,1,3,4,8,4,4.0,2.92,245801,245801,102,842,66049,28967,32777,196617,16401
gemm-dse:gemm-0-3-3-3-3-3-3,1,4,4,4,6,6,6,4.0,2.92,158739,158739,98,1404,98936,35815,32776,109568,16390
gemm-dse:gemm-0-1-3-1-3-3-2,1,2,4,2,6,6,4,4.0,2.92,239635,239635,94,1088,80607,30674,32776,190464,16390
gemm-dse:gemm-1-1-0-0-0-2-3,2,2,1,1,1,4,6,4.0,2.92,573476,573476,95,160,14908,10500,32776,524303,16391
gemm-dse:gemm-3-3-3-0-3-1-2,4,4,4,1,6,2,4,4.0,2.92,260628,260628,98,1536,111033,37828,32776,211456,16391
gemm-dse:gemm-2-2-0-1-1-4-2,3,3,1,2,2,8,4,4.0,2.92,1097817,1097817,104,514,48726,34403,32778,1048642,16391
gemm-dse:gemm-2-1-2-2-2-1-4,3,2,3,3,4,2,8,4.0,2.92,344120,344120,122,1026,85383,49029,32778,294935,16401
gemm-dse:gemm-1-2-3-1-4-4-3,2,3,4,2,8,8,6,4.0,2.92,184364,184364,118,2050,150440,76715,32777,135191,16390
gemm-dse:gemm-0-1-3-0-0-0-3,1,2,4,1,1,1,6,4.0,2.92,2146331,2146331,94,32,4666,3722,32776,2097158,16391
gemm-dse:gemm-1-0-1-1-2-4-1,2,1,2,2,4,8,2,4.0,2.92,311333,311333,94,992,72937,31309,32776,262160,16391
gemm-dse:gemm-3-0-2-3-0-4-3,4,1,3,4,1,8,6,4.0,2.92,573482,573482,114,172,16971,8932,32777,524298,16401
gemm-dse:gemm-0-2-3-2-4-3-1,1,3,4,3,8,6,2,4.0,2.92,147523,147523,122,2054,155813,85247,32777,98339,16401
gemm-dse:gemm-3-2-0-0-1-3-1,4,3,1,1,2,6,2,4.0,2.92,573493,573493,127,514,47282,41552,32777,524319,16391
gemm-dse:gemm-1-3-1-0-2-2-4,2,4,2,1,4,4,8,4.0,2.92,311348,311348,96,1024,73784,28478,32776,262175,16391
gemm-dse:gemm-1-0-3-2-1-2-0,2,1,4,3,2,4,1,4.0,2.92,10387487,10387487,110,34,7526,8604,32777,10338304,16401
gemm-dse:gemm-0-3-3-0-0-1-1,1,4,4,1,1,2,2,4.0,2.92,901141,901141,98,128,12241,6680,32776,851968,16391
gemm-dse:gemm-3-1-3-2-3-4-4,4,2,4,3,6,8,8,4.0,2.92,365353,365353,114,1548,114278,48159,32777,316170,16401
gemm-dse:gemm-3-2-0-2-1-3-1,4,3,1,3,2,6,2,4.0,2.92,344131,344131,134,518,47711,44198,32777,294947,16401
gemm-dse:gemm-1-1-1-1-3-1-1,2,2,2,2,6,2,2,4.0,2.92,213012,213012,98,1536,107619,35565,32776,163840,16391
gemm-dse:gemm-2-1-0-0-2-4-2,3,2,1,1,4,8,4,4.0,2.92,573525,573525,115,1024,82901,41358,32777,524351,16391
gemm-dse:gemm-3-0-1-2-1-0-1,4,1,2,3,2,1,2,4.0,2.92,1490974,1490974,108,66,9915,6515,32777,1441792,16400
gemm-dse:gemm-1-2-0-1-4-2-0,2,3,1,2,8,4,1,4.0,2.92,12996629,12996629,116,194,35457,30486,32777,12947456,16391
gemm-dse:gemm-3-2-3-0-1-1-1,4,3,4,1,2,2,2,4.0,2.92,475175,475175,130,514,44356,41949,32777,426001,16391
gemm-dse:gemm-1-2-0-0-2-0-2,2,3,1,1,4,1,4,4.0,2.92,2039839,2039839,115,130,18993,13470,32777,1990666,16391
gemm-dse:gemm-3-1-2-3-4-0-0,4,2,3,4,8,1,1,4.0,2.92,6873119,6873119,114,32,10036,10107,32777,6823936,16401
gemm-dse:gemm-3-1-3-0-0-1-3,4,2,4,1,1,2,6,4.0,2.92,638997,638997,98,224,19084,8642,32776,589824,16391
gemm-dse:gemm-0-0-1-3-3-2-2,1,1,2,4,6,4,4,4.0,2.92,334611,334611,92,1088,78988,27691,32776,285440,16390
gemm-dse:gemm-3-3-2-3-2-2-1,4,4,3,4,4,4,2,4.0,2.92,180265,180265,114,1024,77241,28190,32777,131081,16401
gemm-dse:gemm-0-0-3-0-3-4-0,1,1,4,1,6,8,1,4.0,2.92,7903252,7903252,92,8,4976,8287,32776,7854080,16391
gemm-dse:gemm-1-0-1-0-4-1-4,2,1,2,1,8,2,8,4.0,2.92,311380,311380,92,2008,142215,53002,32776,262207,16391
gemm-dse:gemm-2-1-1-2-0-1-1,3,2,2,3,1,2,2,4.0,2.92,835639,835639,128,258,30755,28084,32778,786455,16400
gemm-dse:gemm-1-0-3-3-0-3-3,2,1,4,4,1,6,6,4.0,2.92,1097754,1097754,94,112,11214,7494,32776,1048582,16390
gemm-dse:gemm-0-0-2-1-1-1-1,1,1,3,2,2,2,2,4.0,2.92,1097769,1097769,102,128,15549,17328,32777,1048585,16401
gemm-dse:gemm-3-3-1-3-0-4-4,4,4,2,4,1,8,8,4.0,2.92,180251,180251,98,256,21360,9298,32776,131079,16390
gemm-dse:gemm-2-1-3-1-3-4-2,3,2,4,2,6,8,4,4.0,2.92,239892,239892,118,1532,111813,42297,32777,190720,16390
gemm-dse:gemm-2-0-1-2-1-3-2,3,1,2,3,2,6,4,4.0,2.92,442436,442436,116,514,44729,32032,32778,393252,16400
gemm-dse:gemm-3-0-1-0-2-4-4,4,1,2,1,4,8,8,4.0,2.92,311348,311348,96,960,70112,28712,32776,262175,16391
gemm-dse:gemm-0-3-3-0-1-4-4,1,4,4,1,2,8,8,4.0,2.92,475157,475157,98,420,33746,17629,32776,425984,16391
gemm-dse:gemm-1-0-0-3-3-0-1,2,1,1,4,6,1,2,4.0,2.92,2455572,2455572,94,96,10169,6248,32776,2406400,16391
gemm-dse:gemm-2-2-3-1-0-3-2,3,3,4,2,1,6,4,4.0,2.92,442408,442408,106,258,24539,20206,32778,393234,16390
gemm-dse:gemm-3-2-0-1-4-1-3,4,3,1,2,8,2,6,4.0,2.92,311445,311445,128,2050,156995,74915,32777,262271,16391
gemm-dse:gemm-3-3-1-2-4-0-1,4,4,2,3,8,1,2,4.0,2.92,1200158,1200158,108,258,29099,15099,32777,1150976,16400
gemm-dse:gemm-1-2-0-2-1-0-4,2,3,1,3,2,1,8,4.0,2.92,2129961,2129961,122,70,12899,9216,32777,2080778,16401
gemm-dse:gemm-1-3-3-3-1-4-3,2,4,4,4,2,8,6,4.0,2.92,180251,180251,98,436,34396,15292,32776,131079,16390
gemm-dse:gemm-3-3-0-2-0-0-1,4,4,1,3,1,1,2,4.0,2.92,835626,835626,102,36,6473,4982,32777,786442,16401
gemm-dse:gemm-0-0-1-3-3-1-3,1,1,2,4,6,2,6,4.0,2.92,334611,334611,92,1088,78988,27691,32776,285440,16390
gemm-dse:gemm-3-0-1-1-4-3-0,4,1,2,2,8,6,1,4.0,2.92,11685908,11685908,98,192,18719,17994,32776,11636736,16391
gemm-dse:gemm-2-2-3-1-1-3-0,3,3,4,2,2,6,1,4.0,2.92,32096277,32096277,106,122,22625,17538,32778,32047104,16390
gemm-dse:gemm-0-1-3-2-2-3-3,1,2,4,3,4,6,6,4.0,2.92,311342,311342,110,734,57951,29703,32777,262158,16401
gemm-dse:gemm-2-3-2-1-4-0-2,3,4,3,2,8,1,4,4.0,2.92,1736745,1736745,140,256,30506,25753,32777,1687562,16401
gemm-dse:gemm-2-3-2-2-0-3-4,3,4,3,3,1,6,8,4.0,2.92,344115,344115,134,258,26624,27071,32778,294930,16401
gemm-dse:gemm-0-0-1-3-0-3-3,1,1,2,4,1,6,6,4.0,2.92,2146330,2146330,92,32,5962,12908,32776,2097158,16390
gemm-dse:gemm-2-0-2-2-4-0-4,3,1,3,3,8,1,8,4.0,2.92,1572906,1572906,110,258,33174,22396,32778,1523722,16401
gemm-dse:gemm-2-0-3-1-0-3-0,3,1,4,2,1,6,1,4.0,2.92,16007188,16007188,106,24,8072,6432,32777,15958016,16390
gemm-dse:gemm-3-1-0-3-1-4-2,4,2,1,4,2,8,4,4.0,2.92,180260,180260,98,512,39136,17793,32776,131087,16391
gemm-dse:gemm-3-1-0-3-0-3-0,4,2,1,4,1,6,1,4.0,2.92,11714580,11714580,98,24,4572,5142,32776,11665408,16391
gemm-dse:gemm-1-3-1-2-2-1-3,2,4,2,3,4,2,6,4.0,2.92,147496,147496,108,1026,77044,31950,32777,98313,16400
gemm-dse:gemm-2-2-2-0-0-0-1,3,3,3,1,1,1,2,4.0,2.92,2146355,2146355,110,34,9837,9276,32778,2097170,16401
gemm-dse:gemm-1-2-2-2-2-3-3,2,3,3,3,4,6,6,4.0,2.92,344120,344120,122,1030,84335,60701,32778,294935,16401
gemm-dse:gemm-1-0-0-3-0-4-2,2,1,1,4,1,8,4,4.0,2.92,1097759,1097759,94,140,13403,13454,32776,1048586,16391
gemm-dse:gemm-3-1-0-2-3-3-2,4,2,1,3,6,6,4,4.0,2.92,421929,421929,102,1550,115153,43204,32777,372746,16401
gemm-dse:gemm-0-1-0-3-3-0-0,1,2,1,4,6,1,1,4.0,2.92,6747156,6747156,94,24,5513,5363,32776,6697984,16391
gemm-dse:gemm-1-0-3-1-4-2-4,2,1,4,2,8,4,8,4.0,2.92,225307,225307,94,2016,144926,53133,32776,176135,16390
gemm-dse:gemm-2-3-3-1-1-1-2,3,4,4,2,2,2,4,4.0,2.92,213034,213034,130,512,45465,31231,32777,163861,16390
gemm-dse:gemm-2-0-2-1-2-0-3,3,1,3,2,4,1,6,4.0,2.92,1785897,1785897,116,128,16821,13230,32777,1736714,16401
gemm-dse:gemm-0-0-0-2-0-3-2,1,1,1,3,1,6,4,4.0,2.92,2146342,2146342,96,40,7674,13972,32777,2097158,16401
gemm-dse:gemm-2-1-0-1-3-0-2,3,2,1,2,6,1,4,4.0,2.92,2025493,2025493,116,216,24546,21443,32777,1976320,16391
gemm-dse:gemm-0-3-3-2-4-3-4,1,4,4,3,8,6,8,4.0,2.92,122928,122928,114,2050,150385,57402,32777,73744,16401
gemm-dse:gemm-2-1-2-3-4-2-4,3,2,3,4,8,4,8,4.0,2.92,245815,245815,134,2048,156281,67918,32777,196631,16401
gemm-dse:gemm-2-1-0-3-3-1-2,3,2,1,4,6,2,4,4.0,2.92,193045,193045,118,1536,110742,40926,32777,143872,16391
gemm-dse:gemm-0-1-1-1-4-4-4,1,2,2,2,8,8,8,4.0,2.92,225318,225318,94,2016,145179,50083,32776,176145,16391
gemm-dse:gemm-1-3-2-3-2-3-4,2,4,3,4,4,6,8,4.0,2.92,180265,180265,114,1024,77973,29039,32777,131081,16401
gemm-dse:gemm-3-2-3-0-0-1-1,4,3,4,1,1,2,2,4.0,2.92,573473,573473,130,258,23980,14999,32777,524299,16391
gemm-dse:gemm-3-0-2-2-3-1-1,4,1,3,3,6,2,2,4.0,2.92,326186,326186,102,1574,115586,43652,32778,277002,16401
gemm-dse:gemm-2-1-2-2-4-2-3,3,2,3,3,8,4,6,4.0,2.92,344159,344159,122,2050,165486,78692,32778,294974,16401
gemm-dse:gemm-3-1-0-1-0-2-4,4,2,1,2,1,4,8,4.0,2.92,311332,311332,96,248,20633,8590,32776,262159,16391
gemm-dse:gemm-2-1-3-1-3-3-0,3,2,4,2,6,6,1,4.0,2.92,16205844,16205844,118,168,39990,30929,32777,16156672,16390
gemm-dse:gemm-1-2-0-3-3-4-4,2,3,1,4,6,8,8,4.0,2.92,199967,199967,118,1548,115245,48272,32777,150794,16391
gemm-dse:gemm-3-1-1-2-4-2-3,4,2,2,3,8,4,6,4.0,2.92,172072,172072,108,2050,148583,56964,32777,122889,16400
gemm-dse:gemm-0-2-0-1-0-0-3,1,3,1,2,1,1,6,4.0,2.92,2146347,2146347,104,34,7886,9548,32777,2097170,16391
gemm-dse:gemm-0-2-3-0-3-1-1,1,3,4,1,6,2,2,4.0,2.92,364831,364831,106,1550,115923,50848,32777,315658,16391
gemm-dse:gemm-0-1-1-1-3-1-2,1,2,2,2,6,2,4,4.0,2.92,225044,225044,94,1152,84479,30357,32776,175872,16391
gemm-dse:gemm-2-0-0-1-0-3-1,3,1,1,2,1,6,2,4.0,2.92,835643,835643,104,256,24841,23901,32777,786469,16391
gemm-dse:gemm-2-1-3-0-4-4-2,3,2,4,1,8,8,4,4.0,2.92,262189,262189,118,2048,153290,64500,32777,213015,16391
gemm-dse:gemm-3-3-1-1-1-2-4,4,4,2,2,2,4,8,4.0,2.92,180258,180258,98,512,38624,15689,32776,131085,16391
gemm-dse:gemm-1-2-1-2-0-0-2,2,3,2,3,1,1,4,4.0,2.92,1097779,1097779,128,52,11623,12500,32777,1048593,16400
gemm-dse:gemm-0-1-2-3-2-2-2,1,2,3,4,4,4,4,4.0,2.92,311352,311352,110,1024,78982,33384,32777,262168,16401
gemm-dse:gemm-0-0-2-3-0-2-1,1,1,3,4,1,4,2,4.0,2.92,2146342,2146342,108,32,7546,13721,32777,2097158,16401
gemm-dse:gemm-2-1-3-1-2-0-3,3,2,4,2,4,1,6,4.0,2.92,1785886,1785886,118,128,15502,15799,32777,1736714,16390
gemm-dse:gemm-0-2-0-1-2-3-0,1,3,1,2,4,6,1,4.0,2.92,31744021,31744021,104,242,42937,26044,32777,31694848,16391
gemm-dse:gemm-0-1-0-3-2-3-4,1,2,1,4,4,6,8,4.0,2.92,311331,311331,94,992,73032,30217,32776,262158,16391
gemm-dse:gemm-0-0-3-2-1-4-4,1,1,4,3,2,8,8,4.0,2.92,1097770,1097770,108,384,33382,25418,32777,1048586,16401
gemm-dse:gemm-2-1-1-1-2-1-2,3,2,2,2,4,2,4,4.0,2.92,180273,180273,118,1024,80817,41667,32777,131099,16391
gemm-dse:gemm-1-1-1-2-4-0-0,2,2,2,3,8,1,1,4.0,2.92,6737950,6737950,108,34,10479,10913,32777,6688768,16400
gemm-dse:gemm-3-1-3-0-4-4-2,4,2,4,1,8,8,4,4.0,2.92,180276,180276,98,2048,143298,50838,32776,131103,16391
gemm-dse:gemm-2-2-1-1-0-0-4,3,3,2,2,1,1,8,4.0,2.92,1097773,1097773,106,34,12948,17024,32778,1048595,16391
gemm-dse:gemm-3-1-1-1-1-1-4,4,2,2,2,2,2,8,4.0,2.92,180260,180260,98,512,38549,16654,32776,131087,16391
gemm-dse:gemm-2-0-2-0-4-2-2,3,1,3,1,8,4,4,4.0,2.92,933995,933995,110,2048,161928,67954,32777,884811,16401
gemm-dse:gemm-2-1-3-3-1-3-4,3,2,4,4,2,6,8,4.0,2.92,426028,426028,118,512,47249,31618,32777,376855,16390
gemm-dse:gemm-3-2-1-0-1-0-4,4,3,2,1,2,1,8,4.0,2.92,1605663,1605663,128,66,11981,11025,32777,1556490,16391
gemm-dse:gemm-0-0-0-0-0-0-0,1,1,1,1,1,1,1,4.0,2.92,6340633,6340633,89,4,2307,2642,32776,6291460,16391
gemm-dse:gemm-2-2-0-3-2-0-2,3,3,1,4,4,1,4,4.0,2.92,1818656,1818656,106,130,26007,17486,32778,1769482,16391
gemm-dse:gemm-2-2-1-3-2-2-4,3,3,2,4,4,4,8,4.0,2.92,573494,573494,106,1026,81876,47609,32778,524320,16390
gemm-dse:gemm-3-3-0-2-1-3-0,4,4,1,3,2,6,1,4.0,2.92,27820063,27820063,102,98,16654,17489,32777,27770880,16401
gemm-dse:gemm-1-0-2-2-4-2-1,2,1,3,3,8,4,2,4.0,2.92,344118,344118,98,2050,155132,68854,32778,294933,16401
gemm-dse:gemm-1-2-3-3-2-3-2,2,3,4,4,4,6,4,4.0,2.92,147501,147501,118,1026,80413,53658,32777,98328,16390
gemm-dse:gemm-3-0-1-1-0-3-4,4,1,2,2,1,6,8,4.0,2.92,573468,573468,98,172,15543,7913,32776,524295,16391
gemm-dse:gemm-1-2-3-1-1-3-2,2,3,4,2,2,6,4,4.0,2.92,245806,245806,118,514,46135,42514,32777,196633,16390
gemm-dse:gemm-0-1-1-3-4-0-2,1,2,2,4,8,1,4,4.0,2.92,2379795,2379795,94,256,21946,10631,32776,2330624,16390
gemm-dse:gemm-3-0-3-2-1-2-0,4,1,4,3,2,4,1,4.0,2.92,10387487,10387487,114,34,7419,8645,32777,10338304,16401
gemm-dse:gemm-1-3-0-1-2-2-1,2,4,1,2,4,4,2,4.0,2.92,311345,311345,96,1024,73375,28443,32776,262172,16391
gemm-dse:gemm-1-3-2-2-0-0-0,2,4,3,3,1,1,1,4.0,2.92,6340652,6340652,102,8,5904,6210,32778,6291467,16401
gemm-dse:gemm-2-1-2-2-1-2-2,3,2,3,3,2,4,4,4.0,2.92,409656,409656,122,514,47687,34258,32778,360471,16401
gemm-dse:gemm-1-3-2-1-0-0-4,2,4,3,2,1,1,8,4.0,2.92,1097771,1097771,108,32,7199,5993,32777,1048587,16401
gemm-dse:gemm-1-0-1-2-4-1-1,2,1,2,3,8,2,2,4.0,2.92,180291,180291,104,2018,148460,58394,32777,131108,16400
gemm-dse:gemm-3-3-3-3-0-3-2,4,4,4,4,1,6,4,4.0,2.92,180251,180251,98,256,21412,10063,32776,131079,16390
gemm-dse:gemm-0-2-2-2-2-2-2,1,3,3,3,4,4,4,4.0,2.92,344132,344132,110,1030,87169,63340,32778,294947,16401
gemm-dse:gemm-0-1-2-3-3-0-2,1,2,3,4,6,1,4,4.0,2.92,2957855,2957855,110,216,21993,11519,32777,2908672,16401
gemm-dse:gemm-0-0-2-2-0-0-3,1,1,3,3,1,1,6,4.0,2.92,2146348,2146348,96,26,5843,5555,32778,2097163,16401
gemm-dse:gemm-3-1-1-1-4-4-2,4,2,2,2,8,8,4,4.0,2.92,188437,188437,98,2048,142886,48984,32776,139264,16391
gemm-dse:gemm-0-2-2-2-2-3-3,1,3,3,3,4,6,6,4.0,2.92,344132,344132,110,1030,87169,63340,32778,294947,16401
gemm-dse:gemm-2-1-2-3-3-2-2,3,2,3,4,6,4,4,4.0,2.92,127007,127007,134,1280,97777,38289,32777,77824,16401
gemm-dse:gemm-0-0-3-0-1-3-4,1,1,4,1,2,6,8,4.0,2.92,1212437,1212437,92,176,16602,16216,32776,1163264,16391
gemm-dse:gemm-0-0-0-3-3-0-1,1,1,1,4,6,1,2,4.0,2.92,2455572,2455572,92,32,5776,5188,32776,2406400,16391
gemm-dse:gemm-2-3-0-3-4-2-3,3,4,1,4,8,4,6,4.0,2.92,180275,180275,130,2048,153099,64395,32777,131101,16391
gemm-dse:gemm-3-1-3-2-4-3-1,4,2,4,3,8,6,2,4.0,2.92,98345,98345,114,2050,148701,55761,32777,49161,16401
gemm-dse:gemm-2-1-2-0-0-1-3,3,2,3,1,1,2,6,4.0,2.92,573495,573495,122,256,26972,24666,32777,524311,16401
gemm-dse:gemm-3-2-0-1-0-2-0,4,3,1,2,1,4,1,4.0,2.92,13025301,13025301,128,26,6555,6292,32777,12976128,16391
gemm-dse:gemm-1-0-1-1-0-3-0,2,1,2,2,1,6,1,4.0,2.92,11714580,11714580,94,24,4115,4764,32776,11665408,16391
gemm-dse:gemm-2-0-2-3-3-1-0,3,1,3,4,6,2,1,4.0,2.92,11135007,11135007,122,72,17611,12489,32777,11085824,16401
gemm-dse:gemm-1-1-0-2-4-1-1,2,2,1,3,8,2,2,4.0,2.92,245801,245801,102,2050,150567,56820,32777,196617,16401
gemm-dse:gemm-2-3-2-2-4-2-2,3,4,3,3,8,4,4,4.0,2.92,344134,344134,134,2050,162119,78798,32778,294949,16401
gemm-dse:gemm-0-0-1-1-1-0-2,1,1,2,2,2,1,4,4.0,2.92,2670612,2670612,92,32,4614,3852,32776,2621440,16391
gemm-dse:gemm-1-0-1-2-4-0-1,2,1,2,3,8,1,2,4.0,2.92,1695774,1695774,104,66,11940,9373,32777,1646592,16400
gemm-dse:gemm-3-1-0-0-3-3-0,4,2,1,1,6,6,1,4.0,2.92,12054036,12054036,95,144,15670,17770,32776,12004864,16391
gemm-dse:gemm-3-1-1-1-4-1-1,4,2,2,2,8,2,2,4.0,2.92,188437,188437,98,2048,142886,48984,32776,139264,16391
gemm-dse:gemm-3-1-1-0-2-1-4,4,2,2,1,4,2,8,4.0,2.92,311348,311348,96,1024,73700,29071,32776,262175,16391
gemm-dse:gemm-3-2-1-0-2-4-4,4,3,2,1,4,8,8,4.0,2.92,311349,311349,128,1026,83162,50268,32777,262175,16391
gemm-dse:gemm-1-3-0-3-0-1-1,2,4,1,4,1,2,2,4.0,2.92,311323,311323,98,192,16648,9231,32776,262150,16391
gemm-dse:gemm-3-0-2-0-1-1-4,4,1,3,1,2,2,8,4.0,2.92,573472,573472,102,472,39392,20546,32777,524288,16401
gemm-dse:gemm-2-0-3-3-2-4-1,3,1,4,4,4,8,2,4.0,2.92,311353,311353,106,1024,79150,41749,32777,262180,16390
gemm-dse:gemm-0-1-1-1-2-2-2,1,2,2,2,4,4,4,4.0,2.92,376853,376853,94,860,63987,26485,32776,327680,16391
gemm-dse:gemm-3-3-0-1-4-0-0,4,4,1,2,8,1,1,4.0,2.92,6541332,6541332,96,32,6271,7576,32776,6492160,16391
gemm-dse:gemm-1-2-0-2-0-2-4,2,3,1,3,1,4,8,4.0,2.92,573509,573509,122,262,29701,38169,32777,524325,16401
gemm-dse:gemm-2-3-1-2-3-2-4,3,4,2,3,6,4,8,4.0,2.92,377385,377385,140,1572,116251,48089,32778,328202,16400
gemm-dse:gemm-2-2-0-2-2-3-0,3,3,1,3,4,6,1,4.0,2.92,32079904,32079904,110,246,47750,31074,32778,32030720,16401
gemm-dse:gemm-0-2-0-0-1-4-0,1,3,1,1,2,8,1,4.0,2.92,10453013,10453013,103,98,16721,10841,32777,10403840,16391
gemm-dse:gemm-2-2-2-0-3-2-2,3,3,3,1,6,4,4,4.0,2.92,256544,256544,110,1574,140622,50301,32778,207360,16401
gemm-dse:gemm-2-1-2-0-2-0-4,3,2,3,1,4,1,8,4.0,2.92,1785897,1785897,122,128,16196,15985,32777,1736714,16401
gemm-dse:gemm-2-0-3-3-1-2-2,3,1,4,4,2,4,4,4.0,2.92,622648,622648,106,512,46368,31628,32777,573475,16390
gemm-dse:gemm-1-2-1-0-3-2-3,2,3,2,1,6,4,6,4.0,2.92,343071,343071,116,1548,113148,48243,32777,293898,16391
gemm-dse:gemm-0-0-2-2-0-3-2,1,1,3,3,1,6,4,4.0,2.92,2146343,2146343,96,40,8789,15569,32778,2097158,16401
gemm-dse:gemm-1-3-0-0-1-4-0,2,4,1,1,2,8,1,4.0,2.92,7667732,7667732,95,64,7614,6559,32776,7618560,16391
gemm-dse:gemm-1-2-2-1-3-4-1,2,3,3,2,6,8,2,4.0,2.92,200490,200490,128,1572,118419,49536,32778,151306,16401
gemm-dse:gemm-2-1-2-2-1-3-4,3,2,3,3,2,6,8,4.0,2.92,409656,409656,122,514,47687,34258,32778,360471,16401
gemm-dse:gemm-0-3-3-2-0-0-4,1,4,4,3,1,1,8,4.0,2.92,2146342,2146342,114,36,6291,4975,32777,2097158,16401
gemm-dse:gemm-2-2-3-3-0-1-2,3,3,4,4,1,2,4,4.0,2.92,344101,344101,106,258,25538,20855,32778,294927,16390
gemm-dse:gemm-1-0-2-3-1-3-1,2,1,3,4,2,6,2,4.0,2.92,573482,573482,110,212,21466,17440,32777,524298,16401
gemm-dse:gemm-0-1-0-2-2-3-2,1,2,1,3,4,6,4,4.0,2.92,311348,311348,98,726,57919,30566,32777,262164,16401
gemm-dse:gemm-1-3-3-2-0-4-2,2,4,4,3,1,8,4,4.0,2.92,344105,344105,114,130,15703,13519,32777,294921,16401
gemm-dse:gemm-2-0-3-1-1-0-1,3,1,4,2,2,1,2,4.0,2.92,1884190,1884190,106,64,9352,8295,32777,1835018,16390
gemm-dse:gemm-3-1-2-2-2-1-2,4,2,3,3,4,2,4,4.0,2.92,344107,344107,102,1026,79607,37549,32778,294922,16401
gemm-dse:gemm-1-0-3-1-2-0-2,2,1,4,2,4,1,4,4.0,2.92,1605651,1605651,94,64,7723,5424,32776,1556480,16390
gemm-dse:gemm-1-1-0-3-3-4-1,2,2,1,4,6,8,2,4.0,2.92,188692,188692,98,1536,108263,35511,32776,139520,16391
gemm-dse:gemm-1-1-2-3-1-1-4,2,2,3,4,2,2,8,4.0,2.92,311340,311340,114,132,15752,11930,32777,262156,16401
gemm-dse:gemm-1-0-3-0-3-4-2,2,1,4,1,6,8,4,4.0,2.92,348180,348180,94,1532,110112,36984,32776,299008,16391
gemm-dse:gemm-2-1-2-1-4-0-4,3,2,3,2,8,1,8,4.0,2.92,1736745,1736745,128,256,29186,30040,32777,1687562,16401
gemm-dse:gemm-3-1-2-0-2-2-2,4,2,3,1,4,4,4,4.0,2.92,573482,573482,102,1024,79055,31602,32777,524298,16401
gemm-dse:gemm-3-2-1-2-4-1-0,4,3,2,3,8,2,1,4.0,2.92,13062174,13062174,140,102,23415,17348,32777,13012992,16400
gemm-dse:gemm-2-3-1-2-2-1-2,3,4,2,3,4,2,4,4.0,2.92,196658,196658,140,1026,84371,45235,32778,147474,16400
gemm-dse:gemm-0-1-3-2-1-0-2,1,2,4,3,2,1,4,4.0,2.92,2539551,2539551,110,66,9102,6359,32777,2490368,16401
gemm-dse:gemm-0-0-3-3-1-2-3,1,1,4,4,2,4,6,4.0,2.92,1097754,1097754,92,132,13893,16453,32776,1048582,16390
