status,partition1,partition2,bench,bram_used,dsp_used,lut_used,lutmem_used,reg_used,uram_used,runtime_avg,runtime_std
ok,,,gemm-part-16:gemm-9,49,3,1767,130,2531,0,11.004010000000001,0.009908728475440227
ok,,,misaligned-partition:gemm-0,46,3,1479,127,2527,0,10.92971,0.00957334319869525
ok,,,misaligned-partition:gemm-2,49,3,1496,128,2527,0,10.938699999999999,0.00902407890036405
ok,,,misaligned-partition:gemm-6,49,3,1567,129,2528,0,10.99583,0.013196670034520387
