status,resource2,est_avg_lat,est_lut,unroll,resource1,est_ff,est_bram,est_dsp,est_min_lat,bench,bank1,bank2,est_max_lat
ok,RAM_T2P_BRAM,8943,12472,18,RAM_1P_BRAM,27341,26,216,8943,test:dot-product-5-4-12-0-1,6,5,8943
ok,RAM_T2P_BRAM,10681,3083,5,RAM_T2P_BRAM,3397,20,20,10681,test:dot-product-1-0-4-1-1,2,1,10681
ok,RAM_T2P_BRAM,9592,6292,30,RAM_1P_BRAM,11947,26,180,9592,test:dot-product-2-4-16-0-1,3,5,9592
ok,RAM_T2P_BRAM,10866,10578,25,RAM_1P_BRAM,23195,24,200,10866,test:dot-product-2-3-15-0-1,3,4,10866
ok,RAM_T2P_BRAM,15903,6027,8,RAM_T2P_BRAM,8228,24,40,15903,test:dot-product-5-3-6-1-1,6,4,15903
ok,RAM_1P_BRAM,9592,6201,30,RAM_1P_BRAM,11346,28,142,9592,test:dot-product-5-2-16-0-0,6,3,9592
ok,RAM_1P_BRAM,10306,8266,6,RAM_1P_BRAM,13594,24,48,10306,test:dot-product-4-4-5-0-0,5,5,10306
ok,RAM_T2P_BRAM,9252,3974,12,RAM_1P_BRAM,6277,24,60,9252,test:dot-product-5-1-9-0-1,6,2,9252
ok,RAM_T2P_BRAM,9252,5443,24,RAM_1P_BRAM,10253,24,120,9252,test:dot-product-5-1-14-0-1,6,2,9252
ok,RAM_T2P_BRAM,38936,3589,2,RAM_T2P_BRAM,3691,24,10,38936,test:dot-product-3-5-1-1-1,4,6,38936
ok,RAM_1P_BRAM,10308,19067,36,RAM_1P_BRAM,38163,22,288,10308,test:dot-product-1-4-17-0-0,2,5,10308
ok,RAM_T2P_BRAM,12358,6355,9,RAM_1P_BRAM,10671,24,72,12358,test:dot-product-0-5-7-0-1,1,6,12358
ok,RAM_T2P_BRAM,23579,4191,4,RAM_T2P_BRAM,4987,24,20,23579,test:dot-product-5-1-3-1-1,6,2,23579
ok,RAM_T2P_BRAM,12048,4001,16,RAM_1P_BRAM,6910,20,64,12048,test:dot-product-1-3-11-0-1,2,4,12048
ok,RAM_T2P_BRAM,9283,14470,20,RAM_T2P_BRAM,28699,24,160,9283,test:dot-product-3-2-13-1-1,4,3,9283
ok,RAM_1P_BRAM,9593,6444,36,RAM_T2P_BRAM,10507,28,136,9593,test:dot-product-5-2-17-1-0,6,3,9593
ok,RAM_1P_BRAM,8910,6870,36,RAM_T2P_BRAM,14289,28,180,8910,test:dot-product-5-5-17-1-0,6,6,8910
ok,RAM_T2P_BRAM,21326,3287,5,RAM_1P_BRAM,3670,22,25,21326,test:dot-product-3-4-4-0-1,4,5,21326
ok,RAM_1P_BRAM,15903,8725,8,RAM_T2P_BRAM,12064,28,40,15903,test:dot-product-5-2-6-1-0,6,3,15903
ok,RAM_T2P_BRAM,8910,4889,18,RAM_T2P_BRAM,8288,28,90,8910,test:dot-product-5-2-12-1-1,6,3,8910
ok,RAM_1P_BRAM,10989,5181,3,RAM_1P_BRAM,8007,24,24,10989,test:dot-product-1-5-2-0-0,2,6,10989
ok,RAM_T2P_BRAM,9592,3198,6,RAM_1P_BRAM,4095,24,30,9592,test:dot-product-5-1-5-0-1,6,2,9592
ok,RAM_1P_BRAM,12311,4049,16,RAM_1P_BRAM,6943,20,64,12311,test:dot-product-3-0-11-0-0,4,1,12311
ok,RAM_1P_BRAM,12319,5102,36,RAM_1P_BRAM,3902,20,20,12319,test:dot-product-0-0-17-0-0,1,1,12319
ok,RAM_T2P_BRAM,12326,9777,16,RAM_1P_BRAM,14836,22,80,12326,test:dot-product-4-1-11-0-1,5,2,12326
ok,RAM_1P_BRAM,10499,3830,9,RAM_T2P_BRAM,4995,20,36,10499,test:dot-product-1-1-7-1-0,2,2,10499
ok,RAM_1P_BRAM,10309,23378,24,RAM_1P_BRAM,38615,22,192,10309,test:dot-product-4-1-14-0-0,5,2,10309
ok,RAM_T2P_BRAM,8910,5591,24,RAM_T2P_BRAM,10437,28,120,8910,test:dot-product-2-5-14-1-1,3,6,8910
ok,RAM_T2P_BRAM,15903,6593,8,RAM_1P_BRAM,8701,24,40,15903,test:dot-product-4-4-6-0-1,5,5,15903
ok,RAM_T2P_BRAM,12319,3388,10,RAM_1P_BRAM,4919,20,40,12319,test:dot-product-0-1-8-0-1,1,2,12319
ok,RAM_1P_BRAM,69644,2674,1,RAM_T2P_BRAM,2247,24,4,69644,test:dot-product-5-0-0-1-0,6,1,69644
ok,RAM_1P_BRAM,12319,6461,36,RAM_1P_BRAM,12127,20,132,12319,test:dot-product-0-1-17-0-0,1,2,12319
ok,RAM_1P_BRAM,12319,2813,5,RAM_T2P_BRAM,3357,20,20,12319,test:dot-product-0-0-4-1-0,1,1,12319
ok,RAM_1P_BRAM,10306,7792,6,RAM_T2P_BRAM,12775,22,48,10306,test:dot-product-4-1-5-1-0,5,2,10306
ok,RAM_1P_BRAM,10413,5582,15,RAM_1P_BRAM,12158,22,120,10413,test:dot-product-4-1-10-0-0,5,2,10413
ok,RAM_T2P_BRAM,10681,2826,5,RAM_T2P_BRAM,3369,20,20,10681,test:dot-product-0-0-4-1-1,1,1,10681
ok,RAM_T2P_BRAM,10309,23418,24,RAM_1P_BRAM,38438,22,192,10309,test:dot-product-4-1-14-0-1,5,2,10309
ok,RAM_1P_BRAM,38937,3362,2,RAM_T2P_BRAM,3475,22,10,38937,test:dot-product-1-4-1-1-0,2,5,38937
ok,RAM_T2P_BRAM,23583,5822,4,RAM_T2P_BRAM,7111,26,24,23583,test:dot-product-4-5-3-1-1,5,6,23583
ok,RAM_1P_BRAM,12322,3133,6,RAM_1P_BRAM,3889,24,30,12322,test:dot-product-0-5-5-0-0,1,6,12322
ok,RAM_1P_BRAM,12326,10600,16,RAM_1P_BRAM,14769,24,80,12326,test:dot-product-4-4-11-0-0,5,5,12326
ok,RAM_T2P_BRAM,10276,3981,6,RAM_1P_BRAM,6392,24,48,10276,test:dot-product-3-2-5-0-1,4,3,10276
ok,RAM_1P_BRAM,69644,2328,1,RAM_T2P_BRAM,1921,20,4,69644,test:dot-product-3-0-0-1-0,4,1,69644
ok,RAM_1P_BRAM,9247,5111,24,RAM_1P_BRAM,9848,20,96,9247,test:dot-product-3-3-14-0-0,4,4,9247
ok,RAM_T2P_BRAM,10274,3127,6,RAM_T2P_BRAM,4010,24,30,10274,test:dot-product-2-0-5-1-1,3,1,10274
ok,RAM_1P_BRAM,12326,9407,16,RAM_T2P_BRAM,14803,24,80,12326,test:dot-product-1-2-11-1-0,2,3,12326
ok,RAM_1P_BRAM,15903,6042,8,RAM_1P_BRAM,8239,24,40,15903,test:dot-product-5-3-6-0-0,6,4,15903
ok,RAM_1P_BRAM,12326,9821,16,RAM_1P_BRAM,14885,22,80,12326,test:dot-product-4-3-11-0-0,5,4,12326
ok,RAM_1P_BRAM,10275,6791,36,RAM_1P_BRAM,13218,24,180,10275,test:dot-product-2-1-17-0-0,3,2,10275
ok,RAM_T2P_BRAM,9592,3159,6,RAM_T2P_BRAM,4082,24,30,9592,test:dot-product-2-1-5-1-1,3,2,9592
ok,RAM_1P_BRAM,10272,4431,18,RAM_T2P_BRAM,7816,20,72,10272,test:dot-product-1-1-12-1-0,2,2,10272
ok,RAM_T2P_BRAM,10307,8963,10,RAM_1P_BRAM,15939,28,80,10307,test:dot-product-2-2-8-0-1,3,3,10307
ok,RAM_1P_BRAM,10274,5323,24,RAM_1P_BRAM,9763,24,120,10274,test:dot-product-2-1-14-0-0,3,2,10274
ok,RAM_T2P_BRAM,10309,11363,18,RAM_1P_BRAM,20578,22,144,10309,test:dot-product-1-4-12-0-1,2,5,10309
ok,RAM_T2P_BRAM,38937,3528,2,RAM_T2P_BRAM,3611,24,10,38937,test:dot-product-5-3-1-1-1,6,4,38937
ok,RAM_T2P_BRAM,9048,5085,10,RAM_T2P_BRAM,9353,22,80,9048,test:dot-product-4-3-8-1-1,5,4,9048
ok,RAM_1P_BRAM,9593,3921,12,RAM_T2P_BRAM,6097,28,60,9593,test:dot-product-2-2-9-1-0,3,3,9593
ok,RAM_T2P_BRAM,15903,6154,8,RAM_T2P_BRAM,8105,22,40,15903,test:dot-product-0-4-6-1-1,1,5,15903
ok,RAM_T2P_BRAM,30060,2959,3,RAM_T2P_BRAM,3028,24,15,30060,test:dot-product-2-3-2-1-1,3,4,30060
ok,RAM_1P_BRAM,69644,3057,1,RAM_T2P_BRAM,2576,26,4,69644,test:dot-product-4-5-0-1-0,5,6,69644
ok,RAM_T2P_BRAM,15531,6768,9,RAM_T2P_BRAM,11194,24,72,15531,test:dot-product-5-3-7-1-1,6,4,15531
ok,RAM_1P_BRAM,9592,6201,30,RAM_T2P_BRAM,11346,28,142,9592,test:dot-product-5-2-16-1-0,6,3,9592
ok,RAM_T2P_BRAM,69644,2268,1,RAM_T2P_BRAM,1932,20,4,69644,test:dot-product-0-0-0-1-1,1,1,69644
ok,RAM_T2P_BRAM,23583,5822,4,RAM_1P_BRAM,7111,26,24,23583,test:dot-product-4-5-3-0-1,5,6,23583
ok,RAM_1P_BRAM,12319,6497,36,RAM_1P_BRAM,12178,20,132,12319,test:dot-product-1-0-17-0-0,2,1,12319
ok,RAM_T2P_BRAM,15903,6018,8,RAM_1P_BRAM,8228,24,40,15903,test:dot-product-5-3-6-0-1,6,4,15903
ok,RAM_1P_BRAM,15903,5941,8,RAM_T2P_BRAM,8345,24,40,15903,test:dot-product-1-2-6-1-0,2,3,15903
ok,RAM_1P_BRAM,10863,11712,25,RAM_T2P_BRAM,23160,24,200,10863,test:dot-product-3-5-15-1-0,4,6,10863
ok,RAM_T2P_BRAM,23583,5708,4,RAM_T2P_BRAM,7054,28,20,23583,test:dot-product-2-5-3-1-1,3,6,23583
ok,RAM_T2P_BRAM,9624,5243,3,RAM_T2P_BRAM,9083,24,24,9624,test:dot-product-5-1-2-1-1,6,2,9624
ok,RAM_1P_BRAM,23564,2598,4,RAM_T2P_BRAM,2873,20,16,23564,test:dot-product-3-1-3-1-0,4,2,23564
ok,RAM_1P_BRAM,38937,3528,2,RAM_T2P_BRAM,3611,24,10,38937,test:dot-product-5-3-1-1-0,6,4,38937
ok,RAM_1P_BRAM,9593,5755,36,RAM_1P_BRAM,7799,28,100,9593,test:dot-product-2-2-17-0-0,3,3,9593
ok,RAM_T2P_BRAM,12063,9858,16,RAM_T2P_BRAM,14829,28,80,12063,test:dot-product-2-2-11-1-1,3,3,12063
ok,RAM_1P_BRAM,10991,5441,3,RAM_T2P_BRAM,8342,22,24,10991,test:dot-product-4-1-2-1-0,5,2,10991
ok,RAM_1P_BRAM,21323,3017,5,RAM_1P_BRAM,3456,20,20,21323,test:dot-product-3-0-4-0-0,4,1,21323
ok,RAM_T2P_BRAM,9592,5362,24,RAM_1P_BRAM,10120,24,120,9592,test:dot-product-2-1-14-0-1,3,2,9592
ok,RAM_1P_BRAM,12319,2990,5,RAM_1P_BRAM,3285,20,20,12319,test:dot-product-0-1-4-0-0,1,2,12319
ok,RAM_1P_BRAM,10308,19172,36,RAM_T2P_BRAM,38039,22,288,10308,test:dot-product-4-1-17-1-0,5,2,10308
ok,RAM_T2P_BRAM,8739,5497,24,RAM_T2P_BRAM,10455,24,120,8739,test:dot-product-5-3-14-1-1,6,4,8739
ok,RAM_T2P_BRAM,69644,3013,1,RAM_T2P_BRAM,2575,28,4,69644,test:dot-product-5-2-0-1-1,6,3,69644
ok,RAM_1P_BRAM,69644,2418,1,RAM_T2P_BRAM,2039,20,4,69644,test:dot-product-3-3-0-1-0,4,4,69644
ok,RAM_T2P_BRAM,9082,14043,25,RAM_T2P_BRAM,33343,28,200,9082,test:dot-product-5-2-15-1-1,6,3,9082
ok,RAM_T2P_BRAM,69644,2292,1,RAM_1P_BRAM,1870,20,4,69644,test:dot-product-0-3-0-0-1,1,4,69644
ok,RAM_T2P_BRAM,9898,6030,5,RAM_1P_BRAM,9768,26,60,9898,test:dot-product-4-2-4-0-1,5,3,9898
ok,RAM_T2P_BRAM,10954,2739,3,RAM_T2P_BRAM,2743,20,12,10954,test:dot-product-1-0-2-1-1,2,1,10954
ok,RAM_1P_BRAM,12319,3380,10,RAM_1P_BRAM,4919,20,40,12319,test:dot-product-0-1-8-0-0,1,2,12319
ok,RAM_T2P_BRAM,10271,6681,36,RAM_T2P_BRAM,13567,20,144,10271,test:dot-product-3-0-17-1-1,4,1,10271
ok,RAM_1P_BRAM,12319,4128,15,RAM_1P_BRAM,4443,20,32,12319,test:dot-product-0-1-10-0-0,1,2,12319
ok,RAM_T2P_BRAM,12319,3676,9,RAM_1P_BRAM,4887,20,36,12319,test:dot-product-0-1-7-0-1,1,2,12319
ok,RAM_T2P_BRAM,9487,9005,10,RAM_1P_BRAM,18410,24,80,9487,test:dot-product-3-2-8-0-1,4,3,9487
ok,RAM_1P_BRAM,10989,5484,3,RAM_1P_BRAM,7864,22,24,10989,test:dot-product-1-4-2-0-0,2,5,10989
ok,RAM_T2P_BRAM,10310,13300,12,RAM_1P_BRAM,20117,22,96,10310,test:dot-product-4-0-9-0-1,5,1,10310
ok,RAM_1P_BRAM,10535,7274,9,RAM_T2P_BRAM,10496,22,72,10535,test:dot-product-0-4-7-1-0,1,5,10535
ok,RAM_1P_BRAM,38937,3643,2,RAM_T2P_BRAM,3675,22,10,38937,test:dot-product-4-3-1-1-0,5,4,38937
ok,RAM_T2P_BRAM,69644,2609,1,RAM_1P_BRAM,2246,24,4,69644,test:dot-product-2-0-0-0-1,3,1,69644
ok,RAM_T2P_BRAM,8943,12457,18,RAM_T2P_BRAM,27341,26,216,8943,test:dot-product-5-4-12-1-1,6,5,8943
ok,RAM_1P_BRAM,12066,15023,16,RAM_T2P_BRAM,21449,26,96,12066,test:dot-product-4-5-11-1-0,5,6,12066
ok,RAM_T2P_BRAM,10275,3912,12,RAM_T2P_BRAM,6058,24,60,10275,test:dot-product-2-0-9-1-1,3,1,10275
ok,RAM_1P_BRAM,38924,2346,2,RAM_T2P_BRAM,2228,20,8,38924,test:dot-product-0-1-1-1-0,1,2,38924
ok,RAM_T2P_BRAM,8736,5202,24,RAM_T2P_BRAM,9999,20,96,8736,test:dot-product-3-3-14-1-1,4,4,8736
ok,RAM_1P_BRAM,12326,9451,16,RAM_1P_BRAM,14828,24,80,12326,test:dot-product-3-2-11-0-0,4,3,12326
ok,RAM_T2P_BRAM,23583,5708,4,RAM_1P_BRAM,7055,28,20,23583,test:dot-product-5-2-3-0-1,6,3,23583
ok,RAM_1P_BRAM,9171,6544,9,RAM_T2P_BRAM,11355,28,72,9171,test:dot-product-2-5-7-1-0,3,6,9171
ok,RAM_1P_BRAM,12323,4691,18,RAM_T2P_BRAM,7603,24,90,12323,test:dot-product-5-0-12-1-0,6,1,12323
ok,RAM_T2P_BRAM,23564,2598,4,RAM_1P_BRAM,2873,20,16,23564,test:dot-product-1-3-3-0-1,2,4,23564
ok,RAM_1P_BRAM,12326,9833,16,RAM_T2P_BRAM,14917,22,80,12326,test:dot-product-3-4-11-1-0,4,5,12326
ok,RAM_1P_BRAM,15503,3978,9,RAM_T2P_BRAM,5390,20,36,15503,test:dot-product-3-3-7-1-0,4,4,15503
ok,RAM_T2P_BRAM,10271,2907,6,RAM_T2P_BRAM,3666,20,24,10271,test:dot-product-0-0-5-1-1,1,1,10271
ok,RAM_T2P_BRAM,69644,2674,1,RAM_1P_BRAM,2247,24,4,69644,test:dot-product-5-0-0-0-1,6,1,69644
ok,RAM_T2P_BRAM,9398,12462,18,RAM_1P_BRAM,25722,26,216,9398,test:dot-product-4-2-12-0-1,5,3,9398
ok,RAM_T2P_BRAM,15884,3089,8,RAM_1P_BRAM,4270,20,32,15884,test:dot-product-3-1-6-0-1,4,2,15884
ok,RAM_T2P_BRAM,9593,3951,12,RAM_1P_BRAM,6239,24,60,9593,test:dot-product-2-1-9-0-1,3,2,9593
ok,RAM_1P_BRAM,12319,3413,10,RAM_T2P_BRAM,4994,20,40,12319,test:dot-product-0-0-8-1-0,1,1,12319
ok,RAM_T2P_BRAM,21355,6431,5,RAM_T2P_BRAM,8723,24,40,21355,test:dot-product-3-5-4-1-1,4,6,21355
ok,RAM_1P_BRAM,10990,7432,3,RAM_1P_BRAM,10806,26,36,10990,test:dot-product-4-5-2-0-0,5,6,10990
ok,RAM_T2P_BRAM,8874,14588,20,RAM_T2P_BRAM,31758,24,160,8874,test:dot-product-3-5-13-1-1,4,6,8874
ok,RAM_1P_BRAM,15903,8746,8,RAM_T2P_BRAM,11708,28,40,15903,test:dot-product-2-5-6-1-0,3,6,15903
ok,RAM_1P_BRAM,23579,4203,4,RAM_1P_BRAM,4987,24,20,23579,test:dot-product-5-1-3-0-0,6,2,23579
ok,RAM_T2P_BRAM,10271,2949,6,RAM_T2P_BRAM,3753,20,24,10271,test:dot-product-1-0-5-1-1,2,1,10271
ok,RAM_1P_BRAM,10307,8844,10,RAM_1P_BRAM,16241,24,80,10307,test:dot-product-2-3-8-0-0,3,4,10307
ok,RAM_T2P_BRAM,10274,6664,36,RAM_1P_BRAM,12036,24,164,10274,test:dot-product-1-5-17-0-1,2,6,10274
ok,RAM_T2P_BRAM,12359,7733,15,RAM_1P_BRAM,13994,24,120,12359,test:dot-product-0-5-10-0-1,1,6,12359
ok,RAM_T2P_BRAM,9625,7607,3,RAM_T2P_BRAM,12236,26,36,9625,test:dot-product-4-5-2-1-1,5,6,9625
ok,RAM_1P_BRAM,12322,5434,25,RAM_1P_BRAM,8811,22,117,12322,test:dot-product-4-0-15-0-0,5,1,12322
ok,RAM_T2P_BRAM,69644,2292,1,RAM_T2P_BRAM,1870,20,4,69644,test:dot-product-0-3-0-1-1,1,4,69644
ok,RAM_1P_BRAM,12311,4037,16,RAM_T2P_BRAM,6945,20,64,12311,test:dot-product-1-0-11-1-0,2,1,12311
ok,RAM_T2P_BRAM,9624,8560,6,RAM_T2P_BRAM,14553,22,48,9624,test:dot-product-4-3-5-1-1,5,4,9624
ok,RAM_1P_BRAM,38939,4226,2,RAM_T2P_BRAM,4616,26,12,38939,test:dot-product-4-5-1-1-0,5,6,38939
ok,RAM_1P_BRAM,9047,4992,20,RAM_T2P_BRAM,9057,22,100,9047,test:dot-product-3-4-13-1-0,4,5,9047
ok,RAM_T2P_BRAM,10991,5441,3,RAM_1P_BRAM,8342,22,24,10991,test:dot-product-1-4-2-0-1,2,5,10991
ok,RAM_T2P_BRAM,10390,11163,25,RAM_1P_BRAM,22736,24,200,10390,test:dot-product-5-0-15-0-1,6,1,10390
ok,RAM_T2P_BRAM,10271,5102,24,RAM_1P_BRAM,9471,20,96,10271,test:dot-product-1-3-14-0-1,2,4,10271
ok,RAM_T2P_BRAM,9284,14178,12,RAM_T2P_BRAM,24152,26,144,9284,test:dot-product-4-2-9-1-1,5,3,9284
ok,RAM_T2P_BRAM,21322,2953,5,RAM_T2P_BRAM,3229,20,20,21322,test:dot-product-0-3-4-1-1,1,4,21322
ok,RAM_T2P_BRAM,9250,5440,24,RAM_1P_BRAM,10097,24,120,9250,test:dot-product-3-5-14-0-1,4,6,9250
ok,RAM_T2P_BRAM,10991,5212,3,RAM_T2P_BRAM,7349,22,24,10991,test:dot-product-4-0-2-1-1,5,1,10991
ok,RAM_T2P_BRAM,10308,19172,36,RAM_1P_BRAM,38070,22,288,10308,test:dot-product-1-4-17-0-1,2,5,10308
ok,RAM_T2P_BRAM,9248,6606,36,RAM_T2P_BRAM,13674,20,144,9248,test:dot-product-3-1-17-1-1,4,2,9248
ok,RAM_1P_BRAM,10989,5615,3,RAM_1P_BRAM,7434,24,24,10989,test:dot-product-4-4-2-0-0,5,5,10989
ok,RAM_T2P_BRAM,69644,2742,1,RAM_T2P_BRAM,2308,24,4,69644,test:dot-product-1-2-0-1-1,2,3,69644
ok,RAM_T2P_BRAM,12063,9399,16,RAM_T2P_BRAM,14548,24,80,12063,test:dot-product-2-1-11-1-1,3,2,12063
ok,RAM_1P_BRAM,12319,5006,24,RAM_1P_BRAM,8631,20,88,12319,test:dot-product-0-1-14-0-0,1,2,12319
ok,RAM_1P_BRAM,9734,10959,25,RAM_T2P_BRAM,26597,28,200,9734,test:dot-product-2-2-15-1-0,3,3,9734
ok,RAM_T2P_BRAM,10308,14314,20,RAM_T2P_BRAM,26326,24,160,10308,test:dot-product-0-5-13-1-1,1,6,10308
ok,RAM_T2P_BRAM,9487,8554,10,RAM_1P_BRAM,16099,24,80,9487,test:dot-product-5-1-8-0-1,6,2,9487
ok,RAM_1P_BRAM,12362,5549,5,RAM_1P_BRAM,8053,24,40,12362,test:dot-product-0-2-4-0-0,1,3,12362
ok,RAM_T2P_BRAM,38937,3332,2,RAM_T2P_BRAM,3464,22,10,38937,test:dot-product-4-1-1-1-1,5,2,38937
ok,RAM_T2P_BRAM,15888,3065,8,RAM_1P_BRAM,4140,20,32,15888,test:dot-product-0-3-6-0-1,1,4,15888
ok,RAM_T2P_BRAM,12063,9447,16,RAM_T2P_BRAM,14377,24,80,12063,test:dot-product-5-1-11-1-1,6,2,12063
ok,RAM_T2P_BRAM,10306,7721,6,RAM_1P_BRAM,12135,22,48,10306,test:dot-product-4-0-5-0-1,5,1,10306
ok,RAM_1P_BRAM,12324,3896,12,RAM_1P_BRAM,5969,24,60,12324,test:dot-product-5-0-9-0-0,6,1,12324
ok,RAM_T2P_BRAM,12063,10606,16,RAM_T2P_BRAM,14594,24,80,12063,test:dot-product-4-4-11-1-1,5,5,12063
ok,RAM_1P_BRAM,12619,8312,15,RAM_T2P_BRAM,15951,24,120,12619,test:dot-product-3-5-10-1-0,4,6,12619
ok,RAM_1P_BRAM,21323,3244,5,RAM_T2P_BRAM,3605,20,20,21323,test:dot-product-1-3-4-1-0,2,4,21323
ok,RAM_T2P_BRAM,15903,6007,8,RAM_T2P_BRAM,8186,24,40,15903,test:dot-product-1-5-6-1-1,2,6,15903
ok,RAM_1P_BRAM,9455,8832,30,RAM_1P_BRAM,22451,22,240,9455,test:dot-product-4-3-16-0-0,5,4,9455
ok,RAM_1P_BRAM,10499,3726,9,RAM_1P_BRAM,4840,20,36,10499,test:dot-product-1-1-7-0-0,2,2,10499
ok,RAM_T2P_BRAM,23564,2635,4,RAM_1P_BRAM,2912,20,16,23564,test:dot-product-1-0-3-0-1,2,1,23564
ok,RAM_T2P_BRAM,9285,24825,24,RAM_1P_BRAM,46358,26,288,9285,test:dot-product-5-4-14-0-1,6,5,9285
ok,RAM_1P_BRAM,12321,3689,12,RAM_T2P_BRAM,5654,20,48,12321,test:dot-product-0-0-9-1-0,1,1,12321
ok,RAM_T2P_BRAM,69644,3013,1,RAM_T2P_BRAM,2575,28,4,69644,test:dot-product-2-5-0-1-1,3,6,69644
ok,RAM_T2P_BRAM,38939,4160,2,RAM_T2P_BRAM,4580,28,10,38939,test:dot-product-2-5-1-1-1,3,6,38939
ok,RAM_1P_BRAM,10444,9520,15,RAM_1P_BRAM,18930,24,120,10444,test:dot-product-5-1-10-0-0,6,2,10444
ok,RAM_T2P_BRAM,12319,2886,6,RAM_1P_BRAM,3653,20,24,12319,test:dot-product-0-1-5-0-1,1,2,12319
ok,RAM_T2P_BRAM,12063,9773,16,RAM_T2P_BRAM,14754,22,80,12063,test:dot-product-1-4-11-1-1,2,5,12063
ok,RAM_T2P_BRAM,9284,13519,12,RAM_T2P_BRAM,21380,22,96,9284,test:dot-product-4-3-9-1-1,5,4,9284
ok,RAM_T2P_BRAM,8874,15590,20,RAM_T2P_BRAM,36185,26,240,8874,test:dot-product-4-5-13-1-1,5,6,8874
ok,RAM_T2P_BRAM,10271,3426,10,RAM_T2P_BRAM,4977,20,40,10271,test:dot-product-0-0-8-1-1,1,1,10271
ok,RAM_T2P_BRAM,10309,23345,24,RAM_1P_BRAM,37778,22,192,10309,test:dot-product-4-0-14-0-1,5,1,10309
ok,RAM_1P_BRAM,12048,3982,16,RAM_T2P_BRAM,6996,20,64,12048,test:dot-product-0-1-11-1-0,1,2,12048
ok,RAM_1P_BRAM,10308,19051,36,RAM_T2P_BRAM,37121,22,288,10308,test:dot-product-0-4-17-1-0,1,5,10308
ok,RAM_T2P_BRAM,9867,3831,5,RAM_1P_BRAM,5828,22,40,9867,test:dot-product-4-1-4-0-1,5,2,9867
ok,RAM_T2P_BRAM,10390,10012,25,RAM_1P_BRAM,22500,24,200,10390,test:dot-product-2-0-15-0-1,3,1,10390
ok,RAM_T2P_BRAM,23583,5795,4,RAM_1P_BRAM,7111,26,24,23583,test:dot-product-2-4-3-0-1,3,5,23583
ok,RAM_1P_BRAM,12326,9720,16,RAM_T2P_BRAM,14140,22,80,12326,test:dot-product-4-0-11-1-0,5,1,12326
ok,RAM_T2P_BRAM,23579,4235,4,RAM_T2P_BRAM,5018,24,20,23579,test:dot-product-3-2-3-1-1,4,3,23579
ok,RAM_T2P_BRAM,38937,3278,2,RAM_T2P_BRAM,3386,24,10,38937,test:dot-product-0-5-1-1-1,1,6,38937
ok,RAM_T2P_BRAM,12326,9407,16,RAM_1P_BRAM,14703,24,80,12326,test:dot-product-2-1-11-0-1,3,2,12326
ok,RAM_T2P_BRAM,9250,5378,24,RAM_T2P_BRAM,10031,24,120,9250,test:dot-product-2-1-14-1-1,3,2,9250
ok,RAM_T2P_BRAM,9624,8295,6,RAM_1P_BRAM,14907,26,72,9624,test:dot-product-5-4-5-0-1,6,5,9624
ok,RAM_1P_BRAM,10306,7827,6,RAM_T2P_BRAM,12492,22,48,10306,test:dot-product-1-4-5-1-0,2,5,10306
ok,RAM_1P_BRAM,12320,5120,18,RAM_1P_BRAM,8297,20,72,12320,test:dot-product-0-3-12-0-0,1,4,12320
ok,RAM_T2P_BRAM,9352,8189,15,RAM_T2P_BRAM,16086,24,120,9352,test:dot-product-5-1-10-1-1,6,2,9352
ok,RAM_1P_BRAM,23579,4226,4,RAM_T2P_BRAM,5082,24,20,23579,test:dot-product-3-2-3-1-0,4,3,23579
ok,RAM_T2P_BRAM,69644,2277,1,RAM_1P_BRAM,1869,20,4,69644,test:dot-product-0-1-0-0-1,1,2,69644
ok,RAM_1P_BRAM,9252,4018,12,RAM_1P_BRAM,6302,24,60,9252,test:dot-product-5-3-9-0-0,6,4,9252
ok,RAM_T2P_BRAM,12319,2912,6,RAM_1P_BRAM,3728,20,24,12319,test:dot-product-0-0-5-0-1,1,1,12319
ok,RAM_1P_BRAM,12063,9817,16,RAM_T2P_BRAM,14712,22,80,12063,test:dot-product-4-3-11-1-0,5,4,12063
ok,RAM_1P_BRAM,10717,6022,5,RAM_1P_BRAM,9570,26,60,10717,test:dot-product-4-2-4-0-0,5,3,10717
ok,RAM_1P_BRAM,9595,6363,18,RAM_1P_BRAM,14710,24,144,9595,test:dot-product-3-2-12-0-0,4,3,9595
ok,RAM_T2P_BRAM,15903,6141,8,RAM_1P_BRAM,7996,22,40,15903,test:dot-product-0-4-6-0-1,1,5,15903
ok,RAM_T2P_BRAM,9452,6947,30,RAM_1P_BRAM,11813,20,120,9452,test:dot-product-3-1-16-0-1,4,2,9452
ok,RAM_1P_BRAM,10307,8468,10,RAM_1P_BRAM,14912,24,80,10307,test:dot-product-2-1-8-0-0,3,2,10307
ok,RAM_T2P_BRAM,10989,4950,3,RAM_T2P_BRAM,7046,24,24,10989,test:dot-product-5-0-2-1-1,6,1,10989
ok,RAM_1P_BRAM,38924,2461,2,RAM_1P_BRAM,2241,20,8,38924,test:dot-product-1-3-1-0-0,2,4,38924
ok,RAM_1P_BRAM,30060,2959,3,RAM_T2P_BRAM,3028,24,15,30060,test:dot-product-3-2-2-1-0,4,3,30060
ok,RAM_T2P_BRAM,69644,2339,1,RAM_1P_BRAM,1884,20,4,69644,test:dot-product-3-1-0-0-1,4,2,69644
