status,resource2,est_avg_lat,est_lut,unroll,resource1,est_ff,est_bram,est_dsp,est_min_lat,bench,bank1,bank2,est_max_lat
ok,RAM_1P_BRAM,21326,3287,5,RAM_1P_BRAM,3670,22,25,21326,test:dot-product-3-4-4-0-0,4,5,21326
ok,RAM_T2P_BRAM,9593,4098,6,RAM_T2P_BRAM,6854,24,48,9593,test:dot-product-3-2-5-1-1,4,3,9593
ok,RAM_1P_BRAM,12359,11270,18,RAM_1P_BRAM,19477,22,144,12359,test:dot-product-0-4-12-0-0,1,5,12359
ok,RAM_T2P_BRAM,12048,3938,16,RAM_1P_BRAM,6270,20,56,12048,test:dot-product-1-0-11-0-1,2,1,12048
ok,RAM_T2P_BRAM,38924,2375,2,RAM_1P_BRAM,2303,20,8,38924,test:dot-product-0-0-1-0-1,1,1,38924
ok,RAM_T2P_BRAM,10274,6134,30,RAM_T2P_BRAM,11136,24,150,10274,test:dot-product-5-0-16-1-1,6,1,10274
ok,RAM_1P_BRAM,12321,3413,12,RAM_1P_BRAM,3986,20,28,12321,test:dot-product-0-0-9-0-0,1,1,12321
ok,RAM_1P_BRAM,30058,2806,3,RAM_1P_BRAM,2787,20,12,30058,test:dot-product-3-3-2-0-0,4,4,30058
ok,RAM_1P_BRAM,9457,5069,10,RAM_1P_BRAM,9408,22,80,9457,test:dot-product-4-3-8-0-0,5,4,9457
ok,RAM_T2P_BRAM,23564,2588,4,RAM_T2P_BRAM,2935,20,16,23564,test:dot-product-1-1-3-1-1,2,2,23564
ok,RAM_1P_BRAM,10276,4014,6,RAM_1P_BRAM,6399,24,48,10276,test:dot-product-5-3-5-0-0,6,4,10276
ok,RAM_T2P_BRAM,10271,6515,36,RAM_T2P_BRAM,12690,20,136,10271,test:dot-product-0-1-17-1-1,1,2,10271
ok,RAM_1P_BRAM,38939,4199,2,RAM_1P_BRAM,4616,26,12,38939,test:dot-product-2-4-1-0-0,3,5,38939
ok,RAM_T2P_BRAM,10306,8301,6,RAM_1P_BRAM,13654,24,48,10306,test:dot-product-4-4-5-0-1,5,5,10306
ok,RAM_1P_BRAM,69644,3057,1,RAM_1P_BRAM,2576,26,4,69644,test:dot-product-4-5-0-0-0,5,6,69644
ok,RAM_T2P_BRAM,8909,4026,12,RAM_1P_BRAM,6180,24,60,8909,test:dot-product-5-3-9-0-1,6,4,8909
ok,RAM_T2P_BRAM,10310,13403,12,RAM_1P_BRAM,20459,22,96,10310,test:dot-product-4-3-9-0-1,5,4,10310
ok,RAM_1P_BRAM,15903,5899,8,RAM_T2P_BRAM,8234,24,40,15903,test:dot-product-0-2-6-1-0,1,3,15903
ok,RAM_1P_BRAM,12319,3201,9,RAM_1P_BRAM,4025,20,28,12319,test:dot-product-0-0-7-0-0,1,1,12319
ok,RAM_1P_BRAM,38937,3284,2,RAM_T2P_BRAM,3386,24,10,38937,test:dot-product-5-0-1-1-0,6,1,38937
ok,RAM_T2P_BRAM,9452,3887,10,RAM_1P_BRAM,5108,20,40,9452,test:dot-product-3-1-8-0-1,4,2,9452
ok,RAM_T2P_BRAM,12619,8312,15,RAM_1P_BRAM,15919,24,120,12619,test:dot-product-5-3-10-0-1,6,4,12619
ok,RAM_1P_BRAM,23579,4253,4,RAM_T2P_BRAM,5031,24,20,23579,test:dot-product-3-5-3-1-0,4,6,23579
ok,RAM_T2P_BRAM,9487,9044,10,RAM_1P_BRAM,18138,28,80,9487,test:dot-product-5-5-8-0-1,6,6,9487
ok,RAM_1P_BRAM,21323,3250,5,RAM_T2P_BRAM,3464,20,20,21323,test:dot-product-3-1-4-1-0,4,2,21323
ok,RAM_1P_BRAM,10390,10012,25,RAM_T2P_BRAM,22487,24,200,10390,test:dot-product-0-2-15-1-0,1,3,10390
ok,RAM_1P_BRAM,15903,6024,8,RAM_T2P_BRAM,8226,24,40,15903,test:dot-product-2-3-6-1-0,3,4,15903
ok,RAM_1P_BRAM,12326,14657,16,RAM_1P_BRAM,22002,28,80,12326,test:dot-product-5-2-11-0-0,6,3,12326
ok,RAM_1P_BRAM,12347,11150,25,RAM_1P_BRAM,20979,24,200,12347,test:dot-product-0-5-15-0-0,1,6,12347
ok,RAM_1P_BRAM,10309,23642,24,RAM_T2P_BRAM,39222,22,192,10309,test:dot-product-1-4-14-1-0,2,5,10309
ok,RAM_1P_BRAM,10306,8260,6,RAM_T2P_BRAM,13911,26,72,10306,test:dot-product-5-4-5-1-0,6,5,10306
ok,RAM_T2P_BRAM,10271,5500,36,RAM_T2P_BRAM,6390,20,52,10271,test:dot-product-0-0-17-1-1,1,1,10271
ok,RAM_1P_BRAM,9592,3171,6,RAM_T2P_BRAM,4095,24,30,9592,test:dot-product-1-2-5-1-0,2,3,9592
ok,RAM_T2P_BRAM,9251,3953,12,RAM_T2P_BRAM,6167,24,60,9251,test:dot-product-5-1-9-1-1,6,2,9251
ok,RAM_T2P_BRAM,10271,5108,24,RAM_T2P_BRAM,9432,20,96,10271,test:dot-product-0-1-14-1-1,1,2,10271
ok,RAM_T2P_BRAM,8942,21314,36,RAM_T2P_BRAM,49970,26,432,8942,test:dot-product-4-2-17-1-1,5,3,8942
ok,RAM_1P_BRAM,10274,3163,6,RAM_T2P_BRAM,4081,24,30,10274,test:dot-product-2-1-5-1-0,3,2,10274
ok,RAM_T2P_BRAM,10535,7354,9,RAM_T2P_BRAM,10880,22,72,10535,test:dot-product-0-4-7-1-1,1,5,10535
ok,RAM_T2P_BRAM,15903,6089,8,RAM_1P_BRAM,8315,22,40,15903,test:dot-product-4-0-6-0-1,5,1,15903
ok,RAM_T2P_BRAM,8739,5497,24,RAM_T2P_BRAM,10455,24,120,8739,test:dot-product-3-5-14-1-1,4,6,8739
ok,RAM_T2P_BRAM,9863,3311,5,RAM_T2P_BRAM,3433,20,20,9863,test:dot-product-1-1-4-1-1,2,2,9863
ok,RAM_1P_BRAM,38937,3296,2,RAM_1P_BRAM,3475,24,10,38937,test:dot-product-1-2-1-0-0,2,3,38937
ok,RAM_1P_BRAM,12322,5857,30,RAM_T2P_BRAM,9465,24,130,12322,test:dot-product-2-0-16-1-0,3,1,12322
ok,RAM_1P_BRAM,9398,12480,18,RAM_1P_BRAM,25704,26,216,9398,test:dot-product-5-4-12-0-0,6,5,9398
ok,RAM_1P_BRAM,10271,4627,20,RAM_T2P_BRAM,8339,20,80,10271,test:dot-product-1-1-13-1-0,2,2,10271
ok,RAM_T2P_BRAM,9284,14178,12,RAM_T2P_BRAM,24152,26,144,9284,test:dot-product-2-4-9-1-1,3,5,9284
ok,RAM_1P_BRAM,10275,6202,30,RAM_T2P_BRAM,11255,22,150,10275,test:dot-product-0-4-16-1-0,1,5,10275
ok,RAM_T2P_BRAM,10444,9549,15,RAM_1P_BRAM,18690,24,120,10444,test:dot-product-1-5-10-0-1,2,6,10444
ok,RAM_T2P_BRAM,9318,6159,30,RAM_T2P_BRAM,11835,24,150,9318,test:dot-product-5-1-16-1-1,6,2,9318
ok,RAM_T2P_BRAM,12063,9829,16,RAM_T2P_BRAM,14736,22,80,12063,test:dot-product-3-4-11-1-1,4,5,12063
ok,RAM_1P_BRAM,23583,5822,4,RAM_T2P_BRAM,7111,26,24,23583,test:dot-product-4-5-3-1-0,5,6,23583
ok,RAM_T2P_BRAM,23579,4253,4,RAM_1P_BRAM,5031,24,20,23579,test:dot-product-5-3-3-0-1,6,4,23579
ok,RAM_1P_BRAM,8909,3970,12,RAM_T2P_BRAM,5987,28,60,8909,test:dot-product-5-5-9-1-0,6,6,8909
ok,RAM_T2P_BRAM,10271,3237,6,RAM_T2P_BRAM,3918,20,24,10271,test:dot-product-3-0-5-1-1,4,1,10271
ok,RAM_1P_BRAM,9252,3974,12,RAM_T2P_BRAM,6277,24,60,9252,test:dot-product-1-5-9-1-0,2,6,9252
ok,RAM_T2P_BRAM,30060,2947,3,RAM_1P_BRAM,3002,24,15,30060,test:dot-product-3-2-2-0-1,4,3,30060
ok,RAM_T2P_BRAM,8569,6938,36,RAM_T2P_BRAM,14284,28,180,8569,test:dot-product-5-5-17-1-1,6,6,8569
ok,RAM_T2P_BRAM,38937,3278,2,RAM_1P_BRAM,3386,24,10,38937,test:dot-product-5-0-1-0-1,6,1,38937
ok,RAM_1P_BRAM,12326,15027,16,RAM_1P_BRAM,22171,26,96,12326,test:dot-product-5-4-11-0-0,6,5,12326
ok,RAM_T2P_BRAM,15903,5941,8,RAM_1P_BRAM,8305,24,40,15903,test:dot-product-2-1-6-0-1,3,2,15903
ok,RAM_1P_BRAM,10310,13519,12,RAM_1P_BRAM,20745,22,96,10310,test:dot-product-3-4-9-0-0,4,5,10310
ok,RAM_T2P_BRAM,38939,4226,2,RAM_1P_BRAM,4616,26,12,38939,test:dot-product-4-5-1-0-1,5,6,38939
ok,RAM_T2P_BRAM,9518,21303,36,RAM_1P_BRAM,47224,26,432,9518,test:dot-product-4-2-17-0-1,5,3,9518
ok,RAM_T2P_BRAM,9625,6517,9,RAM_1P_BRAM,11506,28,72,9625,test:dot-product-2-5-7-0-1,3,6,9625
ok,RAM_1P_BRAM,21355,5821,5,RAM_T2P_BRAM,8266,24,40,21355,test:dot-product-2-3-4-1-0,3,4,21355
ok,RAM_1P_BRAM,12322,5352,24,RAM_1P_BRAM,8916,24,116,12322,test:dot-product-0-5-14-0-0,1,6,12322
ok,RAM_1P_BRAM,69644,3013,1,RAM_T2P_BRAM,2575,28,4,69644,test:dot-product-2-5-0-1-0,3,6,69644
ok,RAM_1P_BRAM,12322,6612,36,RAM_T2P_BRAM,11371,24,164,12322,test:dot-product-2-0-17-1-0,3,1,12322
ok,RAM_1P_BRAM,10311,15530,20,RAM_1P_BRAM,31782,26,240,10311,test:dot-product-4-2-13-0-0,5,3,10311
ok,RAM_T2P_BRAM,12063,9399,16,RAM_T2P_BRAM,14640,24,80,12063,test:dot-product-1-2-11-1-1,2,3,12063
ok,RAM_T2P_BRAM,69644,2277,1,RAM_T2P_BRAM,1869,20,4,69644,test:dot-product-0-1-0-1-1,1,2,69644
ok,RAM_1P_BRAM,30060,2947,3,RAM_T2P_BRAM,3002,24,15,30060,test:dot-product-2-3-2-1-0,3,4,30060
ok,RAM_1P_BRAM,10989,5574,3,RAM_1P_BRAM,7895,26,36,10989,test:dot-product-4-2-2-0-0,5,3,10989
ok,RAM_T2P_BRAM,69644,2654,1,RAM_1P_BRAM,2280,28,4,69644,test:dot-product-2-2-0-0-1,3,3,69644
ok,RAM_T2P_BRAM,9487,9281,10,RAM_T2P_BRAM,18706,24,80,9487,test:dot-product-3-2-8-1-1,4,3,9487
ok,RAM_1P_BRAM,10307,9176,10,RAM_1P_BRAM,17441,26,120,10307,test:dot-product-2-4-8-0-0,3,5,10307
ok,RAM_1P_BRAM,9593,4130,12,RAM_1P_BRAM,6310,28,60,9593,test:dot-product-5-2-9-0-0,6,3,9593
ok,RAM_T2P_BRAM,12320,4418,18,RAM_1P_BRAM,7312,20,68,12320,test:dot-product-0-0-12-0-1,1,1,12320
ok,RAM_1P_BRAM,9283,15519,20,RAM_T2P_BRAM,33494,26,240,9283,test:dot-product-4-5-13-1-0,5,6,9283
ok,RAM_1P_BRAM,38939,4199,2,RAM_T2P_BRAM,4616,26,12,38939,test:dot-product-2-4-1-1-0,3,5,38939
ok,RAM_1P_BRAM,8910,3328,6,RAM_T2P_BRAM,4202,28,30,8910,test:dot-product-2-5-5-1-0,3,6,8910
ok,RAM_1P_BRAM,10272,4369,20,RAM_T2P_BRAM,6584,20,60,10272,test:dot-product-0-1-13-1-0,1,2,10272
ok,RAM_T2P_BRAM,10861,11670,25,RAM_T2P_BRAM,23155,24,200,10861,test:dot-product-3-5-15-1-1,4,6,10861
ok,RAM_T2P_BRAM,69644,2777,1,RAM_T2P_BRAM,2391,22,4,69644,test:dot-product-3-4-0-1-1,4,5,69644
ok,RAM_T2P_BRAM,8906,7678,30,RAM_T2P_BRAM,12152,20,120,8906,test:dot-product-3-3-16-1-1,4,4,8906
ok,RAM_T2P_BRAM,9078,9066,10,RAM_T2P_BRAM,20394,28,80,9078,test:dot-product-5-5-8-1-1,6,6,9078
ok,RAM_1P_BRAM,10272,3641,12,RAM_1P_BRAM,5849,20,48,10272,test:dot-product-1-1-9-0-0,2,2,10272
ok,RAM_T2P_BRAM,10954,2733,3,RAM_1P_BRAM,2774,20,12,10954,test:dot-product-1-0-2-0-1,2,1,10954
ok,RAM_1P_BRAM,8909,4131,12,RAM_T2P_BRAM,6160,28,60,8909,test:dot-product-2-5-9-1-0,3,6,8909
ok,RAM_1P_BRAM,69644,2653,1,RAM_T2P_BRAM,2247,22,4,69644,test:dot-product-4-0-0-1-0,5,1,69644
ok,RAM_1P_BRAM,9625,7925,9,RAM_T2P_BRAM,13297,26,108,9625,test:dot-product-2-4-7-1-0,3,5,9625
ok,RAM_T2P_BRAM,8807,9840,15,RAM_T2P_BRAM,20883,26,180,8807,test:dot-product-4-5-10-1-1,5,6,8807
ok,RAM_1P_BRAM,9452,4223,10,RAM_T2P_BRAM,5460,20,40,9452,test:dot-product-3-3-8-1-0,4,4,9452
ok,RAM_T2P_BRAM,9457,5057,10,RAM_1P_BRAM,9408,22,80,9457,test:dot-product-3-4-8-0-1,4,5,9457
ok,RAM_1P_BRAM,12321,3693,12,RAM_T2P_BRAM,5660,20,48,12321,test:dot-product-1-0-9-1-0,2,1,12321
ok,RAM_1P_BRAM,10271,3189,6,RAM_1P_BRAM,3865,20,24,10271,test:dot-product-1-3-5-0-0,2,4,10271
ok,RAM_T2P_BRAM,8637,6408,30,RAM_T2P_BRAM,12406,26,180,8637,test:dot-product-5-4-16-1-1,6,5,8637
ok,RAM_T2P_BRAM,10272,4661,20,RAM_T2P_BRAM,8356,20,80,10272,test:dot-product-0-3-13-1-1,1,4,10272
ok,RAM_1P_BRAM,9624,5220,3,RAM_1P_BRAM,7935,28,24,9624,test:dot-product-2-5-2-0-0,3,6,9624
ok,RAM_1P_BRAM,9593,3995,12,RAM_1P_BRAM,6266,24,60,9593,test:dot-product-3-2-9-0-0,4,3,9593
ok,RAM_1P_BRAM,12319,5150,24,RAM_1P_BRAM,9372,20,96,12319,test:dot-product-0-3-14-0-0,1,4,12319
ok,RAM_1P_BRAM,10306,7757,6,RAM_1P_BRAM,12426,22,48,10306,test:dot-product-4-1-5-0-0,5,2,10306
ok,RAM_1P_BRAM,10275,3945,12,RAM_1P_BRAM,6176,24,60,10275,test:dot-product-2-1-9-0-0,3,2,10275
ok,RAM_1P_BRAM,12322,6485,36,RAM_1P_BRAM,10415,24,148,12322,test:dot-product-5-0-17-0-0,6,1,12322
ok,RAM_T2P_BRAM,9487,12673,10,RAM_T2P_BRAM,22723,28,80,9487,test:dot-product-2-5-8-1-1,3,6,9487
ok,RAM_T2P_BRAM,12590,5096,15,RAM_T2P_BRAM,7916,20,60,12590,test:dot-product-3-1-10-1-1,4,2,12590
ok,RAM_T2P_BRAM,9362,5252,18,RAM_T2P_BRAM,8444,20,72,9362,test:dot-product-1-3-12-1-1,2,4,9362
ok,RAM_T2P_BRAM,23564,2669,4,RAM_1P_BRAM,3018,20,16,23564,test:dot-product-3-3-3-0-1,4,4,23564
ok,RAM_T2P_BRAM,10275,6786,36,RAM_1P_BRAM,13154,24,180,10275,test:dot-product-2-0-17-0-1,3,1,10275
ok,RAM_1P_BRAM,12597,4959,15,RAM_1P_BRAM,8350,20,60,12597,test:dot-product-3-1-10-0-0,4,2,12597
ok,RAM_1P_BRAM,10274,3160,6,RAM_T2P_BRAM,4010,24,30,10274,test:dot-product-0-5-5-1-0,1,6,10274
ok,RAM_T2P_BRAM,23579,4173,4,RAM_T2P_BRAM,4974,24,20,23579,test:dot-product-2-1-3-1-1,3,2,23579
ok,RAM_T2P_BRAM,9283,15522,20,RAM_T2P_BRAM,33475,26,240,9283,test:dot-product-4-2-13-1-1,5,3,9283
ok,RAM_T2P_BRAM,12597,4532,15,RAM_1P_BRAM,7832,20,60,12597,test:dot-product-3-0-10-0-1,4,1,12597
ok,RAM_1P_BRAM,69644,2654,1,RAM_1P_BRAM,2280,28,4,69644,test:dot-product-2-2-0-0-0,3,3,69644
ok,RAM_1P_BRAM,12319,2734,3,RAM_T2P_BRAM,2807,20,12,12319,test:dot-product-1-0-2-1-0,2,1,12319
ok,RAM_1P_BRAM,23583,5795,4,RAM_T2P_BRAM,7111,26,24,23583,test:dot-product-2-4-3-1-0,3,5,23583
ok,RAM_T2P_BRAM,12326,9463,16,RAM_1P_BRAM,14741,24,80,12326,test:dot-product-2-3-11-0-1,3,4,12326
ok,RAM_1P_BRAM,10718,8392,5,RAM_1P_BRAM,10968,28,40,10718,test:dot-product-2-5-4-0-0,3,6,10718
ok,RAM_1P_BRAM,9452,4187,10,RAM_1P_BRAM,5121,20,40,9452,test:dot-product-3-3-8-0-0,4,4,9452
ok,RAM_1P_BRAM,15903,5943,8,RAM_1P_BRAM,8009,24,40,15903,test:dot-product-0-5-6-0-0,1,6,15903
ok,RAM_1P_BRAM,12326,9346,16,RAM_T2P_BRAM,14140,24,80,12326,test:dot-product-2-0-11-1-0,3,1,12326
ok,RAM_1P_BRAM,12319,7164,30,RAM_T2P_BRAM,12549,20,120,12319,test:dot-product-3-0-16-1-0,4,1,12319
ok,RAM_T2P_BRAM,69644,2733,1,RAM_1P_BRAM,2390,24,4,69644,test:dot-product-3-2-0-0-1,4,3,69644
ok,RAM_T2P_BRAM,10307,8499,10,RAM_T2P_BRAM,14565,24,80,10307,test:dot-product-0-5-8-1-1,1,6,10307
ok,RAM_1P_BRAM,15903,5935,8,RAM_1P_BRAM,8305,24,40,15903,test:dot-product-2-1-6-0-0,3,2,15903
ok,RAM_1P_BRAM,12044,3966,16,RAM_1P_BRAM,7135,20,64,12044,test:dot-product-3-3-11-0-0,4,4,12044
ok,RAM_T2P_BRAM,12314,6983,25,RAM_1P_BRAM,13527,20,100,12314,test:dot-product-3-1-15-0-1,4,2,12314
ok,RAM_T2P_BRAM,8751,12705,25,RAM_T2P_BRAM,35552,26,300,8751,test:dot-product-5-4-15-1-1,6,5,8751
ok,RAM_T2P_BRAM,9362,5252,18,RAM_T2P_BRAM,8444,20,72,9362,test:dot-product-3-1-12-1-1,4,2,9362
ok,RAM_T2P_BRAM,10271,4386,24,RAM_T2P_BRAM,4872,20,36,10271,test:dot-product-0-0-14-1-1,1,1,10271
ok,RAM_T2P_BRAM,12063,9773,16,RAM_T2P_BRAM,14662,22,80,12063,test:dot-product-4-1-11-1-1,5,2,12063
ok,RAM_T2P_BRAM,12326,9866,16,RAM_1P_BRAM,15405,28,80,12326,test:dot-product-2-2-11-0-1,3,3,12326
ok,RAM_T2P_BRAM,10274,3624,10,RAM_T2P_BRAM,5197,22,50,10274,test:dot-product-4-0-8-1-1,5,1,10274
ok,RAM_1P_BRAM,9283,14467,20,RAM_T2P_BRAM,28731,24,160,9283,test:dot-product-3-5-13-1-0,4,6,9283
ok,RAM_T2P_BRAM,10308,19051,36,RAM_1P_BRAM,37121,22,288,10308,test:dot-product-4-0-17-0-1,5,1,10308
ok,RAM_1P_BRAM,8942,21323,36,RAM_T2P_BRAM,49934,26,432,8942,test:dot-product-4-5-17-1-0,5,6,8942
ok,RAM_1P_BRAM,10413,5561,15,RAM_1P_BRAM,12193,24,120,10413,test:dot-product-2-1-10-0-0,3,2,10413
ok,RAM_T2P_BRAM,8911,7051,36,RAM_1P_BRAM,14585,28,180,8911,test:dot-product-5-2-17-0-1,6,3,8911
ok,RAM_1P_BRAM,69644,2751,1,RAM_T2P_BRAM,2325,24,4,69644,test:dot-product-5-1-0-1-0,6,2,69644
ok,RAM_T2P_BRAM,15499,4050,9,RAM_T2P_BRAM,5136,20,36,15499,test:dot-product-3-3-7-1-1,4,4,15499
ok,RAM_T2P_BRAM,10275,4655,18,RAM_1P_BRAM,7902,24,90,10275,test:dot-product-5-0-12-0-1,6,1,10275
ok,RAM_T2P_BRAM,38937,3287,2,RAM_T2P_BRAM,3386,22,10,38937,test:dot-product-4-0-1-1-1,5,1,38937
ok,RAM_T2P_BRAM,9397,11399,18,RAM_T2P_BRAM,21505,22,144,9397,test:dot-product-1-4-12-1-1,2,5,9397
ok,RAM_1P_BRAM,9398,12474,18,RAM_T2P_BRAM,25704,26,216,9398,test:dot-product-5-4-12-1-0,6,5,9398
ok,RAM_T2P_BRAM,38924,2494,2,RAM_1P_BRAM,2279,20,8,38924,test:dot-product-3-0-1-0-1,4,1,38924
ok,RAM_1P_BRAM,30060,2947,3,RAM_1P_BRAM,3002,24,15,30060,test:dot-product-2-3-2-0-0,3,4,30060
ok,RAM_T2P_BRAM,10272,4136,18,RAM_1P_BRAM,5770,20,48,10272,test:dot-product-1-0-12-0-1,2,1,10272
ok,RAM_1P_BRAM,12322,5952,30,RAM_1P_BRAM,9824,22,134,12322,test:dot-product-4-0-16-0-0,5,1,12322
ok,RAM_1P_BRAM,12326,15105,16,RAM_T2P_BRAM,22171,26,96,12326,test:dot-product-5-4-11-1-0,6,5,12326
ok,RAM_1P_BRAM,12322,5952,30,RAM_1P_BRAM,9824,22,134,12322,test:dot-product-0-4-16-0-0,1,5,12322
ok,RAM_1P_BRAM,12355,7761,6,RAM_T2P_BRAM,11425,22,48,12355,test:dot-product-4-0-5-1-0,5,1,12355
ok,RAM_T2P_BRAM,8910,7040,36,RAM_T2P_BRAM,14462,28,180,8910,test:dot-product-2-5-17-1-1,3,6,8910
ok,RAM_1P_BRAM,9518,21303,36,RAM_T2P_BRAM,47224,26,432,9518,test:dot-product-2-4-17-1-0,3,5,9518
ok,RAM_T2P_BRAM,9248,3684,12,RAM_1P_BRAM,5775,20,48,9248,test:dot-product-3-1-9-0-1,4,2,9248
ok,RAM_T2P_BRAM,10308,14200,20,RAM_1P_BRAM,26134,24,160,10308,test:dot-product-5-0-13-0-1,6,1,10308
ok,RAM_1P_BRAM,12361,13289,12,RAM_1P_BRAM,20438,22,96,12361,test:dot-product-4-0-9-0-0,5,1,12361
ok,RAM_1P_BRAM,12063,9382,16,RAM_1P_BRAM,14484,24,80,12063,test:dot-product-1-5-11-0-0,2,6,12063
ok,RAM_T2P_BRAM,9078,9350,10,RAM_T2P_BRAM,21525,24,80,9078,test:dot-product-3-5-8-1-1,4,6,9078
ok,RAM_1P_BRAM,69644,2992,1,RAM_1P_BRAM,2575,26,4,69644,test:dot-product-4-2-0-0-0,5,3,69644
ok,RAM_T2P_BRAM,9247,5118,24,RAM_T2P_BRAM,9888,20,96,9247,test:dot-product-1-3-14-1-1,2,4,9247
ok,RAM_1P_BRAM,12319,3902,10,RAM_1P_BRAM,5331,20,40,12319,test:dot-product-3-0-8-0-0,4,1,12319
ok,RAM_1P_BRAM,10502,3556,9,RAM_T2P_BRAM,5062,24,45,10502,test:dot-product-0-2-7-1-0,1,3,10502
ok,RAM_1P_BRAM,38937,3251,2,RAM_T2P_BRAM,3386,24,10,38937,test:dot-product-0-2-1-1-0,1,3,38937
ok,RAM_1P_BRAM,23564,2586,4,RAM_T2P_BRAM,2862,20,16,23564,test:dot-product-1-3-3-1-0,2,4,23564
ok,RAM_T2P_BRAM,10272,5304,18,RAM_T2P_BRAM,8402,20,72,10272,test:dot-product-3-0-12-1-1,4,1,10272
ok,RAM_T2P_BRAM,12319,3315,9,RAM_1P_BRAM,4764,20,36,12319,test:dot-product-0-0-7-0-1,1,1,12319
ok,RAM_1P_BRAM,12358,19157,36,RAM_T2P_BRAM,35835,22,288,12358,test:dot-product-4-0-17-1-0,5,1,12358
ok,RAM_1P_BRAM,30091,5442,3,RAM_1P_BRAM,6921,22,24,30091,test:dot-product-3-4-2-0-0,4,5,30091
ok,RAM_T2P_BRAM,9598,5684,15,RAM_1P_BRAM,12737,24,120,9598,test:dot-product-2-1-10-0-1,3,2,9598
ok,RAM_T2P_BRAM,10411,4241,15,RAM_T2P_BRAM,6809,24,75,10411,test:dot-product-0-2-10-1-1,1,3,10411
ok,RAM_T2P_BRAM,69644,2992,1,RAM_T2P_BRAM,2575,26,4,69644,test:dot-product-4-2-0-1-1,5,3,69644
ok,RAM_T2P_BRAM,30091,5134,3,RAM_T2P_BRAM,6592,24,24,30091,test:dot-product-5-3-2-1-1,6,4,30091
ok,RAM_T2P_BRAM,12600,4694,15,RAM_T2P_BRAM,7009,24,75,12600,test:dot-product-2-3-10-1-1,3,4,12600
ok,RAM_1P_BRAM,10718,8680,5,RAM_1P_BRAM,11544,28,40,10718,test:dot-product-5-2-4-0-0,6,3,10718
ok,RAM_1P_BRAM,9248,6052,36,RAM_T2P_BRAM,10178,20,104,9248,test:dot-product-1-3-17-1-0,2,4,9248
ok,RAM_T2P_BRAM,9624,8295,6,RAM_T2P_BRAM,14907,26,72,9624,test:dot-product-4-5-5-1-1,5,6,9624
ok,RAM_T2P_BRAM,10271,6645,36,RAM_T2P_BRAM,13516,20,144,10271,test:dot-product-0-3-17-1-1,1,4,10271
ok,RAM_T2P_BRAM,8910,5394,24,RAM_T2P_BRAM,10224,28,120,8910,test:dot-product-2-2-14-1-1,3,3,8910
ok,RAM_1P_BRAM,8910,4728,18,RAM_1P_BRAM,8115,28,90,8910,test:dot-product-5-5-12-0-0,6,6,8910
ok,RAM_1P_BRAM,10274,3624,10,RAM_T2P_BRAM,5197,22,50,10274,test:dot-product-0-4-8-1-0,1,5,10274
ok,RAM_T2P_BRAM,9078,10948,25,RAM_T2P_BRAM,29755,28,200,9078,test:dot-product-2-2-15-1-1,3,3,9078
ok,RAM_1P_BRAM,12326,9346,16,RAM_1P_BRAM,14597,24,80,12326,test:dot-product-2-0-11-0-0,3,1,12326
ok,RAM_1P_BRAM,9593,3995,12,RAM_1P_BRAM,6266,24,60,9593,test:dot-product-2-3-9-0-0,3,4,9593
ok,RAM_1P_BRAM,10306,8051,6,RAM_1P_BRAM,14031,22,48,10306,test:dot-product-4-3-5-0-0,5,4,10306
ok,RAM_1P_BRAM,30091,5166,3,RAM_T2P_BRAM,6686,24,24,30091,test:dot-product-3-5-2-1-0,4,6,30091
ok,RAM_1P_BRAM,23579,4253,4,RAM_1P_BRAM,5031,24,20,23579,test:dot-product-5-3-3-0-0,6,4,23579
ok,RAM_1P_BRAM,10989,5253,3,RAM_T2P_BRAM,6903,22,24,10989,test:dot-product-0-4-2-1-0,1,5,10989
ok,RAM_1P_BRAM,69644,2339,1,RAM_1P_BRAM,1884,20,4,69644,test:dot-product-3-1-0-0-0,4,2,69644
ok,RAM_1P_BRAM,9047,6361,30,RAM_1P_BRAM,12553,26,180,9047,test:dot-product-5-4-16-0-0,6,5,9047
ok,RAM_T2P_BRAM,9322,5754,15,RAM_T2P_BRAM,12541,24,120,9322,test:dot-product-2-1-10-1-1,3,2,9322
ok,RAM_1P_BRAM,9625,6553,9,RAM_1P_BRAM,11477,28,72,9625,test:dot-product-5-2-7-0-0,6,3,9625
ok,RAM_T2P_BRAM,12326,15105,16,RAM_1P_BRAM,22171,26,96,12326,test:dot-product-4-5-11-0-1,5,6,12326
ok,RAM_T2P_BRAM,10308,14191,20,RAM_T2P_BRAM,26073,24,160,10308,test:dot-product-0-2-13-1-1,1,3,10308
ok,RAM_T2P_BRAM,10271,3915,10,RAM_1P_BRAM,5326,20,40,10271,test:dot-product-3-0-8-0-1,4,1,10271
ok,RAM_1P_BRAM,38939,4160,2,RAM_T2P_BRAM,4580,28,10,38939,test:dot-product-5-2-1-1-0,6,3,38939
ok,RAM_T2P_BRAM,10275,4688,18,RAM_1P_BRAM,7979,24,90,10275,test:dot-product-1-5-12-0-1,2,6,10275
ok,RAM_T2P_BRAM,69644,2356,1,RAM_1P_BRAM,1955,20,4,69644,test:dot-product-1-1-0-0-1,2,2,69644
ok,RAM_T2P_BRAM,8569,5458,24,RAM_T2P_BRAM,10189,28,120,8569,test:dot-product-5-5-14-1-1,6,6,8569
