status,partition1,partition2,bench,bram_used,dsp_used,lut_used,lutmem_used,reg_used,uram_used,runtime_avg,runtime_std
ok,1,1,gemm-2d-partitioned:gemm-0-0,44,3,1578,137,2719,0,10.404459999999998,0.009780204496839503
ok,1,2,gemm-2d-partitioned:gemm-0-1,45,3,1593,152,2720,0,10.418790000000001,0.009902671356759955
ok,1,4,gemm-2d-partitioned:gemm-0-2,46,3,1602,149,2676,0,10.419920000000001,0.008952184091047095
ok,2,1,gemm-2d-partitioned:gemm-1-0,46,3,1516,128,2618,0,10.931339999999999,0.012724401754110144
ok,2,2,gemm-2d-partitioned:gemm-1-1,47,3,1514,141,2627,0,10.9314,0.010206860437960529
ok,2,4,gemm-2d-partitioned:gemm-1-2,47,3,1548,142,2625,0,10.936939999999998,0.010050492525244668
ok,4,1,gemm-2d-partitioned:gemm-2-0,49,3,1540,129,2599,0,10.93164,0.012162253080740912
ok,4,2,gemm-2d-partitioned:gemm-2-1,49,3,1573,136,2604,0,10.93004,0.015208103103280149
ok,4,4,gemm-2d-partitioned:gemm-2-2,49,3,1757,137,2603,0,10.93253,0.012206805478912012
