status,est_avg_lat,est_lut,bench,unroll,est_bram,bank2,est_min_lat,est_dsp,resource1,resource2,est_max_lat,est_ff,bank1
ok,21323,3017,test:dot-product-3-0-4-0-0,5,20,1,21323,20,RAM_1P_BRAM,RAM_1P_BRAM,21323,3456,4
ok,9592,5362,test:dot-product-2-1-14-0-1,24,24,2,9592,120,RAM_1P_BRAM,RAM_T2P_BRAM,9592,10120,3
ok,12319,2990,test:dot-product-0-1-4-0-0,5,20,2,12319,20,RAM_1P_BRAM,RAM_1P_BRAM,12319,3285,1
ok,10311,15495,test:dot-product-0-6-13-1-0,20,26,7,10311,160,RAM_T2P_BRAM,RAM_1P_BRAM,10311,26716,1
ok,69644,2818,test:dot-product-3-6-0-0-1,1,26,7,69644,4,RAM_1P_BRAM,RAM_T2P_BRAM,69644,2391,4
ok,10308,19172,test:dot-product-4-1-17-1-0,36,22,2,10308,288,RAM_T2P_BRAM,RAM_1P_BRAM,10308,38039,5
ok,9079,24597,test:dot-product-5-6-13-1-1,20,30,7,9079,240,RAM_T2P_BRAM,RAM_T2P_BRAM,9079,48440,6
ok,8739,5497,test:dot-product-5-3-14-1-1,24,24,4,8739,120,RAM_T2P_BRAM,RAM_T2P_BRAM,8739,10455,6
ok,9248,7928,test:dot-product-3-7-17-0-0,36,20,8,9248,144,RAM_1P_BRAM,RAM_1P_BRAM,9248,14908,4
ok,69644,3013,test:dot-product-5-2-0-1-1,1,28,3,69644,4,RAM_T2P_BRAM,RAM_T2P_BRAM,69644,2575,6
ok,9692,15641,test:dot-product-6-3-13-0-0,20,26,4,9692,160,RAM_1P_BRAM,RAM_1P_BRAM,9692,27473,7
ok,69644,2418,test:dot-product-3-3-0-1-0,1,20,4,69644,4,RAM_T2P_BRAM,RAM_1P_BRAM,69644,2039,4
ok,38937,3599,test:dot-product-7-6-1-0-0,2,26,7,38937,10,RAM_1P_BRAM,RAM_1P_BRAM,38937,3591,8
ok,38937,3589,test:dot-product-6-6-1-0-1,2,32,7,38937,10,RAM_1P_BRAM,RAM_T2P_BRAM,38937,3397,7
ok,12314,6994,test:dot-product-7-0-15-0-0,25,20,1,12314,100,RAM_1P_BRAM,RAM_1P_BRAM,12314,11985,8
ok,9082,14043,test:dot-product-5-2-15-1-1,25,28,3,9082,200,RAM_T2P_BRAM,RAM_T2P_BRAM,9082,33343,6
ok,69644,2292,test:dot-product-0-3-0-0-1,1,20,4,69644,4,RAM_1P_BRAM,RAM_T2P_BRAM,69644,1870,1
ok,9898,6030,test:dot-product-4-2-4-0-1,5,26,3,9898,60,RAM_1P_BRAM,RAM_T2P_BRAM,9898,9768,5
ok,10954,2739,test:dot-product-1-0-2-1-1,3,20,1,10954,12,RAM_T2P_BRAM,RAM_T2P_BRAM,10954,2743,2
ok,12319,3380,test:dot-product-0-1-8-0-0,10,20,2,12319,40,RAM_1P_BRAM,RAM_1P_BRAM,12319,4919,1
ok,8942,22429,test:dot-product-6-2-17-1-1,36,30,3,8942,432,RAM_T2P_BRAM,RAM_T2P_BRAM,8942,50164,7
ok,9624,12629,test:dot-product-4-6-5-1-1,6,28,7,9624,72,RAM_T2P_BRAM,RAM_T2P_BRAM,9624,21977,5
ok,10271,6681,test:dot-product-3-0-17-1-1,36,20,1,10271,144,RAM_T2P_BRAM,RAM_T2P_BRAM,10271,13567,4
ok,9487,9420,test:dot-product-5-7-8-0-0,10,24,8,9487,80,RAM_1P_BRAM,RAM_1P_BRAM,9487,18369,6
ok,12319,4128,test:dot-product-0-1-10-0-0,15,20,2,12319,32,RAM_1P_BRAM,RAM_1P_BRAM,12319,4443,1
ok,10272,6260,test:dot-product-7-0-12-1-1,18,28,1,10272,72,RAM_T2P_BRAM,RAM_T2P_BRAM,10272,8486,8
ok,30091,5590,test:dot-product-4-7-2-1-1,3,30,8,30091,24,RAM_T2P_BRAM,RAM_T2P_BRAM,30091,6783,5
ok,12597,5719,test:dot-product-7-1-10-1-0,15,28,2,12597,60,RAM_T2P_BRAM,RAM_1P_BRAM,12597,7854,8
ok,12319,3676,test:dot-product-0-1-7-0-1,9,20,2,12319,36,RAM_1P_BRAM,RAM_T2P_BRAM,12319,4887,1
ok,8910,5510,test:dot-product-7-5-14-0-0,24,24,6,8910,120,RAM_1P_BRAM,RAM_1P_BRAM,8910,10486,8
ok,9078,10882,test:dot-product-7-6-8-1-1,10,34,7,9078,80,RAM_T2P_BRAM,RAM_T2P_BRAM,9078,18025,8
ok,9284,14752,test:dot-product-6-7-9-1-0,12,26,8,9284,96,RAM_T2P_BRAM,RAM_1P_BRAM,9284,22983,7
ok,9625,8640,test:dot-product-2-6-7-0-1,9,30,7,9625,108,RAM_1P_BRAM,RAM_T2P_BRAM,9625,13299,3
ok,9487,9005,test:dot-product-3-2-8-0-1,10,24,3,9487,80,RAM_1P_BRAM,RAM_T2P_BRAM,9487,18410,4
ok,10989,5484,test:dot-product-1-4-2-0-0,3,22,5,10989,24,RAM_1P_BRAM,RAM_1P_BRAM,10989,7864,2
ok,10310,13300,test:dot-product-4-0-9-0-1,12,22,1,10310,96,RAM_1P_BRAM,RAM_T2P_BRAM,10310,20117,5
ok,10535,7274,test:dot-product-0-4-7-1-0,9,22,5,10535,72,RAM_T2P_BRAM,RAM_1P_BRAM,10535,10496,1
ok,38937,3643,test:dot-product-4-3-1-1-0,2,22,4,38937,10,RAM_T2P_BRAM,RAM_1P_BRAM,38937,3675,5
ok,69644,2609,test:dot-product-2-0-0-0-1,1,24,1,69644,4,RAM_1P_BRAM,RAM_T2P_BRAM,69644,2246,3
ok,8943,12457,test:dot-product-5-4-12-1-1,18,26,5,8943,216,RAM_T2P_BRAM,RAM_T2P_BRAM,8943,27341,6
ok,12066,15023,test:dot-product-4-5-11-1-0,16,26,6,12066,96,RAM_T2P_BRAM,RAM_1P_BRAM,12066,21449,5
ok,9248,5530,test:dot-product-7-1-13-1-1,20,28,2,9248,80,RAM_T2P_BRAM,RAM_T2P_BRAM,9248,9394,8
ok,10275,3912,test:dot-product-2-0-9-1-1,12,24,1,10275,60,RAM_T2P_BRAM,RAM_T2P_BRAM,10275,6058,3
ok,9488,14130,test:dot-product-6-2-8-1-1,10,30,3,9488,120,RAM_T2P_BRAM,RAM_T2P_BRAM,9488,25191,7
ok,38924,2346,test:dot-product-0-1-1-1-0,2,20,2,38924,8,RAM_T2P_BRAM,RAM_1P_BRAM,38924,2228,1
ok,8736,5202,test:dot-product-3-3-14-1-1,24,20,4,8736,96,RAM_T2P_BRAM,RAM_T2P_BRAM,8736,9999,4
ok,9897,7317,test:dot-product-6-6-4-0-0,5,32,7,9897,40,RAM_1P_BRAM,RAM_1P_BRAM,9897,8660,7
ok,12326,9451,test:dot-product-3-2-11-0-0,16,24,3,12326,80,RAM_1P_BRAM,RAM_1P_BRAM,12326,14828,4
ok,23583,5708,test:dot-product-5-2-3-0-1,4,28,3,23583,20,RAM_1P_BRAM,RAM_T2P_BRAM,23583,7055,6
ok,8906,4391,test:dot-product-7-3-9-1-1,12,28,4,8906,48,RAM_T2P_BRAM,RAM_T2P_BRAM,8906,5760,8
ok,9171,6544,test:dot-product-2-5-7-1-0,9,28,6,9171,72,RAM_T2P_BRAM,RAM_1P_BRAM,9171,11355,3
ok,10305,16162,test:dot-product-1-6-16-0-1,30,26,7,10305,240,RAM_1P_BRAM,RAM_T2P_BRAM,10305,31041,2
ok,12323,4691,test:dot-product-5-0-12-1-0,18,24,1,12323,90,RAM_T2P_BRAM,RAM_1P_BRAM,12323,7603,6
ok,23564,2598,test:dot-product-1-3-3-0-1,4,20,4,23564,16,RAM_1P_BRAM,RAM_T2P_BRAM,23564,2873,2
ok,9283,15668,test:dot-product-3-6-13-0-1,20,26,7,9283,160,RAM_1P_BRAM,RAM_T2P_BRAM,9283,29237,4
ok,9079,6868,test:dot-product-6-4-4-1-1,5,28,5,9079,60,RAM_T2P_BRAM,RAM_T2P_BRAM,9079,10494,7
ok,12326,9833,test:dot-product-3-4-11-1-0,16,22,5,12326,80,RAM_T2P_BRAM,RAM_1P_BRAM,12326,14917,4
ok,15506,4330,test:dot-product-7-2-7-1-1,9,32,3,15506,45,RAM_T2P_BRAM,RAM_T2P_BRAM,15506,5078,8
ok,8910,5516,test:dot-product-7-2-14-1-1,24,32,3,8910,120,RAM_T2P_BRAM,RAM_T2P_BRAM,8910,10488,8
ok,15503,3978,test:dot-product-3-3-7-1-0,9,20,4,15503,36,RAM_T2P_BRAM,RAM_1P_BRAM,15503,5390,4
ok,10271,2907,test:dot-product-0-0-5-1-1,6,20,1,10271,24,RAM_T2P_BRAM,RAM_T2P_BRAM,10271,3666,1
ok,69644,2674,test:dot-product-5-0-0-0-1,1,24,1,69644,4,RAM_1P_BRAM,RAM_T2P_BRAM,69644,2247,6
ok,9398,12462,test:dot-product-4-2-12-0-1,18,26,3,9398,216,RAM_1P_BRAM,RAM_T2P_BRAM,9398,25722,5
ok,69644,3098,test:dot-product-5-6-0-1-1,1,30,7,69644,4,RAM_T2P_BRAM,RAM_T2P_BRAM,69644,2576,6
ok,15884,3089,test:dot-product-3-1-6-0-1,8,20,2,15884,32,RAM_1P_BRAM,RAM_T2P_BRAM,15884,4270,4
ok,12326,15330,test:dot-product-2-6-11-1-0,16,30,7,12326,96,RAM_T2P_BRAM,RAM_1P_BRAM,12326,22311,3
ok,9593,3951,test:dot-product-2-1-9-0-1,12,24,2,9593,60,RAM_1P_BRAM,RAM_T2P_BRAM,9593,6239,3
ok,12319,3413,test:dot-product-0-0-8-1-0,10,20,1,12319,40,RAM_T2P_BRAM,RAM_1P_BRAM,12319,4994,1
ok,21355,6431,test:dot-product-3-5-4-1-1,5,24,6,21355,40,RAM_T2P_BRAM,RAM_T2P_BRAM,21355,8723,4
ok,9248,5462,test:dot-product-1-7-13-1-0,20,20,8,9248,80,RAM_T2P_BRAM,RAM_1P_BRAM,9248,9130,2
ok,10990,7432,test:dot-product-4-5-2-0-0,3,26,6,10990,36,RAM_1P_BRAM,RAM_1P_BRAM,10990,10806,5
ok,30091,5664,test:dot-product-3-6-2-1-1,3,26,7,30091,24,RAM_T2P_BRAM,RAM_T2P_BRAM,30091,7019,4
ok,23579,4753,test:dot-product-6-6-3-1-1,4,32,7,23579,20,RAM_T2P_BRAM,RAM_T2P_BRAM,23579,4889,7
ok,8906,9338,test:dot-product-7-3-16-1-1,30,28,4,8906,120,RAM_T2P_BRAM,RAM_T2P_BRAM,8906,12560,8
ok,8874,14588,test:dot-product-3-5-13-1-1,20,24,6,8874,160,RAM_T2P_BRAM,RAM_T2P_BRAM,8874,31758,4
ok,15903,8746,test:dot-product-2-5-6-1-0,8,28,6,15903,40,RAM_T2P_BRAM,RAM_1P_BRAM,15903,11708,3
ok,38936,3990,test:dot-product-3-6-1-0-0,2,26,7,38936,10,RAM_1P_BRAM,RAM_1P_BRAM,38936,3947,4
ok,23579,4203,test:dot-product-5-1-3-0-0,4,24,2,23579,20,RAM_1P_BRAM,RAM_1P_BRAM,23579,4987,6
ok,10271,2949,test:dot-product-1-0-5-1-1,6,20,1,10271,24,RAM_T2P_BRAM,RAM_T2P_BRAM,10271,3753,2
ok,9079,16287,test:dot-product-7-5-13-0-1,20,24,6,9079,160,RAM_1P_BRAM,RAM_T2P_BRAM,9079,33075,8
ok,12358,16036,test:dot-product-0-6-16-0-0,30,26,7,12358,240,RAM_1P_BRAM,RAM_1P_BRAM,12358,27449,1
ok,10307,8844,test:dot-product-2-3-8-0-0,10,24,4,10307,80,RAM_1P_BRAM,RAM_1P_BRAM,10307,16241,3
ok,10274,6664,test:dot-product-1-5-17-0-1,36,24,6,10274,164,RAM_1P_BRAM,RAM_T2P_BRAM,10274,12036,2
ok,12359,7733,test:dot-product-0-5-10-0-1,15,24,6,12359,120,RAM_1P_BRAM,RAM_T2P_BRAM,12359,13994,1
ok,9625,7607,test:dot-product-4-5-2-1-1,3,26,6,9625,36,RAM_T2P_BRAM,RAM_T2P_BRAM,9625,12236,5
ok,12063,10083,test:dot-product-6-1-11-1-1,16,26,2,12063,80,RAM_T2P_BRAM,RAM_T2P_BRAM,12063,14782,7
ok,12347,11477,test:dot-product-0-6-15-0-0,25,26,7,12347,200,RAM_1P_BRAM,RAM_1P_BRAM,12347,21012,1
ok,8912,7972,test:dot-product-7-5-12-0-0,18,24,6,8912,144,RAM_1P_BRAM,RAM_1P_BRAM,8912,15584,8
ok,10444,10701,test:dot-product-6-1-10-0-0,15,26,2,10444,120,RAM_1P_BRAM,RAM_1P_BRAM,10444,15262,7
ok,10306,8662,test:dot-product-7-6-5-0-1,6,26,7,10306,48,RAM_1P_BRAM,RAM_T2P_BRAM,10306,14542,8
ok,12322,5434,test:dot-product-4-0-15-0-0,25,22,1,12322,117,RAM_1P_BRAM,RAM_1P_BRAM,12322,8811,5
ok,9352,11684,test:dot-product-6-1-10-1-1,15,26,2,9352,120,RAM_T2P_BRAM,RAM_T2P_BRAM,9352,16629,7
ok,69644,2292,test:dot-product-0-3-0-1-1,1,20,4,69644,4,RAM_T2P_BRAM,RAM_T2P_BRAM,69644,1870,1
ok,12311,4037,test:dot-product-1-0-11-1-0,16,20,1,12311,64,RAM_T2P_BRAM,RAM_1P_BRAM,12311,6945,2
ok,9624,8560,test:dot-product-4-3-5-1-1,6,22,4,9624,48,RAM_T2P_BRAM,RAM_T2P_BRAM,9624,14553,5
ok,38939,4226,test:dot-product-4-5-1-1-0,2,26,6,38939,12,RAM_T2P_BRAM,RAM_1P_BRAM,38939,4616,5
ok,15531,8185,test:dot-product-7-4-7-1-1,9,30,5,15531,72,RAM_T2P_BRAM,RAM_T2P_BRAM,15531,12066,8
ok,9047,4992,test:dot-product-3-4-13-1-0,20,22,5,9047,100,RAM_T2P_BRAM,RAM_1P_BRAM,9047,9057,4
ok,10991,5441,test:dot-product-1-4-2-0-1,3,22,5,10991,24,RAM_1P_BRAM,RAM_T2P_BRAM,10991,8342,2
ok,10390,11163,test:dot-product-5-0-15-0-1,25,24,1,10390,200,RAM_1P_BRAM,RAM_T2P_BRAM,10390,22736,6
ok,10271,5102,test:dot-product-1-3-14-0-1,24,20,4,10271,96,RAM_1P_BRAM,RAM_T2P_BRAM,10271,9471,2
ok,10311,26204,test:dot-product-2-6-13-0-0,20,30,7,10311,240,RAM_1P_BRAM,RAM_1P_BRAM,10311,47010,3
ok,9043,5981,test:dot-product-7-7-13-0-1,20,28,8,9043,80,RAM_1P_BRAM,RAM_T2P_BRAM,9043,9327,8
ok,8639,7694,test:dot-product-7-4-13-1-1,20,30,5,8639,160,RAM_T2P_BRAM,RAM_T2P_BRAM,8639,16898,8
ok,9284,14178,test:dot-product-4-2-9-1-1,12,26,3,9284,144,RAM_T2P_BRAM,RAM_T2P_BRAM,9284,24152,5
ok,8739,5521,test:dot-product-7-5-14-0-1,24,24,6,8739,120,RAM_1P_BRAM,RAM_T2P_BRAM,8739,10422,8
ok,21322,2953,test:dot-product-0-3-4-1-1,5,20,4,21322,20,RAM_T2P_BRAM,RAM_T2P_BRAM,21322,3229,1
ok,8669,20290,test:dot-product-6-7-16-1-1,30,34,8,8669,240,RAM_T2P_BRAM,RAM_T2P_BRAM,8669,36644,7
ok,10312,26414,test:dot-product-2-6-13-0-1,20,30,7,10312,240,RAM_1P_BRAM,RAM_T2P_BRAM,10312,47332,3
ok,9250,5440,test:dot-product-3-5-14-0-1,24,24,6,9250,120,RAM_1P_BRAM,RAM_T2P_BRAM,9250,10097,4
ok,21355,6043,test:dot-product-2-7-4-0-0,5,24,8,21355,40,RAM_1P_BRAM,RAM_1P_BRAM,21355,8260,3
ok,15903,9055,test:dot-product-5-6-6-0-0,8,30,7,15903,48,RAM_1P_BRAM,RAM_1P_BRAM,15903,12212,6
ok,10991,5212,test:dot-product-4-0-2-1-1,3,22,1,10991,24,RAM_T2P_BRAM,RAM_T2P_BRAM,10991,7349,5
ok,10308,19172,test:dot-product-1-4-17-0-1,36,22,5,10308,288,RAM_1P_BRAM,RAM_T2P_BRAM,10308,38070,2
ok,9248,6606,test:dot-product-3-1-17-1-1,36,20,2,9248,144,RAM_T2P_BRAM,RAM_T2P_BRAM,9248,13674,4
ok,10989,5615,test:dot-product-4-4-2-0-0,3,24,5,10989,24,RAM_1P_BRAM,RAM_1P_BRAM,10989,7434,5
ok,10863,12576,test:dot-product-5-7-15-0-1,25,32,8,10863,200,RAM_1P_BRAM,RAM_T2P_BRAM,10863,23037,6
ok,9079,17531,test:dot-product-6-6-13-1-1,20,32,7,9079,160,RAM_T2P_BRAM,RAM_T2P_BRAM,9079,33450,7
ok,69644,2742,test:dot-product-1-2-0-1-1,1,24,3,69644,4,RAM_T2P_BRAM,RAM_T2P_BRAM,69644,2308,2
ok,12063,9399,test:dot-product-2-1-11-1-1,16,24,2,12063,80,RAM_T2P_BRAM,RAM_T2P_BRAM,12063,14548,3
ok,21355,6087,test:dot-product-2-7-4-1-1,5,32,8,21355,40,RAM_T2P_BRAM,RAM_T2P_BRAM,21355,8231,3
ok,9080,17905,test:dot-product-6-2-16-0-1,30,30,3,9080,360,RAM_1P_BRAM,RAM_T2P_BRAM,9080,37658,7
ok,12319,5006,test:dot-product-0-1-14-0-0,24,20,2,12319,88,RAM_1P_BRAM,RAM_1P_BRAM,12319,8631,1
ok,12590,5409,test:dot-product-7-3-10-1-1,15,28,4,12590,60,RAM_T2P_BRAM,RAM_T2P_BRAM,12590,8010,8
ok,9734,10959,test:dot-product-2-2-15-1-0,25,28,3,9734,200,RAM_T2P_BRAM,RAM_1P_BRAM,9734,26597,3
ok,10308,14314,test:dot-product-0-5-13-1-1,20,24,6,10308,160,RAM_T2P_BRAM,RAM_T2P_BRAM,10308,26326,1
ok,8793,8132,test:dot-product-7-3-17-1-1,36,28,4,8793,144,RAM_T2P_BRAM,RAM_T2P_BRAM,8793,15111,8
ok,9247,5131,test:dot-product-7-3-14-0-0,24,20,4,9247,96,RAM_1P_BRAM,RAM_1P_BRAM,9247,9928,8
ok,9487,8554,test:dot-product-5-1-8-0-1,10,24,2,9487,80,RAM_1P_BRAM,RAM_T2P_BRAM,9487,16099,6
ok,12362,5549,test:dot-product-0-2-4-0-0,5,24,3,12362,40,RAM_1P_BRAM,RAM_1P_BRAM,12362,8053,1
ok,9625,10658,test:dot-product-6-5-7-0-1,9,30,6,9625,108,RAM_1P_BRAM,RAM_T2P_BRAM,9625,15916,7
ok,38937,3332,test:dot-product-4-1-1-1-1,2,22,2,38937,10,RAM_T2P_BRAM,RAM_T2P_BRAM,38937,3464,5
ok,9247,5148,test:dot-product-7-1-14-0-1,24,20,2,9247,96,RAM_1P_BRAM,RAM_T2P_BRAM,9247,9974,8
ok,23579,4459,test:dot-product-3-6-3-0-1,4,26,7,23579,20,RAM_1P_BRAM,RAM_T2P_BRAM,23579,5031,4
ok,15888,3065,test:dot-product-0-3-6-0-1,8,20,4,15888,32,RAM_1P_BRAM,RAM_T2P_BRAM,15888,4140,1
ok,9589,4005,test:dot-product-7-7-5-1-1,6,36,8,9589,24,RAM_T2P_BRAM,RAM_T2P_BRAM,9589,3945,8
ok,12314,7864,test:dot-product-7-1-15-0-0,25,20,2,12314,100,RAM_1P_BRAM,RAM_1P_BRAM,12314,14131,8
ok,12063,9447,test:dot-product-5-1-11-1-1,16,24,2,12063,80,RAM_T2P_BRAM,RAM_T2P_BRAM,12063,14377,6
ok,10306,7721,test:dot-product-4-0-5-0-1,6,22,1,10306,48,RAM_1P_BRAM,RAM_T2P_BRAM,10306,12135,5
ok,9897,6695,test:dot-product-6-1-4-1-1,5,26,2,9897,40,RAM_T2P_BRAM,RAM_T2P_BRAM,9897,9320,7
ok,12324,3896,test:dot-product-5-0-9-0-0,12,24,1,12324,60,RAM_1P_BRAM,RAM_1P_BRAM,12324,5969,6
ok,9283,15115,test:dot-product-7-2-13-0-1,20,24,3,9283,160,RAM_1P_BRAM,RAM_T2P_BRAM,9283,32205,8
ok,10308,20161,test:dot-product-6-1-17-0-0,36,26,2,10308,288,RAM_1P_BRAM,RAM_1P_BRAM,10308,38262,7
ok,12063,10606,test:dot-product-4-4-11-1-1,16,24,5,12063,80,RAM_T2P_BRAM,RAM_T2P_BRAM,12063,14594,5
ok,12619,8312,test:dot-product-3-5-10-1-0,15,24,6,12619,120,RAM_T2P_BRAM,RAM_1P_BRAM,12619,15951,4
ok,9487,9446,test:dot-product-5-7-8-1-0,10,24,8,9487,80,RAM_T2P_BRAM,RAM_1P_BRAM,9487,18689,6
ok,21323,3244,test:dot-product-1-3-4-1-0,5,20,4,21323,20,RAM_T2P_BRAM,RAM_1P_BRAM,21323,3605,2
ok,12600,5273,test:dot-product-2-7-10-0-1,15,32,8,12600,75,RAM_1P_BRAM,RAM_T2P_BRAM,12600,7011,3
ok,30060,3103,test:dot-product-7-2-2-0-1,3,24,3,30060,15,RAM_1P_BRAM,RAM_T2P_BRAM,30060,3015,8
ok,38924,2804,test:dot-product-3-7-1-1-0,2,20,8,38924,8,RAM_T2P_BRAM,RAM_1P_BRAM,38924,2242,4
ok,10535,7914,test:dot-product-6-0-7-0-1,9,26,1,10535,72,RAM_1P_BRAM,RAM_T2P_BRAM,10535,10466,7
ok,15903,6007,test:dot-product-1-5-6-1-1,8,24,6,15903,40,RAM_T2P_BRAM,RAM_T2P_BRAM,15903,8186,2
ok,38937,3420,test:dot-product-1-6-1-1-0,2,26,7,38937,10,RAM_T2P_BRAM,RAM_1P_BRAM,38937,3475,2
ok,9455,8832,test:dot-product-4-3-16-0-0,30,22,4,9455,240,RAM_1P_BRAM,RAM_1P_BRAM,9455,22451,5
ok,9043,5299,test:dot-product-7-7-8-1-1,10,36,8,9043,40,RAM_T2P_BRAM,RAM_T2P_BRAM,9043,5225,8
ok,10499,3726,test:dot-product-1-1-7-0-0,9,20,2,10499,36,RAM_1P_BRAM,RAM_1P_BRAM,10499,4840,2
ok,23564,2635,test:dot-product-1-0-3-0-1,4,20,1,23564,16,RAM_1P_BRAM,RAM_T2P_BRAM,23564,2912,2
ok,9285,24825,test:dot-product-5-4-14-0-1,24,26,5,9285,288,RAM_1P_BRAM,RAM_T2P_BRAM,9285,46358,6
ok,12321,3689,test:dot-product-0-0-9-1-0,12,20,1,12321,48,RAM_T2P_BRAM,RAM_1P_BRAM,12321,5654,1
ok,9397,12872,test:dot-product-4-7-12-0-1,18,30,8,9397,144,RAM_1P_BRAM,RAM_T2P_BRAM,9397,23422,5
ok,69644,3013,test:dot-product-2-5-0-1-1,1,28,6,69644,4,RAM_T2P_BRAM,RAM_T2P_BRAM,69644,2575,3
ok,38939,4160,test:dot-product-2-5-1-1-1,2,28,6,38939,10,RAM_T2P_BRAM,RAM_T2P_BRAM,38939,4580,3
ok,23579,4370,test:dot-product-0-6-3-0-1,4,26,7,23579,20,RAM_1P_BRAM,RAM_T2P_BRAM,23579,4910,1
ok,10444,9520,test:dot-product-5-1-10-0-0,15,24,2,10444,120,RAM_1P_BRAM,RAM_1P_BRAM,10444,18930,6
ok,23583,5920,test:dot-product-5-6-3-1-1,4,30,7,23583,24,RAM_T2P_BRAM,RAM_T2P_BRAM,23583,7111,6
ok,9080,17932,test:dot-product-6-4-16-1-0,30,28,5,9080,360,RAM_T2P_BRAM,RAM_1P_BRAM,9080,37948,7
ok,38924,2522,test:dot-product-7-1-1-0-1,2,20,2,38924,8,RAM_1P_BRAM,RAM_T2P_BRAM,38924,2353,8
ok,12319,2886,test:dot-product-0-1-5-0-1,6,20,2,12319,24,RAM_1P_BRAM,RAM_T2P_BRAM,12319,3653,1
ok,69644,2570,test:dot-product-7-7-0-1-1,1,20,8,69644,4,RAM_T2P_BRAM,RAM_T2P_BRAM,69644,2010,8
ok,8910,5516,test:dot-product-2-7-14-1-1,24,32,8,8910,120,RAM_T2P_BRAM,RAM_T2P_BRAM,8910,10477,3
ok,12063,9773,test:dot-product-1-4-11-1-1,16,22,5,12063,80,RAM_T2P_BRAM,RAM_T2P_BRAM,12063,14754,2
ok,9284,13519,test:dot-product-4-3-9-1-1,12,22,4,9284,96,RAM_T2P_BRAM,RAM_T2P_BRAM,9284,21380,5
ok,8874,15590,test:dot-product-4-5-13-1-1,20,26,6,8874,240,RAM_T2P_BRAM,RAM_T2P_BRAM,8874,36185,5
ok,69644,3098,test:dot-product-5-6-0-0-1,1,30,7,69644,4,RAM_1P_BRAM,RAM_T2P_BRAM,69644,2576,6
ok,15903,6369,test:dot-product-6-7-6-0-1,8,26,8,15903,40,RAM_1P_BRAM,RAM_T2P_BRAM,15903,8458,7
ok,10271,3426,test:dot-product-0-0-8-1-1,10,20,1,10271,40,RAM_T2P_BRAM,RAM_T2P_BRAM,10271,4977,1
ok,9452,4693,test:dot-product-3-7-8-0-1,10,28,8,9452,40,RAM_1P_BRAM,RAM_T2P_BRAM,9452,5313,4
ok,9248,7960,test:dot-product-7-3-17-0-0,36,20,4,9248,144,RAM_1P_BRAM,RAM_1P_BRAM,9248,14983,8
ok,10309,23345,test:dot-product-4-0-14-0-1,24,22,1,10309,192,RAM_1P_BRAM,RAM_T2P_BRAM,10309,37778,5
ok,12048,3982,test:dot-product-0-1-11-1-0,16,20,2,12048,64,RAM_T2P_BRAM,RAM_1P_BRAM,12048,6996,1
ok,10308,19051,test:dot-product-0-4-17-1-0,36,22,5,10308,288,RAM_T2P_BRAM,RAM_1P_BRAM,10308,37121,1
ok,69644,2694,test:dot-product-6-0-0-1-1,1,26,1,69644,4,RAM_T2P_BRAM,RAM_T2P_BRAM,69644,2247,7
ok,9867,3831,test:dot-product-4-1-4-0-1,5,22,2,9867,40,RAM_1P_BRAM,RAM_T2P_BRAM,9867,5828,5
ok,10390,10012,test:dot-product-2-0-15-0-1,25,24,1,10390,200,RAM_1P_BRAM,RAM_T2P_BRAM,10390,22500,3
ok,23583,5795,test:dot-product-2-4-3-0-1,4,26,5,23583,24,RAM_1P_BRAM,RAM_T2P_BRAM,23583,7111,3
ok,12326,9720,test:dot-product-4-0-11-1-0,16,22,1,12326,80,RAM_T2P_BRAM,RAM_1P_BRAM,12326,14140,5
ok,10307,24263,test:dot-product-0-6-14-1-0,24,26,7,10307,192,RAM_T2P_BRAM,RAM_1P_BRAM,10307,37715,1
ok,10311,15935,test:dot-product-7-2-13-0-0,20,24,3,10311,160,RAM_1P_BRAM,RAM_1P_BRAM,10311,29070,8
ok,23579,4235,test:dot-product-3-2-3-1-1,4,24,3,23579,20,RAM_T2P_BRAM,RAM_T2P_BRAM,23579,5018,4
ok,38937,3278,test:dot-product-0-5-1-1-1,2,24,6,38937,10,RAM_T2P_BRAM,RAM_T2P_BRAM,38937,3386,1
ok,12326,9407,test:dot-product-2-1-11-0-1,16,24,2,12326,80,RAM_1P_BRAM,RAM_T2P_BRAM,12326,14703,3
ok,9250,5378,test:dot-product-2-1-14-1-1,24,24,2,9250,120,RAM_T2P_BRAM,RAM_T2P_BRAM,9250,10031,3
ok,9692,15673,test:dot-product-3-6-13-0-0,20,26,7,9692,160,RAM_1P_BRAM,RAM_1P_BRAM,9692,27717,4
ok,10309,14117,test:dot-product-3-6-9-1-0,12,26,7,10309,96,RAM_T2P_BRAM,RAM_1P_BRAM,10309,20370,4
ok,23583,5893,test:dot-product-6-2-3-1-0,4,30,3,23583,24,RAM_T2P_BRAM,RAM_1P_BRAM,23583,7111,7
ok,9624,8295,test:dot-product-5-4-5-0-1,6,26,5,9624,72,RAM_1P_BRAM,RAM_T2P_BRAM,9624,14907,6
ok,9625,6154,test:dot-product-6-6-2-1-1,3,32,7,9625,24,RAM_T2P_BRAM,RAM_T2P_BRAM,9625,8830,7
ok,10306,7827,test:dot-product-1-4-5-1-0,6,22,5,10306,48,RAM_T2P_BRAM,RAM_1P_BRAM,10306,12492,2
