status,est_avg_lat,est_lut,bench,unroll,est_bram,bank2,est_min_lat,est_dsp,resource1,resource2,est_max_lat,est_ff,bank1
ok,21322,3454,test:dot-product-1-7-4-1-1,5,28,8,21322,20,RAM_T2P_BRAM,RAM_T2P_BRAM,21322,3262,2
ok,9251,4948,test:dot-product-3-4-13-0-0,20,22,5,9251,100,RAM_1P_BRAM,RAM_1P_BRAM,9251,8808,4
ok,9397,13736,test:dot-product-4-7-12-0-0,18,22,8,9397,144,RAM_1P_BRAM,RAM_1P_BRAM,9397,23170,5
ok,12314,5684,test:dot-product-0-3-15-0-0,25,20,4,12314,100,RAM_1P_BRAM,RAM_1P_BRAM,12314,9820,1
ok,9078,11591,test:dot-product-4-2-15-0-1,25,26,3,9078,300,RAM_1P_BRAM,RAM_T2P_BRAM,9078,32438,5
ok,10272,4442,test:dot-product-7-0-9-1-1,12,28,1,10272,48,RAM_T2P_BRAM,RAM_T2P_BRAM,10272,6190,8
ok,12044,3921,test:dot-product-7-7-11-1-1,16,36,8,12044,64,RAM_T2P_BRAM,RAM_T2P_BRAM,12044,7047,8
ok,69644,2771,test:dot-product-6-1-0-0-0,1,26,2,69644,4,RAM_1P_BRAM,RAM_1P_BRAM,69644,2325,7
ok,15903,8707,test:dot-product-5-2-6-0-0,8,28,3,15903,40,RAM_1P_BRAM,RAM_1P_BRAM,15903,12064,6
ok,10275,4649,test:dot-product-2-1-12-0-0,18,24,2,10275,90,RAM_1P_BRAM,RAM_1P_BRAM,10275,7902,3
ok,12063,9503,test:dot-product-3-5-11-1-1,16,24,6,12063,80,RAM_T2P_BRAM,RAM_T2P_BRAM,12063,14415,4
ok,10307,9402,test:dot-product-7-2-8-0-0,10,24,3,10307,80,RAM_1P_BRAM,RAM_1P_BRAM,10307,16478,8
ok,10274,6166,test:dot-product-5-1-16-0-0,30,24,2,10274,150,RAM_1P_BRAM,RAM_1P_BRAM,10274,11270,6
ok,15903,6141,test:dot-product-4-0-6-1-0,8,22,1,15903,40,RAM_T2P_BRAM,RAM_1P_BRAM,15903,7996,5
ok,9078,13215,test:dot-product-5-5-15-0-1,25,28,6,9078,200,RAM_1P_BRAM,RAM_T2P_BRAM,9078,30831,6
ok,8907,7456,test:dot-product-7-7-12-0-0,18,20,8,8907,72,RAM_1P_BRAM,RAM_1P_BRAM,8907,7975,8
ok,69644,3077,test:dot-product-4-6-0-1-0,1,28,7,69644,4,RAM_T2P_BRAM,RAM_1P_BRAM,69644,2576,5
ok,10308,12632,test:dot-product-5-2-8-0-0,10,28,3,10308,80,RAM_1P_BRAM,RAM_1P_BRAM,10308,20926,6
ok,69644,2916,test:dot-product-1-5-0-1-0,1,24,6,69644,4,RAM_T2P_BRAM,RAM_1P_BRAM,69644,2308,2
ok,12330,11172,test:dot-product-2-7-15-1-0,25,24,8,12330,200,RAM_T2P_BRAM,RAM_1P_BRAM,12330,21326,3
ok,10717,6332,test:dot-product-1-5-4-0-0,5,24,6,10717,40,RAM_1P_BRAM,RAM_1P_BRAM,10717,8799,2
ok,69644,3033,test:dot-product-6-2-0-1-0,1,30,3,69644,4,RAM_T2P_BRAM,RAM_1P_BRAM,69644,2575,7
ok,8907,6638,test:dot-product-7-3-12-0-1,18,20,4,8907,72,RAM_1P_BRAM,RAM_T2P_BRAM,8907,8136,8
ok,9079,16944,test:dot-product-6-3-16-0-1,30,26,4,9079,240,RAM_1P_BRAM,RAM_T2P_BRAM,9079,33415,7
ok,10271,8743,test:dot-product-0-7-16-1-1,30,28,8,10271,120,RAM_T2P_BRAM,RAM_T2P_BRAM,10271,12648,1
ok,38937,3278,test:dot-product-5-0-1-1-1,2,24,1,38937,10,RAM_T2P_BRAM,RAM_T2P_BRAM,38937,3386,6
ok,9283,24352,test:dot-product-6-3-14-1-1,24,26,4,9283,192,RAM_T2P_BRAM,RAM_T2P_BRAM,9283,40224,7
ok,9251,3997,test:dot-product-5-3-9-1-0,12,24,4,9251,60,RAM_T2P_BRAM,RAM_1P_BRAM,9251,6192,6
ok,12321,3717,test:dot-product-3-0-9-1-0,12,20,1,12321,48,RAM_T2P_BRAM,RAM_1P_BRAM,12321,5628,4
ok,8685,8096,test:dot-product-7-5-12-1-1,18,32,6,8685,144,RAM_T2P_BRAM,RAM_T2P_BRAM,8685,15411,8
ok,15903,6175,test:dot-product-4-3-6-0-0,8,22,4,15903,40,RAM_1P_BRAM,RAM_1P_BRAM,15903,8439,5
ok,9283,24526,test:dot-product-2-6-13-1-1,20,30,7,9283,240,RAM_T2P_BRAM,RAM_T2P_BRAM,9283,46213,3
ok,12326,15320,test:dot-product-2-6-11-0-0,16,30,7,12326,96,RAM_1P_BRAM,RAM_1P_BRAM,12326,21840,3
ok,12326,9751,test:dot-product-1-4-11-0-0,16,22,5,12326,80,RAM_1P_BRAM,RAM_1P_BRAM,12326,14967,2
ok,12358,20293,test:dot-product-6-0-17-1-0,36,26,1,12358,288,RAM_T2P_BRAM,RAM_1P_BRAM,12358,35837,7
ok,10310,14162,test:dot-product-5-4-9-0-0,12,26,5,10310,144,RAM_1P_BRAM,RAM_1P_BRAM,10310,23562,6
ok,10306,8522,test:dot-product-3-6-5-0-1,6,26,7,10306,48,RAM_1P_BRAM,RAM_T2P_BRAM,10306,14758,4
ok,69644,2782,test:dot-product-5-5-0-0-1,1,28,6,69644,4,RAM_1P_BRAM,RAM_T2P_BRAM,69644,2308,6
ok,10276,3987,test:dot-product-2-3-5-0-0,6,24,4,10276,48,RAM_1P_BRAM,RAM_1P_BRAM,10276,6392,3
ok,12326,10030,test:dot-product-6-0-11-0-1,16,26,1,12326,80,RAM_1P_BRAM,RAM_T2P_BRAM,12326,14906,7
ok,10444,9549,test:dot-product-5-1-10-1-0,15,24,2,10444,120,RAM_T2P_BRAM,RAM_1P_BRAM,10444,18690,6
ok,8913,9273,test:dot-product-3-2-16-1-1,30,24,3,8913,240,RAM_T2P_BRAM,RAM_T2P_BRAM,8913,23359,4
ok,12326,10030,test:dot-product-6-0-11-1-0,16,26,1,12326,80,RAM_T2P_BRAM,RAM_1P_BRAM,12326,14140,7
ok,15884,3064,test:dot-product-3-7-6-1-1,8,20,8,15884,32,RAM_T2P_BRAM,RAM_T2P_BRAM,15884,4237,4
ok,10272,5268,test:dot-product-0-3-12-1-1,18,20,4,10272,72,RAM_T2P_BRAM,RAM_T2P_BRAM,10272,8351,1
ok,10310,23669,test:dot-product-5-2-13-1-0,20,28,3,10310,160,RAM_T2P_BRAM,RAM_1P_BRAM,10310,40837,6
ok,10275,3148,test:dot-product-0-2-5-1-0,6,24,3,10275,30,RAM_T2P_BRAM,RAM_1P_BRAM,10275,4023,1
ok,9593,6884,test:dot-product-3-2-17-1-0,36,24,3,9593,180,RAM_T2P_BRAM,RAM_1P_BRAM,9593,14145,4
ok,30058,2982,test:dot-product-3-7-2-1-1,3,28,8,30058,12,RAM_T2P_BRAM,RAM_T2P_BRAM,30058,2628,4
ok,12619,8271,test:dot-product-5-3-10-1-0,15,24,4,12619,120,RAM_T2P_BRAM,RAM_1P_BRAM,12619,15589,6
ok,30091,5808,test:dot-product-7-6-2-0-0,3,26,7,30091,24,RAM_1P_BRAM,RAM_1P_BRAM,30091,7057,8
ok,9322,5827,test:dot-product-1-4-10-1-0,15,22,5,9322,120,RAM_T2P_BRAM,RAM_1P_BRAM,9322,12633,2
ok,9250,5416,test:dot-product-2-3-14-1-0,24,24,4,9250,120,RAM_T2P_BRAM,RAM_1P_BRAM,9250,10084,3
ok,15903,9089,test:dot-product-2-6-6-0-1,8,30,7,15903,48,RAM_1P_BRAM,RAM_T2P_BRAM,15903,12064,3
ok,9248,4346,test:dot-product-1-7-9-1-1,12,28,8,9248,48,RAM_T2P_BRAM,RAM_T2P_BRAM,9248,5998,2
ok,12328,12782,test:dot-product-7-6-15-0-1,25,26,7,12328,200,RAM_1P_BRAM,RAM_T2P_BRAM,12328,21970,8
ok,10390,13303,test:dot-product-6-1-15-0-0,25,26,2,10390,200,RAM_1P_BRAM,RAM_1P_BRAM,10390,27738,7
ok,38937,3362,test:dot-product-4-1-1-0-0,2,22,2,38937,10,RAM_1P_BRAM,RAM_1P_BRAM,38937,3475,5
ok,9624,8560,test:dot-product-3-4-5-1-1,6,22,5,9624,48,RAM_T2P_BRAM,RAM_T2P_BRAM,9624,14553,4
ok,9589,3431,test:dot-product-3-3-5-1-1,6,20,4,9589,24,RAM_T2P_BRAM,RAM_T2P_BRAM,9589,3940,4
ok,12322,4251,test:dot-product-0-2-10-0-0,15,24,3,12322,75,RAM_1P_BRAM,RAM_1P_BRAM,12322,6507,1
ok,9487,10323,test:dot-product-6-7-8-1-0,10,26,8,9487,80,RAM_T2P_BRAM,RAM_1P_BRAM,9487,18753,7
ok,23579,4352,test:dot-product-6-0-3-0-1,4,26,1,23579,20,RAM_1P_BRAM,RAM_T2P_BRAM,23579,4999,7
ok,30058,2613,test:dot-product-0-3-2-1-0,3,20,4,30058,12,RAM_T2P_BRAM,RAM_1P_BRAM,30058,2629,1
ok,21323,3508,test:dot-product-7-1-4-0-1,5,20,2,21323,20,RAM_1P_BRAM,RAM_T2P_BRAM,21323,3807,8
ok,8942,19348,test:dot-product-3-4-17-1-1,36,22,5,8942,288,RAM_T2P_BRAM,RAM_T2P_BRAM,8942,41813,4
ok,9898,6746,test:dot-product-4-6-4-0-0,5,28,7,9898,60,RAM_1P_BRAM,RAM_1P_BRAM,9898,9768,5
ok,15903,5886,test:dot-product-2-0-6-0-0,8,24,1,15903,40,RAM_1P_BRAM,RAM_1P_BRAM,15903,8225,3
ok,10309,12104,test:dot-product-0-6-12-1-0,18,26,7,10309,144,RAM_T2P_BRAM,RAM_1P_BRAM,10309,20049,1
ok,12357,6121,test:dot-product-0-5-4-0-1,5,24,6,12357,40,RAM_1P_BRAM,RAM_T2P_BRAM,12357,7807,1
ok,12063,9747,test:dot-product-1-4-11-0-1,16,22,5,12063,80,RAM_1P_BRAM,RAM_T2P_BRAM,12063,14733,2
ok,8912,7150,test:dot-product-5-3-12-0-1,18,24,4,8912,144,RAM_1P_BRAM,RAM_T2P_BRAM,8912,15460,6
ok,12322,5857,test:dot-product-2-0-16-0-0,30,24,1,12322,130,RAM_1P_BRAM,RAM_1P_BRAM,12322,9465,3
ok,38939,4323,test:dot-product-6-4-1-0-1,2,28,5,38939,12,RAM_1P_BRAM,RAM_T2P_BRAM,38939,4616,7
ok,9083,17241,test:dot-product-6-2-15-0-1,25,30,3,9083,300,RAM_1P_BRAM,RAM_T2P_BRAM,9083,42709,7
ok,9283,14984,test:dot-product-5-7-13-0-0,20,24,8,9283,160,RAM_1P_BRAM,RAM_1P_BRAM,9283,31745,6
ok,10413,5569,test:dot-product-1-2-10-0-1,15,24,3,10413,120,RAM_1P_BRAM,RAM_T2P_BRAM,10413,12160,2
ok,12326,14735,test:dot-product-5-2-11-1-0,16,28,3,12326,80,RAM_T2P_BRAM,RAM_1P_BRAM,12326,22002,6
ok,9284,32040,test:dot-product-6-4-17-0-1,36,28,5,9284,432,RAM_1P_BRAM,RAM_T2P_BRAM,9284,61076,7
ok,15903,6076,test:dot-product-0-4-6-0-0,8,22,5,15903,40,RAM_1P_BRAM,RAM_1P_BRAM,15903,8293,1
ok,12347,11575,test:dot-product-6-0-15-1-0,25,26,1,12347,200,RAM_T2P_BRAM,RAM_1P_BRAM,12347,21108,7
ok,12326,10030,test:dot-product-0-6-11-1-0,16,26,7,12326,80,RAM_T2P_BRAM,RAM_1P_BRAM,12326,14906,1
ok,12355,5177,test:dot-product-4-0-2-1-0,3,22,1,12355,24,RAM_T2P_BRAM,RAM_1P_BRAM,12355,6833,5
ok,9049,10645,test:dot-product-7-4-16-1-0,30,30,5,9049,240,RAM_T2P_BRAM,RAM_1P_BRAM,9049,22923,8
ok,10307,8566,test:dot-product-1-5-8-0-1,10,24,6,10307,80,RAM_1P_BRAM,RAM_T2P_BRAM,10307,14981,2
ok,12323,4691,test:dot-product-5-0-12-0-0,18,24,1,12323,90,RAM_1P_BRAM,RAM_1P_BRAM,12323,7603,6
ok,9284,14111,test:dot-product-6-1-9-1-1,12,26,2,9284,96,RAM_T2P_BRAM,RAM_T2P_BRAM,9284,21418,7
ok,9593,3921,test:dot-product-2-2-9-0-1,12,28,3,9593,60,RAM_1P_BRAM,RAM_T2P_BRAM,9593,6097,3
ok,9488,9207,test:dot-product-4-2-8-1-1,10,26,3,9488,120,RAM_T2P_BRAM,RAM_T2P_BRAM,9488,18339,5
ok,21355,6803,test:dot-product-6-7-4-0-1,5,34,8,21355,40,RAM_1P_BRAM,RAM_T2P_BRAM,21355,8739,7
ok,12063,9479,test:dot-product-2-7-11-1-0,16,24,8,12063,80,RAM_T2P_BRAM,RAM_1P_BRAM,12063,14557,3
ok,12326,14735,test:dot-product-2-5-11-0-1,16,28,6,12326,80,RAM_1P_BRAM,RAM_T2P_BRAM,12326,22002,3
ok,15506,3921,test:dot-product-3-2-7-1-0,9,24,3,15506,45,RAM_T2P_BRAM,RAM_1P_BRAM,15506,5065,4
ok,9625,8640,test:dot-product-6-2-7-1-0,9,30,3,9625,108,RAM_T2P_BRAM,RAM_1P_BRAM,9625,13331,7
ok,38924,2461,test:dot-product-1-3-1-1-0,2,20,4,38924,8,RAM_T2P_BRAM,RAM_1P_BRAM,38924,2241,2
ok,9283,15513,test:dot-product-5-4-13-0-0,20,26,5,9283,240,RAM_1P_BRAM,RAM_1P_BRAM,9283,33494,6
ok,12600,5186,test:dot-product-7-4-10-0-0,15,22,5,12600,75,RAM_1P_BRAM,RAM_1P_BRAM,12600,6879,8
ok,10957,2773,test:dot-product-0-2-2-1-0,3,24,3,10957,15,RAM_T2P_BRAM,RAM_1P_BRAM,10957,2962,1
ok,12048,3999,test:dot-product-1-7-11-0-0,16,20,8,12048,64,RAM_1P_BRAM,RAM_1P_BRAM,12048,6913,2
ok,10276,4283,test:dot-product-2-7-5-1-0,6,24,8,10276,48,RAM_T2P_BRAM,RAM_1P_BRAM,10276,6413,3
ok,12063,9408,test:dot-product-1-5-11-1-0,16,24,6,12063,80,RAM_T2P_BRAM,RAM_1P_BRAM,12063,14546,2
ok,10717,5784,test:dot-product-1-2-4-0-0,5,24,3,10717,40,RAM_1P_BRAM,RAM_1P_BRAM,10717,8787,2
ok,12619,8807,test:dot-product-7-5-10-0-1,15,24,6,12619,120,RAM_1P_BRAM,RAM_T2P_BRAM,12619,15617,8
ok,12326,10121,test:dot-product-6-7-11-0-1,16,34,8,12326,80,RAM_1P_BRAM,RAM_T2P_BRAM,12326,14960,7
ok,38937,3332,test:dot-product-4-1-1-1-0,2,22,2,38937,10,RAM_T2P_BRAM,RAM_1P_BRAM,38937,3464,5
ok,21323,3313,test:dot-product-7-0-4-1-0,5,28,1,21323,20,RAM_T2P_BRAM,RAM_1P_BRAM,21323,3378,8
ok,10275,3912,test:dot-product-0-2-9-1-0,12,24,3,10275,60,RAM_T2P_BRAM,RAM_1P_BRAM,10275,6045,1
ok,15903,6060,test:dot-product-2-7-6-1-1,8,24,8,15903,40,RAM_T2P_BRAM,RAM_T2P_BRAM,15903,8178,3
ok,9625,7607,test:dot-product-4-5-2-1-0,3,26,6,9625,36,RAM_T2P_BRAM,RAM_1P_BRAM,9625,12236,5
ok,12063,9382,test:dot-product-5-1-11-0-0,16,24,2,12063,80,RAM_1P_BRAM,RAM_1P_BRAM,12063,14373,6
ok,23579,4191,test:dot-product-5-1-3-0-1,4,24,2,23579,20,RAM_1P_BRAM,RAM_T2P_BRAM,23579,4987,6
ok,9078,10882,test:dot-product-6-7-8-1-1,10,34,8,9078,80,RAM_T2P_BRAM,RAM_T2P_BRAM,9078,18001,7
ok,8913,10731,test:dot-product-2-7-16-1-0,30,24,8,8913,240,RAM_T2P_BRAM,RAM_1P_BRAM,8913,23421,3
ok,9624,5220,test:dot-product-5-2-2-0-1,3,28,3,9624,24,RAM_1P_BRAM,RAM_T2P_BRAM,9624,7935,6
ok,10310,13435,test:dot-product-3-4-9-1-0,12,22,5,10310,96,RAM_T2P_BRAM,RAM_1P_BRAM,10310,20523,4
ok,10271,8745,test:dot-product-7-1-16-1-0,30,28,2,10271,120,RAM_T2P_BRAM,RAM_1P_BRAM,10271,12804,8
ok,10505,4352,test:dot-product-1-2-7-0-1,9,24,3,10505,72,RAM_1P_BRAM,RAM_T2P_BRAM,10505,8233,2
ok,12597,5203,test:dot-product-7-3-10-0-0,15,20,4,12597,60,RAM_1P_BRAM,RAM_1P_BRAM,12597,8168,8
ok,10309,23644,test:dot-product-3-4-14-1-0,24,22,5,10309,192,RAM_T2P_BRAM,RAM_1P_BRAM,10309,38620,4
ok,8913,10840,test:dot-product-5-7-16-0-1,30,32,8,8913,240,RAM_1P_BRAM,RAM_T2P_BRAM,8913,23174,6
ok,38937,3473,test:dot-product-4-4-1-0-0,2,24,5,38937,10,RAM_1P_BRAM,RAM_1P_BRAM,38937,3437,5
ok,9628,24870,test:dot-product-2-4-14-0-1,24,26,5,9628,288,RAM_1P_BRAM,RAM_T2P_BRAM,9628,45413,3
ok,9398,19561,test:dot-product-6-4-12-0-1,18,28,5,9398,216,RAM_1P_BRAM,RAM_T2P_BRAM,9398,34766,7
ok,10717,5545,test:dot-product-0-2-4-1-0,5,24,3,10717,40,RAM_T2P_BRAM,RAM_1P_BRAM,10717,8022,1
ok,15499,4053,test:dot-product-3-1-7-1-1,9,20,2,15499,36,RAM_T2P_BRAM,RAM_T2P_BRAM,15499,5204,4
ok,9283,15083,test:dot-product-7-2-13-1-1,20,32,3,9283,160,RAM_T2P_BRAM,RAM_T2P_BRAM,9283,32179,8
ok,15531,8194,test:dot-product-3-6-7-0-0,9,26,7,15531,72,RAM_1P_BRAM,RAM_1P_BRAM,15531,12399,4
ok,9692,16462,test:dot-product-7-6-13-0-0,20,26,7,9692,160,RAM_1P_BRAM,RAM_1P_BRAM,9692,30284,8
ok,9078,10266,test:dot-product-3-6-8-1-1,10,26,7,9078,80,RAM_T2P_BRAM,RAM_T2P_BRAM,9078,21273,4
ok,23579,4176,test:dot-product-2-1-3-0-0,4,24,2,23579,20,RAM_1P_BRAM,RAM_1P_BRAM,23579,5038,3
ok,9487,9827,test:dot-product-6-3-8-0-1,10,26,4,9487,80,RAM_1P_BRAM,RAM_T2P_BRAM,9487,18249,7
ok,8943,13743,test:dot-product-7-4-12-0-1,18,22,5,8943,144,RAM_1P_BRAM,RAM_T2P_BRAM,8943,25197,8
ok,10444,10448,test:dot-product-0-6-10-1-0,15,26,7,10444,120,RAM_T2P_BRAM,RAM_1P_BRAM,10444,14486,1
ok,10144,25769,test:dot-product-5-6-14-1-0,24,30,7,10144,288,RAM_T2P_BRAM,RAM_1P_BRAM,10144,44819,6
ok,30058,2830,test:dot-product-3-3-2-1-1,3,20,4,30058,12,RAM_T2P_BRAM,RAM_T2P_BRAM,30058,2777,4
ok,12322,5857,test:dot-product-0-2-16-0-0,30,24,3,12322,130,RAM_1P_BRAM,RAM_1P_BRAM,12322,9452,1
ok,15531,8680,test:dot-product-7-6-7-0-1,9,26,7,15531,72,RAM_1P_BRAM,RAM_T2P_BRAM,15531,12401,8
ok,15503,3978,test:dot-product-3-3-7-0-1,9,20,4,15503,36,RAM_1P_BRAM,RAM_T2P_BRAM,15503,5390,4
ok,9487,8586,test:dot-product-1-5-8-1-0,10,24,6,9487,80,RAM_T2P_BRAM,RAM_1P_BRAM,9487,16194,2
ok,69644,2777,test:dot-product-3-4-0-1-0,1,22,5,69644,4,RAM_T2P_BRAM,RAM_1P_BRAM,69644,2391,4
ok,38924,2490,test:dot-product-1-7-1-1-0,2,20,8,38924,8,RAM_T2P_BRAM,RAM_1P_BRAM,38924,2278,2
ok,38937,3317,test:dot-product-0-4-1-1-0,2,22,5,38937,10,RAM_T2P_BRAM,RAM_1P_BRAM,38937,3386,1
ok,38939,4226,test:dot-product-5-4-1-0-1,2,26,5,38939,12,RAM_1P_BRAM,RAM_T2P_BRAM,38939,4616,6
ok,12362,5549,test:dot-product-2-0-4-0-0,5,24,1,12362,40,RAM_1P_BRAM,RAM_1P_BRAM,12362,8066,3
ok,12326,15339,test:dot-product-6-5-11-0-0,16,30,6,12326,96,RAM_1P_BRAM,RAM_1P_BRAM,12326,22311,7
ok,21355,6623,test:dot-product-7-5-4-0-0,5,24,6,21355,40,RAM_1P_BRAM,RAM_1P_BRAM,21355,8757,8
ok,10989,5181,test:dot-product-1-5-2-0-1,3,24,6,10989,24,RAM_1P_BRAM,RAM_T2P_BRAM,10989,8007,2
ok,15531,7203,test:dot-product-7-5-7-1-0,9,32,6,15531,72,RAM_T2P_BRAM,RAM_1P_BRAM,15531,11285,8
ok,12322,3626,test:dot-product-0-4-8-0-0,10,22,5,12322,50,RAM_1P_BRAM,RAM_1P_BRAM,12322,5106,1
ok,15503,3496,test:dot-product-0-3-7-0-0,9,20,4,15503,36,RAM_1P_BRAM,RAM_1P_BRAM,15503,4675,1
ok,9899,8849,test:dot-product-2-6-4-1-0,5,30,7,9899,60,RAM_T2P_BRAM,RAM_1P_BRAM,9899,12640,3
ok,38937,3293,test:dot-product-4-0-1-1-0,2,22,1,38937,10,RAM_T2P_BRAM,RAM_1P_BRAM,38937,3386,5
ok,69644,2853,test:dot-product-4-7-0-1-0,1,22,8,69644,4,RAM_T2P_BRAM,RAM_1P_BRAM,69644,2392,5
ok,10306,8495,test:dot-product-6-2-5-0-0,6,30,3,10306,72,RAM_1P_BRAM,RAM_1P_BRAM,10306,13919,7
ok,9405,11760,test:dot-product-5-1-15-0-1,25,24,2,9405,200,RAM_1P_BRAM,RAM_T2P_BRAM,9405,27884,6
ok,38937,3511,test:dot-product-7-4-1-0-1,2,22,5,38937,10,RAM_1P_BRAM,RAM_T2P_BRAM,38937,3607,8
ok,10309,12104,test:dot-product-6-0-12-0-1,18,26,1,10309,144,RAM_1P_BRAM,RAM_T2P_BRAM,10309,20049,7
ok,8942,17116,test:dot-product-3-6-16-1-1,30,26,7,8942,240,RAM_T2P_BRAM,RAM_T2P_BRAM,8942,34867,4
ok,10271,3491,test:dot-product-1-7-5-0-0,6,20,8,10271,24,RAM_1P_BRAM,RAM_1P_BRAM,10271,3887,2
ok,10309,16016,test:dot-product-6-6-9-0-0,12,32,7,10309,96,RAM_1P_BRAM,RAM_1P_BRAM,10309,20579,7
ok,69644,2742,test:dot-product-1-2-0-0-1,1,24,3,69644,4,RAM_1P_BRAM,RAM_T2P_BRAM,69644,2308,2
ok,10310,14135,test:dot-product-2-4-9-0-0,12,26,5,10310,144,RAM_1P_BRAM,RAM_1P_BRAM,10310,23574,3
ok,9079,20317,test:dot-product-6-6-16-1-0,30,32,7,9079,240,RAM_T2P_BRAM,RAM_1P_BRAM,9079,32818,7
ok,9285,24825,test:dot-product-4-5-14-1-0,24,26,6,9285,288,RAM_T2P_BRAM,RAM_1P_BRAM,9285,46358,5
ok,9487,10717,test:dot-product-6-6-8-1-0,10,32,7,9487,80,RAM_T2P_BRAM,RAM_1P_BRAM,9487,17680,7
ok,9518,21312,test:dot-product-4-5-17-0-0,36,26,6,9518,432,RAM_1P_BRAM,RAM_1P_BRAM,9518,47220,5
ok,12319,4831,test:dot-product-0-0-16-0-0,30,20,1,12319,32,RAM_1P_BRAM,RAM_1P_BRAM,12319,4678,1
ok,12319,6192,test:dot-product-1-0-15-0-0,25,20,1,12319,100,RAM_1P_BRAM,RAM_1P_BRAM,12319,10969,2
ok,9592,3159,test:dot-product-1-2-5-1-1,6,24,3,9592,30,RAM_T2P_BRAM,RAM_T2P_BRAM,9592,4082,2
ok,12347,11132,test:dot-product-0-5-15-0-1,25,24,6,12347,200,RAM_1P_BRAM,RAM_T2P_BRAM,12347,21075,1
ok,30091,5278,test:dot-product-5-7-2-0-0,3,24,8,30091,24,RAM_1P_BRAM,RAM_1P_BRAM,30091,6607,6
ok,12063,9805,test:dot-product-7-4-11-1-1,16,30,5,12063,80,RAM_T2P_BRAM,RAM_T2P_BRAM,12063,14672,8
ok,69644,2853,test:dot-product-7-4-0-0-1,1,22,5,69644,4,RAM_1P_BRAM,RAM_T2P_BRAM,69644,2403,8
ok,9515,22161,test:dot-product-7-4-17-0-0,36,22,5,9515,288,RAM_1P_BRAM,RAM_1P_BRAM,9515,42623,8
ok,10309,14726,test:dot-product-7-6-9-1-0,12,34,7,10309,96,RAM_T2P_BRAM,RAM_1P_BRAM,10309,21399,8
ok,12066,15014,test:dot-product-4-2-11-1-1,16,26,3,12066,96,RAM_T2P_BRAM,RAM_T2P_BRAM,12066,21449,5
ok,23579,4278,test:dot-product-4-1-3-0-1,4,22,2,23579,20,RAM_1P_BRAM,RAM_T2P_BRAM,23579,5067,5
ok,10275,4649,test:dot-product-2-1-12-1-0,18,24,2,10275,90,RAM_T2P_BRAM,RAM_1P_BRAM,10275,7902,3
ok,8915,13078,test:dot-product-4-6-15-1-0,25,28,7,8915,300,RAM_T2P_BRAM,RAM_1P_BRAM,8915,34211,5
ok,23579,4167,test:dot-product-5-0-3-0-1,4,24,1,23579,20,RAM_1P_BRAM,RAM_T2P_BRAM,23579,4910,6
ok,9284,13551,test:dot-product-3-4-9-1-1,12,22,5,9284,96,RAM_T2P_BRAM,RAM_T2P_BRAM,9284,21414,4
ok,9351,16188,test:dot-product-1-6-16-1-0,30,26,7,9351,240,RAM_T2P_BRAM,RAM_1P_BRAM,9351,28894,2
ok,9897,6515,test:dot-product-1-5-4-1-0,5,24,6,9897,40,RAM_T2P_BRAM,RAM_1P_BRAM,9897,9319,2
ok,12319,6972,test:dot-product-0-3-16-0-0,30,20,4,12319,120,RAM_1P_BRAM,RAM_1P_BRAM,12319,12518,1
ok,15903,5985,test:dot-product-3-2-6-0-0,8,24,3,15903,40,RAM_1P_BRAM,RAM_1P_BRAM,15903,8376,4
ok,9593,4131,test:dot-product-3-5-5-1-0,6,24,6,9593,48,RAM_T2P_BRAM,RAM_1P_BRAM,9593,6861,4
ok,15531,8855,test:dot-product-7-6-7-1-1,9,34,7,15531,72,RAM_T2P_BRAM,RAM_T2P_BRAM,15531,12578,8
ok,9487,9505,test:dot-product-7-2-8-1-1,10,32,3,9487,80,RAM_T2P_BRAM,RAM_T2P_BRAM,9487,18292,8
ok,12326,9348,test:dot-product-0-2-11-1-0,16,24,3,12326,80,RAM_T2P_BRAM,RAM_1P_BRAM,12326,14633,1
ok,9047,7143,test:dot-product-4-7-13-1-0,20,22,8,9047,160,RAM_T2P_BRAM,RAM_1P_BRAM,9047,15846,5
ok,9078,11591,test:dot-product-2-4-15-1-0,25,26,5,9078,300,RAM_T2P_BRAM,RAM_1P_BRAM,9078,32406,3
ok,10720,7156,test:dot-product-1-5-4-0-1,5,24,6,10720,40,RAM_1P_BRAM,RAM_T2P_BRAM,10720,10826,2
ok,10835,6990,test:dot-product-3-1-15-1-1,25,20,2,10835,100,RAM_T2P_BRAM,RAM_T2P_BRAM,10835,13506,4
ok,21323,3508,test:dot-product-3-7-4-1-0,5,20,8,21323,20,RAM_T2P_BRAM,RAM_1P_BRAM,21323,3565,4
ok,10271,5441,test:dot-product-1-1-17-0-0,36,20,2,10271,52,RAM_1P_BRAM,RAM_1P_BRAM,10271,6422,2
ok,10837,6964,test:dot-product-3-1-15-1-0,25,20,2,10837,100,RAM_T2P_BRAM,RAM_1P_BRAM,10837,12667,4
ok,12319,5618,test:dot-product-7-0-13-0-0,20,20,1,12319,80,RAM_1P_BRAM,RAM_1P_BRAM,12319,9051,8
ok,9365,4736,test:dot-product-5-1-12-0-1,18,24,2,9365,90,RAM_1P_BRAM,RAM_T2P_BRAM,9365,8231,6
ok,10305,16112,test:dot-product-6-0-16-1-1,30,26,1,10305,240,RAM_T2P_BRAM,RAM_T2P_BRAM,10305,30012,7
