force,pos,j_d1,j_d2,ur_loop1,ur_loop2,bench,target_clock,estimated_clock,min_latency,max_latency,bram_used,dsp48_used,ff_used,lut_used
1,1,4,4,1,4,md-knn-ur:machsuite-md-knn-0-0-3-3-0-3,4.0,2.92,16564,16564,498,1184,198303,122236
4,1,2,4,1,2,md-knn-ur:machsuite-md-knn-3-0-1-3-0-1,4.0,2.92,16564,16564,420,1184,198303,122306
2,2,1,4,2,4,md-knn-ur:machsuite-md-knn-1-1-0-3-1-3,4.0,2.92,20658,20658,648,1184,223606,124698
1,1,4,1,1,1,md-knn-ur:machsuite-md-knn-0-0-3-0-0-0,4.0,3.166,128779,128779,82,14,12623,8505
4,4,2,4,1,4,md-knn-ur:machsuite-md-knn-3-3-1-3-0-3,4.0,2.92,16564,16564,438,1184,198322,122597
2,4,1,4,1,1,md-knn-ur:machsuite-md-knn-1-3-0-3-0-0,4.0,3.166,128779,128779,106,14,12635,9021
2,2,1,4,2,2,md-knn-ur:machsuite-md-knn-1-1-0-3-1-1,4.0,2.92,20658,20658,648,1184,223606,124698
2,1,4,2,2,2,md-knn-ur:machsuite-md-knn-1-0-3-1-1-1,4.0,2.92,16562,16562,696,1184,223531,126998
4,2,2,1,1,1,md-knn-ur:machsuite-md-knn-3-1-1-0-0-0,4.0,3.166,132875,132875,106,14,12692,9246
2,1,2,4,2,8,md-knn-ur:machsuite-md-knn-1-0-1-3-1-7,4.0,2.92,16308,16308,696,2368,393381,237022
2,1,2,4,1,2,md-knn-ur:machsuite-md-knn-1-0-1-3-0-1,4.0,2.92,16564,16564,408,1184,198301,122354
2,4,4,4,2,4,md-knn-ur:machsuite-md-knn-1-3-3-3-1-3,4.0,2.92,16308,16308,804,2368,393401,242254
4,1,2,4,2,4,md-knn-ur:machsuite-md-knn-3-0-1-3-1-3,4.0,2.92,16308,16308,708,2368,393447,237120
4,2,2,2,2,1,md-knn-ur:machsuite-md-knn-3-1-1-1-1-0,4.0,3.554,132747,132747,106,14,13577,9635
4,1,2,4,2,1,md-knn-ur:machsuite-md-knn-3-0-1-3-1-0,4.0,3.554,128651,128651,100,14,13303,9221
1,1,1,4,1,8,md-knn-ur:machsuite-md-knn-0-0-0-3-0-7,4.0,2.92,16564,16564,354,1184,198301,120180
4,4,2,4,1,8,md-knn-ur:machsuite-md-knn-3-3-1-3-0-7,4.0,2.92,16564,16564,438,1184,198322,122597
2,1,2,2,2,2,md-knn-ur:machsuite-md-knn-1-0-1-1-1-1,4.0,2.92,16562,16562,648,1184,223530,124396
2,1,2,4,1,8,md-knn-ur:machsuite-md-knn-1-0-1-3-0-7,4.0,2.92,16564,16564,408,1184,198301,122354
1,4,4,1,1,2,md-knn-ur:machsuite-md-knn-0-3-3-0-0-1,4.0,2.92,18094,18094,372,296,70775,36470
4,4,1,4,2,1,md-knn-ur:machsuite-md-knn-3-3-0-3-1-0,4.0,3.554,128651,128651,118,14,13515,9705
2,2,4,1,1,1,md-knn-ur:machsuite-md-knn-1-1-3-0-0-0,4.0,3.166,132875,132875,94,14,12692,9244
4,1,2,1,2,1,md-knn-ur:machsuite-md-knn-3-0-1-0-1-0,4.0,3.554,128651,128651,100,14,13300,8864
2,2,4,4,1,4,md-knn-ur:machsuite-md-knn-1-1-3-3-0-3,4.0,2.92,20660,20660,510,1184,198726,123615
2,4,2,4,2,4,md-knn-ur:machsuite-md-knn-1-3-1-3-1-3,4.0,2.92,16308,16308,708,2368,393402,237650
4,4,4,2,2,1,md-knn-ur:machsuite-md-knn-3-3-3-1-1-0,4.0,3.554,128651,128651,118,14,13522,10874
2,4,2,1,1,1,md-knn-ur:machsuite-md-knn-1-3-1-0-0-0,4.0,3.166,128779,128779,106,14,12642,9080
1,4,4,2,1,4,md-knn-ur:machsuite-md-knn-0-3-3-1-0-3,4.0,2.92,17074,17074,420,592,113333,65638
4,1,4,4,1,8,md-knn-ur:machsuite-md-knn-3-0-3-3-0-7,4.0,2.92,16564,16564,516,1184,198303,122422
4,4,4,1,2,2,md-knn-ur:machsuite-md-knn-3-3-3-0-1-1,4.0,2.92,17070,17070,672,592,138548,69091
2,1,2,2,1,1,md-knn-ur:machsuite-md-knn-1-0-1-1-0-0,4.0,3.166,128779,128779,88,14,12624,9256
4,4,4,2,4,1,md-knn-ur:machsuite-md-knn-3-3-3-1-3-0,4.0,3.562,128587,128587,118,14,15272,10672
2,1,4,4,1,2,md-knn-ur:machsuite-md-knn-1-0-3-3-0-1,4.0,2.92,16564,16564,504,1184,198302,122470
1,4,1,4,1,2,md-knn-ur:machsuite-md-knn-0-3-0-3-0-1,4.0,2.92,16564,16564,372,1184,198311,120471
4,4,1,2,1,4,md-knn-ur:machsuite-md-knn-3-3-0-1-0-3,4.0,2.92,17074,17074,390,592,113344,64376
4,1,4,4,2,1,md-knn-ur:machsuite-md-knn-3-0-3-3-1-0,4.0,3.554,128651,128651,148,14,13304,10058
2,4,4,2,4,1,md-knn-ur:machsuite-md-knn-1-3-3-1-3-0,4.0,3.562,128587,128587,106,14,15292,10853
2,2,4,4,2,1,md-knn-ur:machsuite-md-knn-1-1-3-3-1-0,4.0,3.554,132747,132747,142,14,13564,10421
4,4,2,4,2,8,md-knn-ur:machsuite-md-knn-3-3-1-3-1-7,4.0,2.92,16308,16308,720,2368,393468,237730
2,4,2,4,1,4,md-knn-ur:machsuite-md-knn-1-3-1-3-0-3,4.0,2.92,16564,16564,426,1184,198322,122645
4,4,1,4,2,2,md-knn-ur:machsuite-md-knn-3-3-0-3-1-1,4.0,2.92,16562,16562,672,1184,223625,125098
4,4,2,4,4,2,md-knn-ur:machsuite-md-knn-3-3-1-3-3-1,4.0,2.92,16306,16306,1284,2368,443971,245092
2,4,4,2,4,4,md-knn-ur:machsuite-md-knn-1-3-3-1-3-3,4.0,2.92,16306,16306,1284,2368,444035,245281
1,4,2,4,2,4,md-knn-ur:machsuite-md-knn-0-3-1-3-1-3,4.0,2.92,16308,16308,708,2368,393391,237424
4,2,2,1,1,2,md-knn-ur:machsuite-md-knn-3-1-1-0-0-1,4.0,2.92,22190,22190,378,296,70835,36526
4,4,4,1,4,1,md-knn-ur:machsuite-md-knn-3-3-3-0-3-0,4.0,3.562,128587,128587,118,14,15269,9750
1,4,2,4,2,1,md-knn-ur:machsuite-md-knn-0-3-1-3-1-0,4.0,3.554,128651,128651,100,14,13529,9707
1,1,1,1,1,2,md-knn-ur:machsuite-md-knn-0-0-0-0-0-1,4.0,2.92,18094,18094,351,296,70775,35170
1,1,2,1,1,2,md-knn-ur:machsuite-md-knn-0-0-1-0-0-1,4.0,2.92,18094,18094,354,296,70765,35835
1,1,2,4,2,2,md-knn-ur:machsuite-md-knn-0-0-1-3-1-1,4.0,2.92,16308,16308,696,2368,393452,236916
4,1,1,4,1,4,md-knn-ur:machsuite-md-knn-3-0-0-3-0-3,4.0,2.92,16564,16564,372,1184,198303,120366
4,2,4,2,4,4,md-knn-ur:machsuite-md-knn-3-1-3-1-3-3,4.0,2.92,20402,20402,1284,2368,444013,245181
2,1,2,4,1,1,md-knn-ur:machsuite-md-knn-1-0-1-3-0-0,4.0,3.166,128779,128779,88,14,12624,9148
4,4,2,4,4,1,md-knn-ur:machsuite-md-knn-3-3-1-3-3-0,4.0,3.562,128587,128587,118,14,15282,10239
1,2,1,4,2,4,md-knn-ur:machsuite-md-knn-0-1-0-3-1-3,4.0,2.92,20658,20658,648,1184,223668,124592
2,1,1,2,2,1,md-knn-ur:machsuite-md-knn-1-0-0-1-1-0,4.0,3.554,128651,128651,88,14,13305,9278
4,4,2,2,4,1,md-knn-ur:machsuite-md-knn-3-3-1-1-3-0,4.0,3.562,128587,128587,118,14,15278,10544
2,4,4,4,1,4,md-knn-ur:machsuite-md-knn-1-3-3-3-0-3,4.0,2.92,16564,16564,522,1184,198321,122761
2,2,1,4,1,2,md-knn-ur:machsuite-md-knn-1-1-0-3-0-1,4.0,2.92,20660,20660,366,1184,198724,121559
2,4,2,4,4,4,md-knn-ur:machsuite-md-knn-1-3-1-3-3-3,4.0,2.92,16306,16306,1284,2368,444041,245268
2,4,4,4,1,1,md-knn-ur:machsuite-md-knn-1-3-3-3-0-0,4.0,3.166,128779,128779,154,14,12642,9557
1,2,4,2,1,4,md-knn-ur:machsuite-md-knn-0-1-3-1-0-3,4.0,2.92,21170,21170,408,592,113382,65852
4,2,4,4,1,2,md-knn-ur:machsuite-md-knn-3-1-3-3-0-1,4.0,2.92,20660,20660,522,1184,198372,122927
2,2,4,1,4,2,md-knn-ur:machsuite-md-knn-1-1-3-0-3-1,4.0,2.92,20654,20654,1236,1184,273995,130454
4,4,4,1,1,1,md-knn-ur:machsuite-md-knn-3-3-3-0-0-0,4.0,3.166,128779,128779,118,14,12651,8982
2,2,2,4,2,8,md-knn-ur:machsuite-md-knn-1-1-1-3-1-7,4.0,2.92,20404,20404,696,2368,393449,237330
2,2,4,4,4,8,md-knn-ur:machsuite-md-knn-1-1-3-3-3-7,4.0,2.92,20276,20276,1380,4736,783680,470669
2,1,1,4,1,2,md-knn-ur:machsuite-md-knn-1-0-0-3-0-1,4.0,2.92,16564,16564,360,1184,198302,120414
1,4,4,1,1,1,md-knn-ur:machsuite-md-knn-0-3-3-0-0-0,4.0,3.166,128779,128779,100,14,12649,8796
2,2,2,4,4,4,md-knn-ur:machsuite-md-knn-1-1-1-3-3-3,4.0,2.92,20402,20402,1284,2368,444090,245344
1,1,4,1,1,2,md-knn-ur:machsuite-md-knn-0-0-3-0-0-1,4.0,2.92,18094,18094,354,296,70767,36179
1,1,2,4,2,1,md-knn-ur:machsuite-md-knn-0-0-1-3-1-0,4.0,3.554,128651,128651,82,14,13308,9080
1,2,2,4,2,2,md-knn-ur:machsuite-md-knn-0-1-1-3-1-1,4.0,2.92,20404,20404,696,2368,393440,237104
1,4,1,4,1,1,md-knn-ur:machsuite-md-knn-0-3-0-3-0-0,4.0,3.166,128779,128779,100,14,12643,8787
1,1,1,4,1,4,md-knn-ur:machsuite-md-knn-0-0-0-3-0-3,4.0,2.92,16564,16564,354,1184,198301,120180
4,4,1,1,1,1,md-knn-ur:machsuite-md-knn-3-3-0-0-0-0,4.0,3.166,128779,128779,115,14,12654,8770
1,1,1,2,2,1,md-knn-ur:machsuite-md-knn-0-0-0-1-1-0,4.0,3.554,128651,128651,82,14,13312,9107
2,2,2,4,1,4,md-knn-ur:machsuite-md-knn-1-1-1-3-0-3,4.0,2.92,20660,20660,414,1184,198723,123499
2,1,4,2,1,4,md-knn-ur:machsuite-md-knn-1-0-3-1-0-3,4.0,2.92,17074,17074,408,592,113324,65581
2,1,2,4,2,2,md-knn-ur:machsuite-md-knn-1-0-1-3-1-1,4.0,2.92,16308,16308,696,2368,393381,237022
2,2,2,4,2,4,md-knn-ur:machsuite-md-knn-1-1-1-3-1-3,4.0,2.92,20404,20404,696,2368,393449,237330
4,4,4,4,1,4,md-knn-ur:machsuite-md-knn-3-3-3-3-0-3,4.0,2.92,16564,16564,534,1184,198322,122713
2,1,1,2,1,2,md-knn-ur:machsuite-md-knn-1-0-0-1-0-1,4.0,2.92,17074,17074,360,592,113324,64133
2,4,2,2,1,2,md-knn-ur:machsuite-md-knn-1-3-1-1-0-1,4.0,2.92,17074,17074,378,592,113344,65532
4,2,4,4,4,2,md-knn-ur:machsuite-md-knn-3-1-3-3-3-1,4.0,2.92,20276,20276,1380,4736,783610,470493
2,1,2,2,1,4,md-knn-ur:machsuite-md-knn-1-0-1-1-0-3,4.0,2.92,17074,17074,360,592,113323,65241
1,4,2,2,2,1,md-knn-ur:machsuite-md-knn-0-3-1-1-1-0,4.0,3.554,128651,128651,100,14,13527,9806
1,4,2,2,1,4,md-knn-ur:machsuite-md-knn-0-3-1-1-0-3,4.0,2.92,17074,17074,372,592,113333,65478
2,2,2,4,2,1,md-knn-ur:machsuite-md-knn-1-1-1-3-1-0,4.0,3.554,132747,132747,94,14,13569,9566
2,4,2,2,2,1,md-knn-ur:machsuite-md-knn-1-3-1-1-1-0,4.0,3.554,128651,128651,106,14,13520,9969
4,1,4,1,2,1,md-knn-ur:machsuite-md-knn-3-0-3-0-1-0,4.0,3.554,128651,128651,100,14,13301,9329
1,4,1,1,2,1,md-knn-ur:machsuite-md-knn-0-3-0-0-1-0,4.0,3.554,128651,128651,97,14,13343,9265
4,2,1,2,1,4,md-knn-ur:machsuite-md-knn-3-1-0-1-0-3,4.0,2.92,21170,21170,378,592,113394,64590
4,1,1,4,2,1,md-knn-ur:machsuite-md-knn-3-0-0-3-1-0,4.0,3.554,128651,128651,100,14,13309,9096
4,1,4,1,1,1,md-knn-ur:machsuite-md-knn-3-0-3-0-0-0,4.0,3.166,128779,128779,100,14,12625,8691
2,2,2,2,2,2,md-knn-ur:machsuite-md-knn-1-1-1-1-1-1,4.0,2.92,20658,20658,648,1184,223598,124704
1,1,2,1,1,1,md-knn-ur:machsuite-md-knn-0-0-1-0-0-0,4.0,3.166,128779,128779,82,14,12623,8555
4,2,1,4,2,2,md-knn-ur:machsuite-md-knn-3-1-0-3-1-1,4.0,2.92,20658,20658,660,1184,223672,124796
2,2,4,2,2,1,md-knn-ur:machsuite-md-knn-1-1-3-1-1-0,4.0,3.554,132747,132747,94,14,13564,10636
4,4,4,4,1,2,md-knn-ur:machsuite-md-knn-3-3-3-3-0-1,4.0,2.92,16564,16564,534,1184,198322,122713
2,2,1,4,1,8,md-knn-ur:machsuite-md-knn-1-1-0-3-0-7,4.0,2.92,20660,20660,366,1184,198724,121559
1,4,4,2,2,2,md-knn-ur:machsuite-md-knn-0-3-3-1-1-1,4.0,2.92,16562,16562,708,1184,223541,127382
2,4,1,2,2,1,md-knn-ur:machsuite-md-knn-1-3-0-1-1-0,4.0,3.554,128651,128651,106,14,13519,9905
4,4,2,2,2,2,md-knn-ur:machsuite-md-knn-3-3-1-1-1-1,4.0,2.92,16562,16562,672,1184,223617,125104
4,1,2,4,2,8,md-knn-ur:machsuite-md-knn-3-0-1-3-1-7,4.0,2.92,16308,16308,708,2368,393447,237120
2,2,1,2,2,2,md-knn-ur:machsuite-md-knn-1-1-0-1-1-1,4.0,2.92,21166,21166,648,592,138537,67269
1,2,2,4,1,4,md-knn-ur:machsuite-md-knn-0-1-1-3-0-3,4.0,2.92,20660,20660,408,1184,198360,122985
4,1,4,4,1,1,md-knn-ur:machsuite-md-knn-3-0-3-3-0-0,4.0,3.166,128779,128779,148,14,12624,9218
4,4,1,4,1,1,md-knn-ur:machsuite-md-knn-3-3-0-3-0-0,4.0,3.166,128779,128779,118,14,12645,8973
2,2,4,1,2,1,md-knn-ur:machsuite-md-knn-1-1-3-0-1-0,4.0,3.554,132747,132747,94,14,13561,9692
2,4,1,4,1,4,md-knn-ur:machsuite-md-knn-1-3-0-3-0-3,4.0,2.92,16564,16564,378,1184,198321,120705
2,2,1,2,1,1,md-knn-ur:machsuite-md-knn-1-1-0-1-0-0,4.0,3.166,132875,132875,94,14,12692,9285
1,4,4,4,1,1,md-knn-ur:machsuite-md-knn-0-3-3-3-0-0,4.0,3.166,128779,128779,148,14,12650,9323
2,4,2,4,2,1,md-knn-ur:machsuite-md-knn-1-3-1-3-1-0,4.0,3.554,128651,128651,106,14,13522,9870
1,1,1,1,2,1,md-knn-ur:machsuite-md-knn-0-0-0-0-1-0,4.0,3.554,128651,128651,79,14,13129,8638
1,1,4,2,2,2,md-knn-ur:machsuite-md-knn-0-0-3-1-1-1,4.0,2.92,16562,16562,696,1184,223604,126892
1,1,4,4,2,8,md-knn-ur:machsuite-md-knn-0-0-3-3-1-7,4.0,2.92,16308,16308,792,2368,393455,241538
2,1,1,1,1,1,md-knn-ur:machsuite-md-knn-1-0-0-0-0-0,4.0,3.166,128779,128779,85,14,12625,8527
2,2,1,4,2,1,md-knn-ur:machsuite-md-knn-1-1-0-3-1-0,4.0,3.554,132747,132747,94,14,13568,9449
4,2,4,2,2,4,md-knn-ur:machsuite-md-knn-3-1-3-1-1-3,4.0,2.92,20658,20658,708,1184,223665,127386
2,4,2,4,1,8,md-knn-ur:machsuite-md-knn-1-3-1-3-0-7,4.0,2.92,16564,16564,426,1184,198322,122645
1,2,4,1,1,2,md-knn-ur:machsuite-md-knn-0-1-3-0-0-1,4.0,2.92,22190,22190,360,296,70824,36684
1,4,1,2,1,2,md-knn-ur:machsuite-md-knn-0-3-0-1-0-1,4.0,2.92,17074,17074,372,592,113333,64190
1,2,4,4,2,1,md-knn-ur:machsuite-md-knn-0-1-3-3-1-0,4.0,3.554,132747,132747,136,14,13579,10258
4,4,1,2,2,1,md-knn-ur:machsuite-md-knn-3-3-0-1-1-0,4.0,3.554,128651,128651,118,14,13513,9857
1,2,4,4,1,4,md-knn-ur:machsuite-md-knn-0-1-3-3-0-3,4.0,2.92,20660,20660,504,1184,198360,122741
1,2,4,4,1,2,md-knn-ur:machsuite-md-knn-0-1-3-3-0-1,4.0,2.92,20660,20660,504,1184,198360,122741
1,1,4,4,1,1,md-knn-ur:machsuite-md-knn-0-0-3-3-0-0,4.0,3.166,128779,128779,130,14,12624,9176
2,2,4,4,2,4,md-knn-ur:machsuite-md-knn-1-1-3-3-1-3,4.0,2.92,20404,20404,792,2368,393452,241952
1,4,4,2,2,1,md-knn-ur:machsuite-md-knn-0-3-3-1-1-0,4.0,3.554,128651,128651,100,14,13536,10759
2,2,1,2,1,4,md-knn-ur:machsuite-md-knn-1-1-0-1-0-3,4.0,2.92,21170,21170,366,592,113746,65278
4,2,2,2,1,1,md-knn-ur:machsuite-md-knn-3-1-1-1-0-0,4.0,3.166,132875,132875,106,14,12693,9713
4,2,1,4,1,2,md-knn-ur:machsuite-md-knn-3-1-0-3-0-1,4.0,2.92,20660,20660,378,1184,198372,120871
1,2,2,4,1,2,md-knn-ur:machsuite-md-knn-0-1-1-3-0-1,4.0,2.92,20660,20660,408,1184,198360,122985
1,2,1,1,1,1,md-knn-ur:machsuite-md-knn-0-1-0-0-0-0,4.0,3.166,132875,132875,85,14,12701,8798
2,2,1,4,1,1,md-knn-ur:machsuite-md-knn-1-1-0-3-0-0,4.0,3.166,132875,132875,94,14,12693,9235
1,1,2,1,2,2,md-knn-ur:machsuite-md-knn-0-0-1-0-1-1,4.0,2.92,17070,17070,648,592,138533,66811
4,2,4,4,4,1,md-knn-ur:machsuite-md-knn-3-1-3-3-3-0,4.0,3.562,132683,132683,154,14,14955,10578
1,2,4,2,2,4,md-knn-ur:machsuite-md-knn-0-1-3-1-1-3,4.0,2.92,20658,20658,696,1184,223590,127080
4,1,4,4,2,2,md-knn-ur:machsuite-md-knn-3-0-3-3-1-1,4.0,2.92,16308,16308,804,2368,393448,241724
1,4,4,1,2,2,md-knn-ur:machsuite-md-knn-0-3-3-0-1-1,4.0,2.92,17070,17070,660,592,138473,68849
1,4,1,4,2,4,md-knn-ur:machsuite-md-knn-0-3-0-3-1-3,4.0,2.92,16562,16562,660,1184,223619,124912
4,4,2,2,2,4,md-knn-ur:machsuite-md-knn-3-3-1-1-1-3,4.0,2.92,16562,16562,672,1184,223617,125104
1,4,1,4,1,8,md-knn-ur:machsuite-md-knn-0-3-0-3-0-7,4.0,2.92,16564,16564,372,1184,198311,120471
1,2,4,4,2,2,md-knn-ur:machsuite-md-knn-0-1-3-3-1-1,4.0,2.92,20404,20404,792,2368,393441,241726
2,4,1,1,1,2,md-knn-ur:machsuite-md-knn-1-3-0-0-0-1,4.0,2.92,18094,18094,375,296,70795,35695
4,4,2,2,1,2,md-knn-ur:machsuite-md-knn-3-3-1-1-0-1,4.0,2.92,17074,17074,390,592,113344,65484
4,4,4,4,1,1,md-knn-ur:machsuite-md-knn-3-3-3-3-0-0,4.0,3.166,128779,128779,166,14,12650,9509
4,2,4,4,2,2,md-knn-ur:machsuite-md-knn-3-1-3-3-1-1,4.0,2.92,20404,20404,804,2368,393516,242032
4,1,2,4,1,1,md-knn-ur:machsuite-md-knn-3-0-1-3-0-0,4.0,3.166,128779,128779,100,14,12617,9100
2,2,1,4,1,4,md-knn-ur:machsuite-md-knn-1-1-0-3-0-3,4.0,2.92,20660,20660,366,1184,198724,121559
4,2,1,1,1,2,md-knn-ur:machsuite-md-knn-3-1-0-0-0-1,4.0,2.92,22190,22190,375,296,70846,35861
2,4,2,2,4,2,md-knn-ur:machsuite-md-knn-1-3-1-1-3-1,4.0,2.92,16558,16558,1236,1184,273952,130351
1,2,4,2,1,1,md-knn-ur:machsuite-md-knn-0-1-3-1-0-0,4.0,3.166,132875,132875,88,14,12691,9227
4,2,2,1,2,2,md-knn-ur:machsuite-md-knn-3-1-1-0-1-1,4.0,2.92,21166,21166,660,592,138596,67323
4,4,1,2,1,1,md-knn-ur:machsuite-md-knn-3-3-0-1-0-0,4.0,3.166,128779,128779,118,14,12644,9023
2,1,1,4,2,1,md-knn-ur:machsuite-md-knn-1-0-0-3-1-0,4.0,3.554,128651,128651,88,14,13307,9126
4,2,1,4,2,4,md-knn-ur:machsuite-md-knn-3-1-0-3-1-3,4.0,2.92,20658,20658,660,1184,223672,124796
2,2,4,2,4,1,md-knn-ur:machsuite-md-knn-1-1-3-1-3-0,4.0,3.562,132683,132683,94,14,14943,10949
2,2,4,2,4,2,md-knn-ur:machsuite-md-knn-1-1-3-1-3-1,4.0,2.92,20402,20402,1284,2368,444083,245357
4,2,4,2,1,1,md-knn-ur:machsuite-md-knn-3-1-3-1-0-0,4.0,3.166,132875,132875,106,14,12691,9365
1,2,1,4,2,2,md-knn-ur:machsuite-md-knn-0-1-0-3-1-1,4.0,2.92,20658,20658,648,1184,223668,124592
1,4,1,2,2,1,md-knn-ur:machsuite-md-knn-0-3-0-1-1-0,4.0,3.554,128651,128651,100,14,13526,9734
4,4,4,2,1,1,md-knn-ur:machsuite-md-knn-3-3-3-1-0-0,4.0,3.166,128779,128779,118,14,12649,9151
4,1,2,2,2,1,md-knn-ur:machsuite-md-knn-3-0-1-1-1-0,4.0,3.554,128651,128651,100,14,13301,9320
2,2,1,2,1,2,md-knn-ur:machsuite-md-knn-1-1-0-1-0-1,4.0,2.92,21170,21170,366,592,113746,65278
4,1,2,2,2,4,md-knn-ur:machsuite-md-knn-3-0-1-1-1-3,4.0,2.92,16562,16562,660,1184,223596,124494
2,4,2,1,2,1,md-knn-ur:machsuite-md-knn-1-3-1-0-1-0,4.0,3.554,128651,128651,106,14,13519,9513
2,2,2,1,2,1,md-knn-ur:machsuite-md-knn-1-1-1-0-1-0,4.0,3.554,132747,132747,94,14,13566,9209
2,2,2,2,4,2,md-knn-ur:machsuite-md-knn-1-1-1-1-3-1,4.0,2.92,20654,20654,1236,1184,274001,130427
4,2,2,2,2,4,md-knn-ur:machsuite-md-knn-3-1-1-1-1-3,4.0,2.92,20658,20658,660,1184,223664,124802
2,2,2,2,2,4,md-knn-ur:machsuite-md-knn-1-1-1-1-1-3,4.0,2.92,20658,20658,648,1184,223598,124704
1,2,1,4,1,2,md-knn-ur:machsuite-md-knn-0-1-0-3-0-1,4.0,2.92,20660,20660,360,1184,198360,120685
2,2,4,2,1,2,md-knn-ur:machsuite-md-knn-1-1-3-1-0-1,4.0,2.92,21170,21170,414,592,113748,66726
2,1,4,1,2,2,md-knn-ur:machsuite-md-knn-1-0-3-0-1-1,4.0,2.92,17070,17070,648,592,138463,68465
4,4,1,2,1,2,md-knn-ur:machsuite-md-knn-3-3-0-1-0-1,4.0,2.92,17074,17074,390,592,113344,64376
4,1,4,2,2,2,md-knn-ur:machsuite-md-knn-3-0-3-1-1-1,4.0,2.92,16562,16562,708,1184,223597,127078
4,4,4,4,2,8,md-knn-ur:machsuite-md-knn-3-3-3-3-1-7,4.0,2.92,16308,16308,816,2368,393467,242334
4,4,4,2,2,2,md-knn-ur:machsuite-md-knn-3-3-3-1-1-1,4.0,2.92,16562,16562,720,1184,223616,127688
2,4,1,1,2,1,md-knn-ur:machsuite-md-knn-1-3-0-0-1-0,4.0,3.554,128651,128651,103,14,13336,9436
1,2,1,2,1,4,md-knn-ur:machsuite-md-knn-0-1-0-1-0-3,4.0,2.92,21170,21170,360,592,113382,64404
1,2,2,1,2,2,md-knn-ur:machsuite-md-knn-0-1-1-0-1-1,4.0,2.92,21166,21166,648,592,138521,67063
4,1,4,2,2,4,md-knn-ur:machsuite-md-knn-3-0-3-1-1-3,4.0,2.92,16562,16562,708,1184,223597,127078
1,2,2,2,1,4,md-knn-ur:machsuite-md-knn-0-1-1-1-0-3,4.0,2.92,21170,21170,360,592,113382,65692
2,2,4,1,2,2,md-knn-ur:machsuite-md-knn-1-1-3-0-1-1,4.0,2.92,21166,21166,648,592,138533,68773
1,1,2,4,2,8,md-knn-ur:machsuite-md-knn-0-0-1-3-1-7,4.0,2.92,16308,16308,696,2368,393452,236916
1,4,4,4,2,2,md-knn-ur:machsuite-md-knn-0-3-3-3-1-1,4.0,2.92,16308,16308,804,2368,393392,242028
4,4,4,4,8,2,md-knn-ur:machsuite-md-knn-3-3-3-3-7-1,4.0,2.92,16178,16178,2556,4736,885046,486264
2,2,2,1,2,2,md-knn-ur:machsuite-md-knn-1-1-1-0-1-1,4.0,2.92,21166,21166,648,592,138530,67289
4,2,4,4,2,1,md-knn-ur:machsuite-md-knn-3-1-3-3-1-0,4.0,3.554,132747,132747,154,14,13572,10373
1,1,4,2,1,1,md-knn-ur:machsuite-md-knn-0-0-3-1-0-0,4.0,3.166,128779,128779,82,14,12623,8722
2,4,4,2,1,1,md-knn-ur:machsuite-md-knn-1-3-3-1-0-0,4.0,3.166,128779,128779,106,14,12641,9199
4,4,1,1,2,1,md-knn-ur:machsuite-md-knn-3-3-0-0-1-0,4.0,3.554,128651,128651,115,14,13330,9388
1,4,2,2,1,1,md-knn-ur:machsuite-md-knn-0-3-1-1-0-0,4.0,3.166,128779,128779,100,14,12643,9313
4,2,2,1,4,1,md-knn-ur:machsuite-md-knn-3-1-1-0-3-0,4.0,3.562,132683,132683,106,14,14577,9732
1,4,2,1,1,1,md-knn-ur:machsuite-md-knn-0-3-1-0-0-0,4.0,3.166,128779,128779,100,14,12642,8846
4,2,1,2,2,2,md-knn-ur:machsuite-md-knn-3-1-0-1-1-1,4.0,2.92,21166,21166,660,592,138603,67303
2,4,2,2,1,4,md-knn-ur:machsuite-md-knn-1-3-1-1-0-3,4.0,2.92,17074,17074,378,592,113344,65532
4,4,4,2,8,2,md-knn-ur:machsuite-md-knn-3-3-3-1-7-1,4.0,2.92,16302,16302,2460,2368,544917,256507
4,2,4,1,2,1,md-knn-ur:machsuite-md-knn-3-1-3-0-1-0,4.0,3.554,132747,132747,106,14,13569,9644
1,4,2,4,2,2,md-knn-ur:machsuite-md-knn-0-3-1-3-1-1,4.0,2.92,16308,16308,708,2368,393391,237424
2,4,2,4,4,2,md-knn-ur:machsuite-md-knn-1-3-1-3-3-1,4.0,2.92,16306,16306,1284,2368,444041,245268
1,4,4,4,1,4,md-knn-ur:machsuite-md-knn-0-3-3-3-0-3,4.0,2.92,16564,16564,516,1184,198311,122527
4,4,1,1,1,2,md-knn-ur:machsuite-md-knn-3-3-0-0-0-1,4.0,2.92,18094,18094,387,296,70796,35647
2,4,1,4,2,2,md-knn-ur:machsuite-md-knn-1-3-0-3-1-1,4.0,2.92,16562,16562,660,1184,223557,125018
1,1,1,1,1,1,md-knn-ur:machsuite-md-knn-0-0-0-0-0-0,4.0,3.166,128779,128779,79,14,12633,8293
2,4,4,4,2,2,md-knn-ur:machsuite-md-knn-1-3-3-3-1-1,4.0,2.92,16308,16308,804,2368,393401,242254
2,4,1,2,1,1,md-knn-ur:machsuite-md-knn-1-3-0-1-0-0,4.0,3.166,128779,128779,106,14,12634,9071
4,4,2,1,2,1,md-knn-ur:machsuite-md-knn-3-3-1-0-1-0,4.0,3.554,128651,128651,118,14,13513,9465
